Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2005,2006,7/20/1961,LA,Baton Rouge,,,,,1,,,,,53,1,,18,72,33,105,3,1,2,,,39,9,117,68,47,11,9,,,,1,,,,,,,2,15,102,3,338896,,,1,699,0,0,,,5,330,8,181792,,,,,0,0,0,16,0,0,16,1,2083,6,2946,2,1802,24,12778,,,,,4584,9074,33283,,,5,16,959,2437,184,365,2474,2146,561,237,808,1735,212224,870624
2005,2006,9/29/1966,TX,Beaumont,,,,,1,,,,,34,3,,12,49,24,73,5,3,,,,32,2,28,45,26,17,2,,,,,,,8,2,,,2,9,27,2,375249,,,,,0,0,,,,,3,50840,,,,,0,0,0,4,0,0,4,,,1,465,,,5,1259,,,,,1442,6986,10156,,,,3,134,1374,86,229,1274,594,183,128,311,866,80281,603648
2005,2006,,IL,Belleville,,,,,1,,1,,,76,3,,45,124,45,169,3,2,,1,,20,12,166,124,73,3,36,2,,5,5,,,,,,,,17,27,5,521809,,,3,299,0,0,5,271,1,33,3,27000,,,,,0,0,0,5,0,0,5,,,3,1378,,,33,5587,,,,,1009,4574,12553,1,,1,36,536,1183,180,259,1226,1179,251,230,481,999,100100,848743
2005,2006,3/1/1977,MS,Biloxi,,,,,1,,,,,40,,,11,51,17,68,10,1,,2,1,29,8,44,45,32,8,5,,,,,,,12,,,,,6,22,,,,,7,656,0,0,,,,,10,599033,,,1,12360,0,0,0,11,0,0,11,,,4,1071,1,529,14,3046,,,,,1582,4054,10293,,,,11,316,832,454,220,1068,833,133,162,295,693,67244,813806
2005,2006,6/28/1969,AL,Birmingham,,,,,,,1,1,1,54,5,,20,79,38,117,0,1,1,,15,56,16,154,55,37,12,1,1,,4,,,,18,,,1,,10,14,1,175321,1,28892,,,0,0,,,,,12,74739,,,,,0,0,0,10,0,0,10,,,5,1544,1,173,17,4260,1,238,2,120,2527,5819,14691,4,,0,8,403,2219,203,419,1697,1307,213,204,417,541,86505,2819062
2005,2006,12/31/1909,ND,Bismarck,,,,,1,,,1,3,41,3,,24,68,26,94,6,2,,,3,72,21,122,62,39,6,15,2,,,,,,38,,,,1,4,31,4,266618,,,4,399,0,0,,,1,160,,,,,1,8,0,0,0,14,0,0,14,1,2758,3,1265,,,11,1983,,,,,2412,4796,13228,,,,7,153,873,58,111,534,1079,235,140,375,749,62898,258999
2005,2006,,ID,Boise,,,,,1,,,,,40,5,,33,78,14,92,6,1,,2,,68,6,91,51,41,2,5,2,,,1,,,31,31,,,,5,52,5,919381,,,,,0,0,4,162,,,19,348000,,,,,0,0,0,26,0,0,26,,,1,672,,,13,2570,,,,,2981,6730,12979,,,,1,210,2841,266,226,2156,1104,372,173,545,818,148100,1417800
2005,2006,,MA,Boston,1,,,,,4,,1,,446,36,6,333,821,587,1408,44,8,,,,233,162,2234,303,286,17,,,,,,,,,2,,,,40,66,7,1445613,3,6909,16,3633,1,150,11,1110,21,1722,43,206000,,,3,35410,2,31,59,8,1,49,88,7,23400,5,2104,30,15256,106,28647,10,3072,2,171,30136,105345,208219,13,,54,192,3571,18834,3419,348,20520,16272,3867,953,4820,16965,1845846,3974846
2005,2006,8/6/1953,CT,Bridgeport,,,,,1,,,,,176,19,3,53,251,44,295,10,2,,2,,88,0,390,87,83,2,2,,,,,,,,,,,,83,350,1,94373,4,44319,6,650,0,0,5,220,2,30,10,268883,,,8,610,1,5,0,17,0,0,22,2,10775,5,2627,3,1263,32,8308,2,524,3,263,3328,32362,59472,17,,0,49,1076,5008,138,127,5693,4884,1222,197,1419,3545,460298,903291
2005,2006,,NY,Brooklyn,,,,,1,1,4,,,326,38,,229,593,171,764,130,6,,1,,150,162,1078,216,193,23,19,4,,,,,,,,1,,11,141,160,2,25793,17,300000,6,1400,6,6200,29,4750,35,9000,92,95000,55,520,25,3215,1,21,3,19,2,14,54,3,22119,3,1391,17,15319,121,40710,5,1055,1,128,4035,45375,130186,9,,50,183,3104,19143,761,606,13264,10632,2926,316,3242,10261,1556575,4712506
2005,2006,7/10/1965,TX,Brownsville,,,,,1,,1,,1,59,1,,16,76,41,117,8,1,0,3,,66,18,111,67,41,25,12,,,,,2,,45,1,1,,3,20,89,,,2,1639,2,206,0,0,1,61,,,6,53777,,,2,10505,1,10,0,17,0,0,27,,,,,2,906,8,2200,3,918,,,7894,29386,41331,3,,10,11,287,3989,4380,635,7403,3174,747,106,853,2593,943611,1110130
2005,2006,,NY,Buffalo,,,,,1,1,1,,,231,6,,139,376,152,528,6,4,,3,5,112,48,1116,264,194,21,45,3,,1,,,,9,2,,1,,63,157,5,1481759,1,1016,11,2026,0,0,2,143,2,660,5,245384,7,44,1,10091,2,22,4,1,1,0,23,7,17256,,,16,6005,74,16111,4,817,1,448,12146,33450,86256,47,,8,123,2744,5338,436,407,6402,6046,1342,538,1880,6856,694992,1570179
2005,2006,,VT,Burlington,,,,,1,,1,,,64,2,,40,106,43,149,8,1,,1,5,43,13,210,84,58,15,11,,,,,,,44,1,,,,1,,,,,,4,223,0,0,,,,,1,7680,,,,,0,0,0,10,0,0,10,2,2885,2,549,,,12,1623,3,584,,,2468,7035,15154,7,,,5,651,1256,87,90,1348,1101,330,182,511,1448,118000,620000
2005,2006,12/9/1937,NJ,Camden,,,,,1,,,,,169,9,1,115,294,44,338,28,1,,2,25,130,18,324,125,120,5,,,,,,,,10,34,,,18,324,75,1,329375,2,10411,5,1573,1,7,2,27,1,1353,1,6426,1,618,1,129,0,0,0,26,0,0,26,,,7,6185,3,1457,55,11750,1,49,2,750,1482,33621,55320,10,,8,85,1389,6559,534,544,5665,5828,1128,407,1535,4264,459118,1347648
2005,2006,,SC,Charleston,,,,,1,,1,,,53,3,1,35,92,44,136,25,3,1,2,55,78,26,134,91,33,10,45,1,2,,,,,25,1,1,,5,29,170,3,392582,,,2,23,0,0,,,,,7,43281,,,,,0,0,0,18,0,0,18,,,2,1296,2,461,26,5991,,,,,2120,8561,18447,1,,1,41,508,2247,1023,518,2805,2196,401,332,733,1230,157450,4229990
2005,2006,1/12/1972,NC,Charlotte,,,,,1,,1,1,1,68,5,,30,103,65,168,6,1,,,,72,9,114,69,50,19,,,,,,,,20,3,,,3,15,53,,,16,200000,2,200,,0,13,992,4,166,,,1,174,1,107,0,0,0,17,0,0,17,1,887,2,1404,,,16,5945,,,,,3152,16605,28010,1,,0,6,529,4616,258,548,3791,2602,507,303,810,833,150431,4506384
2005,2006,,WY,Cheyenne,,,,,1,,1,,,33,1,,15,49,13,62,7,2,,,2,19,1,24,36,27,9,1,,,,,,,38,,,,1,24,,,,,,2,110,1,99,2,50,30,78,9,13640,,,,,0,0,0,13,0,0,13,,,,,1,14,7,802,,,,,948,7251,9028,,,,5,94,901,129,182,843,1051,156,126,282,482,49121,506529
2005,2006,,IL,Chicago,1,,,,,6,4,,,551,22,3,259,835,787,1622,165,17,11,13,15,632,322,2397,366,289,52,24,,,1,,,,10,7,,6,6,132,531,20,3550394,2,17500,38,5647,2,700,24,1839,4,1728,100,726900,6,1361,4,4068,3,338,138,2,1,163,503,5,46063,6,1654,33,26736,212,72331,4,810,5,450,11643,101935,262125,24,2,24,114,5201,39602,1710,1500,29214,22693,6608,1355,7963,16332,2348000,6021000
2005,2006,,OH,Cincinnati,,,1,,,1,,,,177,7,1,101,286,229,515,8,3,0,6,,149,140,1056,222,159,20,37,1,,2,3,,,,,,,5,40,379,9,1728449,,,15,3467,,,1,280,,,6,123529,1,30,6,5387,1,29,6,6,0,0,35,4,19717,17,11901,4,3124,106,34092,4,1430,1,92,6269,28257,104917,16,,13,69,2965,6806,756,861,7694,7586,1482,838,2320,4378,498493,2960898
2005,2006,,OH,Cleveland,,,,,1,3,2,1,,295,8,4,116,423,113,536,32,1,,6,9,200,51,1203,233,203,14,5,5,,1,,,,1,2,,,2,61,215,4,436516,,,24,4328,1,193,8,952,7,897,23,2401926,2,476,3,80343,2,55,1,,0,12,67,3,6715,6,3427,16,10476,111,38691,9,2368,1,105,5512,39998,107359,23,,26,162,3554,8679,844,693,10384,10989,2156,1098,3254,8589,797898,2852022
2005,2006,1/30/1984,CO,Colorado Springs,,,,,1,,1,,,29,3,,13,45,30,75,4,1,,,,26,3,110,35,23,8,1,2,,,,,1,8,1,,,3,108,75,2,332429,2,109,2,103,0,0,,,,,,,,,,,0,0,0,10,0,0,10,,,,,1,375,7,2137,,,,,2117,2132,6771,,,,3,141,1526,324,233,1542,1107,216,106,322,426,166602,876854
2005,2006,,OH,Columbus,,,,,1,,1,,,112,7,,58,177,42,219,11,2,,,10,87,3,297,106,88,4,10,3,,1,,,,3,,,,0,24,64,4,981338,3,73741,20,2152,0,0,1,178,,,21,428429,2,80,,,1,12,118,6,0,0,18,2,3572,11,4911,,,42,12067,2,289,,,33700,22,37289,11,,,12,1234,3738,467,645,3827,3715,600,495,1095,1560,252103,2447972
2005,2006,3/23/1912,TX,Corpus Christi,,,,,1,,1,,,69,6,,31,106,30,136,21,1,,1,,66,7,185,68,57,11,,,,,,,,32,3,,,1,17,32,6,654275,,,2,204,0,0,2,155,2,1907,11,58644,,,,,0,0,0,13,1,2,15,1,34,,,1,255,14,2216,2,521,,,3483,10637,17161,7,,,28,243,3349,187,345,2525,921,699,105,804,1985,388878,555540
2005,2006,,KY,Covington,,,,,1,,1,,,45,1,,40,86,7,93,1,1,,2,,28,7,346,47,39,,1,2,,3,,,,7,,,0,7,11,38,3,446679,,,3,901,2,198,1,82,,,4,89153,,,1,3871,1,2,0,11,0,0,13,1,1434,7,2592,2,748,27,8517,2,460,,,290,3404,17458,1,,1,49,702,1443,220,142,1505,1480,312,167,479,851,89755,464629
2005,2006,12/31/1909,MN,Crookston,,,,,1,,,,,27,2,,17,46,4,50,4,,,1,2,15,1,118,67,26,3,38,1,,,,,,,,,1,1,8,35,3,54272,,,3,323,,0,1,49,,,,,,,,,0,0,0,6,0,0,6,,,1,174,,,9,1282,,,,,1461,3477,6400,,,,5,135,565,14,70,415,482,122,108,230,359,35780,250941
2005,2006,,TX,Dallas,,,,,1,,2,1,,68,4,,24,96,72,168,37,,,3,,157,8,127,67,50,10,7,1,,,,,,8,,,,1,102,295,0,0,,,1,48,0,0,7,337,,,15,35641,,,,,2,20,24,10,1,15,45,1,2992,5,2055,4,2067,33,10449,1,177,1,122,5431,41146,64484,18,1,4,25,1212,16860,792,718,10222,66876,1414,360,1774,1517,955298,3473568
2005,2006,,IA,Davenport,,,,,1,,,,,74,6,,34,114,2,116,7,1,,1,,44,1,180,84,50,2,28,4,,,2,,,,,,1,,13,34,3,429346,,,4,423,0,0,,,,,1,5300,,,,,1,4,,6,0,0,10,1,3623,6,1019,,,20,3537,,,,,2581,8075,18845,5,,,2,298,1579,211,192,1816,1766,270,283,553,1035,105650,744990
2005,2006,,CO,Denver,1,,1,1,,,,1,,115,7,,50,172,112,284,33,7,,18,,171,13,315,120,87,15,,,,,,,,27,,,,13,315,220,3,291390,7,197775,12,2996,0,0,10,775,,,22,125248,1,48,1,63,2,92,30,1,0,0,93,1,16128,3,877,5,2826,37,9364,3,617,,,4313,21296,55514,9,,3,27,984,11254,1244,,7116,5751,1099,510,2609,2439,384611,3012180
2005,2006,8/12/1911,IA,Des Moines,,,,,1,,,,,59,2,1,27,89,10,99,2,,,3,,65,3,81,82,51,4,25,2,,,,,,,,,,,13,49,3,1606962,,,1,392,0,0,,,1,1091,5,74114,,,,,0,0,17,,0,0,17,1,656,2,1405,,,16,4873,,,,,1490,10903,19344,2,,0,7,378,1960,137,438,1967,1863,286,271,557,757,91347,742190
2005,2006,,MI,Detroit,1,,,,,4,2,,,288,11,2,136,437,217,654,47,3,1,3,,169,88,1713,303,244,27,32,,,,,,,6,,,,,,,12,1772378,8,15921,12,2517,8,1681,2,705,8,3226,13,28261,1,67,,,2,30,86,1,2,9,40,4,22897,7,2701,15,7800,92,36211,7,1917,,,1630,60669,133865,9,,14,86,2340,12606,1034,1748,13409,11004,2536,1049,3585,9102,1286985,4441551
2005,2006,5/19/1951,KS,Dodge City,,,,,1,,,,,21,1,,13,35,7,42,3,,,0,,9,1,99,49,16,3,19,2,1,,,,3,,,,,1,12,9,3,131763,,,,,0,0,,,,,4,3600,,,,,0,0,0,3,0,0,3,,,,,,,8,1194,,,,,1518,3030,5745,,,,,88,990,62,168,1097,656,142,79,221,362,43682,222502
2005,2006,,IA,Dubuque,,,1,1,,,,1,2,120,7,,95,222,30,252,2,1,,1,5,79,20,833,187,83,1,79,7,5,10,2,,,,1,,8,1,50,300,7,1414968,3,256,5,589,0,0,1,24,,,2,219,,,,,1,2,3,6,1,69,77,3,2310,7,2617,,,49,11283,,,,,6043,15572,38902,3,,,19,963,2923,113,325,3077,2675,770,464,1234,2206,210173,927161
2005,2006,,MN,Duluth,,,,,1,,,,,51,5,,19,75,11,86,1,4,,1,,35,,130,93,43,5,43,2,,,,,,,,,,,2,50,2,455042,,,2,305,0,0,1,146,,,,,,,,,0,0,0,18,0,0,18,1,3015,,,,,12,1726,,,,,3315,4150,12224,1,,,10,148,859,74,109,797,814,190,147,337,2011,68037,432904
2005,2006,3/3/1914,TX,El Paso,,,,,1,,,,,49,4,,29,82,36,118,4,,,,,14,11,155,58,40,8,3,1,,1,,3,,16,,,,,1,,,,2,48500,1,90,0,0,1,60,,,,,,,,,1,5,,6,2,13,24,,,1,515,2,700,8,2681,2,482,,,3700,8653,16755,,,6,16,235,5046,244,283,4600,3315,765,90,855,1816,656035,811739
2005,2006,,PA,Erie,,,,,1,,1,,,156,9,,43,208,6,214,5,2,,3,,41,,421,125,101,4,20,,,,,,,19,,,,,6,11,1,174526,,,4,1013,0,0,2,179,2,149,9,106788,,,1,206,1,12,2,9,,0,21,2,6994,5,1679,2,1032,35,6843,1,303,,,6017,9143,32032,17,,,27,692,1724,190,108,2020,2150,461,315,776,2531,225575,874057
2005,2006,11/11/1944,IN,Evansville,,,,,1,,,,,54,1,,29,84,7,91,,2,,1,0,23,2,279,70,45,3,20,1,,1,,,,,7,,,,14,93,2,479475,1,58,3,125,0,0,1,272,,,9,136000,,,,,0,0,0,5,0,0,5,,,4,1597,,,24,6268,,,1,41,2169,5871,15951,0,,2,11,482,1224,90,193,1298,1065,322,196,518,780,87821,497433
2005,2006,8/8/1962,AK,Fairbanks,,,,,1,,,,,9,1,,1,11,16,27,2,,,,,38,3,18,47,6,11,,,3,2,17,1,7,,2,,,3,19,17,,,,,,,0,0,,,,,2,2000,,,,,0,0,0,3,0,0,3,,,1,219,,,1,267,,,,,237,638,1364,1,,,1,0,200,7,14,214,127,18,13,31,58,18000,160000
2005,2006,3/12/1904,MA,Fall River,,,,,1,,,,,114,7,2,39,162,121,283,,2,,1,0,85,10,212,96,82,11,3,,,,,,,15,,,,1,8,58,1,153045,0,0,5,862,1,138,1,45,3,56,5,41000,,,31,41056,0,0,0,10,0,0,10,1,2366,4,2982,,,24,5455,,,,,4837,24270,39920,23,,5,10,674,4192,80,96,4443,4098,1022,231,1253,3739,347385,831965
2005,2006,,ND,Fargo,,,,,1,,1,,,87,19,1,43,150,7,157,5,5,,2,,42,,160,137,63,2,72,,,,,,,,,,13,,2,81,9,118362,,,14,816,0,0,,,1,36,5,9804,,,,,1,13,4,5,0,0,18,1,480,1,295,,,12,1905,,,,,2794,6605,12097,1,,,,170,1209,48,191,872,3143,242,169,411,781,82891,379821
2005,2006,,IN,Fort Wayne-South Bend,,,,,1,,,,,60,0,,29,89,148,237,19,1,3,2,,19,124,558,84,58,13,13,,,,,,,,1,,,2,20,119,4,227259,5,53971,8,1911,0,0,2,900,,,7,109716,0,0,4,7734,0,0,0,14,1,14,28,5,16027,9,3249,,,40,10257,,,,,1276,10240,41077,0,,1,14,764,2851,355,365,2979,2552,519,364,883,1491,156509,1247850
2005,2006,8/22/1969,TX,Fort Worth,,,,,1,,,,,45,2,1,16,64,47,111,10,1,,1,0,75,6,29,89,34,24,22,7,1,1,,,,2,,,,5,,362,1,162000,1,3500,4,900,0,0,,,16,36000,,,,,,,0,0,0,17,0,0,17,1,50,4,1484,,,15,5193,1,206,,,8404,22208,37562,0,,4,5,508,6524,421,588,6180,3395,839,453,1292,1211,450000,2922302
2005,2006,12/15/1967,CA,Fresno,,,,,1,,,,,85,3,,37,125,33,158,25,1,,1,0,32,,120,86,57,10,14,,,,,,,46,,,,,16,74,3,520298,,,2,215,0,0,,,1,41975,12,345675,,,,,0,0,0,21,0,0,21,,,2,1292,,,22,5634,,,,,10369,27282,44598,2,,,23,370,19395,524,1287,12801,4648,2218,329,2547,3650,581000,2584894
2005,2006,12/16/1939,NM,Gallup,,,,,1,,,,,28,6,,9,43,23,66,0,,,,2,31,13,124,56,20,13,19,1,,2,1,,,25,,,,4,32,43,,,,,1,50,1,63,3,67,1,23,24,65489,,,1,50462,0,0,0,2,0,0,2,,,,,2,269,,,10,1359,,,1030,3336,5996,4,,2,28,89,753,218,134,716,505,132,33,165,542,59348,471892
2005,2006,,TX,Galveston-Houston,,,1,1,0,2,,,,147,2,1,47,197,210,407,36,,,,0,357,13,523,149,102,44,3,,,,,,,8,17,,,,,,4,416130,8,98540,4,467,2,370,37,3687,5,3435,10,667691,,,1,1361,1,20,52,9,8,19,48,1,3776,1,215,8,3979,47,12450,6,2132,,,16861,70364,109825,11,0,3,53,1361,21687,2036,973,18757,10215,2916,836,3752,3638,1495030,5250984
2005,2006,12/17/1956,IN,Gary,,,,,1,,,,,71,6,1,31,109,45,154,9,1,,1,0,43,8,87,72,59,4,9,,,,,,,4,6,,,5,7,58,6,1012807,,,3,473,3,232,2,500,2,700,7,10000,,,,,0,0,0,7,1,8,15,1,1275,3,1386,,,23,6299,,,,,681,9254,18910,1,,,3,445,2940,139,193,2166,1925,347,166,513,1719,185550,778463
2005,2006,7/20/1971,MI,Gaylord,,,,,1,,,,,42,4,,20,66,11,77,6,2,,2,,17,3,35,81,43,7,19,7,,3,2,,,,,,,3,6,35,3,375000,,,,,3,295,7,161,1,250,23,28972,,,,,0,0,0,7,0,0,7,,,4,558,,,16,2954,,,,,1704,3712,8935,,,,2,180,818,87,171,862,1058,206,141,347,898,70327,514001
2005,2006,4/11/1917,NE,Grand Island,,,,,1,,,,,39,2,1,28,70,0,70,0,,,0,,,,70,36,36,,,,,,,,13,33,,,,,,,,,2,163049,1,75,0,0,,,,,,,,,,,0,0,0,4,0,0,4,,,4,485,,,7,970,,,,,2514,4313,8286,,,,4,156,1014,129,150,1001,668,136,161,297,533,55884,301328
2005,2006,,MI,Grand Rapids,,,,,1,,2,,,75,2,,29,106,15,121,15,1,0,1,,32,1,249,90,81,1,6,,,,2,,,12,2,,,1,11,132,2,600000,,,1,150,0,0,,,1,2695,8,38935,,,10,14736,0,0,0,10,0,0,10,1,2318,3,1786,,,39,6649,,,,,1456,10498,22717,2,,,13,601,2936,287,,3056,2455,525,312,837,1450,162670,1283717
2005,2006,5/18/1904,MT,Great Falls-Billings,,,,,1,,,,,33,5,0,27,65,13,78,8,1,,1,,7,,67,66,33,9,21,3,,,,,,44,,,,,13,71,3,499484,1,310,2,660,0,0,8,402,,,3,72211,,,,,0,0,0,4,0,0,4,1,801,2,362,1,193,8,1557,4,673,,,621,2256,6467,2,,,8,223,831,84,90,788,869,120,100,220,777,51629,391360
2005,2006,,WI,Green Bay,,,,,1,1,1,1,2,110,5,3,78,196,113,309,12,2,1,3,9,128,36,593,169,90,18,47,1,,9,4,,,2,16,,15,,41,173,7,930617,,,16,1488,0,0,2,118,4,10240,8,188696,1,6,,,0,0,0,17,1,2,19,2,2966,5,1359,1,746,64,9501,,,,,12120,23750,50461,2,,3,20,778,4307,167,229,4207,3520,1111,409,1520,3084,369556,998800
