Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2009,2010,12/9/1937,NJ,Camden,,,,,1,0,,,,128,46,4,111,289,36,325,26,1,,4,,152,12,286,125,119,5,1,,,,,,,7,30,,,12,286,81,1,309187,2,19304,6,1616,2,215,1,899,1,625,1,6334,1,475,1,6057,,,,12,,,12,,,7,6400,3,1385,39,10003,1,46,2,974,1400,28184,48404,8,,6,40,1038,5640,452,,393,5370,5260,958,454,1412,3846,500326,1610641
2009,2010,,SC,Charleston,,,,,1,0,1,,,53,6,,22,81,38,119,36,1,,3,103,101,23,136,92,37,8,42,2,2,1,,,,24,1,,,144,29,71,3,296399,,,1,25,,,,,,,8,43131,,,,,,,,12,,,12,,,2,1182,2,582,28,5598,,,,,2502,10393,20269,2,,1,22,700,3324,317,201,404,3057,2304,407,275,682,1186,184728,4394300
2009,2010,1/12/1972,NC,Charlotte,,,,,1,0,1,1,1,72,6,,39,117,49,166,4,1,,2,,96,12,122,73,57,16,,,,,,,,19,1,,,3,14,220,,,16,67000,2,174,,,13,1000,4,503,4,24079,1,125,,,,,,16,,,16,1,1638,2,1956,,,16,5738,,,,,3237,15173,27758,5,,3,11,762,3462,469,235,625,5465,3457,575,231,806,1172,171909,4792483
2009,2010,,WY,Cheyenne,,,,,1,0,1,,,35,1,,16,52,9,61,10,1,,2,,22,,16,36,26,5,,,,,,,,36,,,,,4,43,,,,,2,104,1,242,,,,,4,10804,,,,,,,,10,,,10,,,,,,,7,975,,,,,811,2987,4783,,,,2,103,926,110,127,139,982,818,167,134,301,578,51467,532000
2009,2010,,IL,Chicago,1,,,,,6,4,,,531,28,3,245,807,787,1594,163,9,7,11,15,643,269,1966,357,274,53,30,,,,,,,11,8,1,3,10,71,521,19,3026299,2,17157,45,6655,2,2959,33,1802,6,484,100,716648,6,484,5,962,2,95,122,2,1,106,203,6,51175,7,1380,33,24953,206,60730,9,2065,5,450,8118,88176,237250,27,,32,113,5517,35151,0,1630,1028,27273,21379,5408,1111,6519,13235,2338000,5989502
2009,2010,,OH,Cincinnati,,,1,1,,0,2,,,190,4,,86,280,213,493,23,7,,2,,176,121,925,218,143,19,52,1,,1,2,,,,,,2,6,34,330,9,1577130,,,13,3273,1,1269,1,267,,,4,36308,1,35,5,23450,1,21,15,5,,,26,4,20450,18,10359,4,3317,88,29337,6,1844,1,97,5356,27472,98258,12,,9,41,2217,5955,388,471,731,7135,7336,1284,741,2025,4719,468204,3023332
2009,2010,,OH,Cleveland,,,,,1,1,3,1,1,270,7,4,124,405,101,506,23,5,,2,2,9,58,1073,201,178,13,6,1,1,2,,,,1,2,8,31,6,84,173,3,413766,1,259,24,5116,1,355,9,906,6,939,22,292821,2,237,3,42807,2,52,2,,,13,65,3,7154,6,3216,16,10262,98,33493,9,2453,1,107,4926,38991,100667,19,,20,112,3261,7009,0,694,573,9139,9045,1749,843,2592,7655,744000,2855767
2009,2010,1/30/1984,CO,Colorado Springs,,,,,1,0,1,,,23,3,,10,36,18,54,13,,,,,38,4,112,37,25,5,4,2,,,1,,,5,1,1,,1,,77,2,350540,3,1809,3,1809,,,,,,,1,75000,,,,,,,11,4,,,15,,,,,1,346,5,1418,,,,,2701,6151,10631,,,,,118,1348,95,103,154,1512,1268,125,83,208,480,82540,978124
2009,2010,,OH,Columbus,1,,6,,1,0,1,,,105,5,,52,162,27,189,13,1,,3,,102,1,267,106,88,5,10,3,,,,,,3,,,,10,16,32,6,803176,,,20,3125,,,,,,,6,210428,,,,,1,18,102,7,,,25,2,3849,11,4808,,,42,10496,2,82,,,1157,14672,36855,14,,,20,1003,3536,198,317,437,3627,3838,514,539,1053,1646,257374,2511332
2009,2010,3/23/1912,TX,Corpus Christi,,,,,1,0,2,,,85,5,,21,111,35,146,22,1,,6,1,85,7,145,68,62,6,,,,,,,,32,,,,3,19,212,6,516150,6,75385,2,205,,,2,205,2,1955,13,206562,,,6,15445,,,,14,1,6,20,1,20,1,380,1,314,14,2416,3,620,,,3726,10160,17656,10,,6,37,282,2517,317,188,294,2649,1427,728,119,847,1737,391182,558831
2009,2010,,KY,Covington,,,,,1,0,1,,,47,2,,37,86,12,98,1,4,,2,,29,5,313,47,35,,7,1,,1,1,,2,6,,,,,10,37,5,829973,,,3,833,2,360,1,86,,,4,85859,,,1,2482,,,,16,,,16,1,1860,7,2546,2,790,26,6487,2,479,,,310,4165,16653,,,1,20,709,1119,207,155,106,1568,1558,328,157,485,784,89491,464629
2009,2010,12/31/1909,MN,Crookston,,,,,1,0,1,,,30,3,,12,45,3,48,5,1,,,,16,1,84,66,27,2,36,1,1,,,,,,,,,1,8,33,3,79723,,,3,624,,,1,49,,,,,,,,,6,,,6,,,6,,,1,94,,,9,1349,,,,,1467,3083,5989,,,,8,120,498,,9,57,456,421,112,92,204,328,35285,252944
2009,2010,,TX,Dallas,,,,,1,2,2,1,,61,6,,32,99,77,176,31,1,,2,,148,25,133,67,42,11,12,2,,,,,,,6,,,3,21,244,,,,,1,49,,,1,100,,,7,57109,,,,,2,27,38,17,1,17,61,1,2883,3,2349,4,2341,28,9704,2,524,1,144,6882,41360,66248,17,3,8,23,1259,16931,0,1037,762,11271,7444,1170,315,1485,1363,1181980,3785477
2009,2010,,IA,Davenport,,,,,1,0,1,,,72,6,,23,101,2,103,,,,,,39,1,159,80,52,2,22,2,,,2,,,,,,1,,,,3,347853,,,4,347,,,,,,,,,,,,,,,,12,,,12,1,3729,5,1236,,,13,3632,,,,,1645,6013,16267,,,,,419,1405,38,151,135,1619,1940,272,246,518,1122,100777,753144
2009,2010,,CO,Denver,,,1,,,1,,1,,120,,,51,183,108,291,25,4,,9,9,190,15,272,119,103,16,,,,,,,,24,,1,,15,272,,4,296114,6,26125,6,614,,,11,1346,2,1470,19,97922,2,103,34,13142,2,64,39,9,,,73,2,15061,2,968,5,3017,37,9076,2,578,1,85,4267,23917,57011,5,,3,29,966,10510,917,424,498,7996,5450,1003,311,1314,2618,533809,3248652
2009,2010,8/12/1911,IA,Des Moines,,,,,1,0,1,,,54,2,,30,86,8,94,4,2,,1,,77,,65,82,49,4,29,,,,,,,,,1,1,,12,50,3,1693252,,,1,423,,,,,1,364,5,43690,,,,,,,10,,,,10,1,778,2,1497,,,15,4817,,,,,2067,10610,19779,2,,4,4,449,1842,87,113,253,1927,1994,248,238,486,747,100943,742190
2009,2010,,MI,Detroit,1,2,1,,,1,2,,,252,8,1,135,396,199,595,50,5,,7,11,205,75,1245,271,241,30,32,,,,,,,1,,,6,3,57,499,10,1096535,4,4987,20,18968,,,,,14,2498,45,35843,1,38,,,2,50,51,,2,21,71,3,13004,9,3597,12,6535,76,22852,1,354,,,5751,55644,107808,19,,5,88,2586,9544,542,704,960,11768,10481,1992,783,2775,9496,1434622,4438006
2009,2010,5/19/1951,KS,Dodge City,,,,,1,0,1,,,18,2,,10,30,5,35,7,,,,,8,,68,48,14,3,23,,,2,2,,4,1,,,,,15,16,2,178847,,,,,,,,,,,4,6220,,,,,,,,4,,,4,,,,,,,7,1050,,,,,1387,3547,5988,,,,1,67,1081,83,48,67,1109,1072,173,67,240,358,44182,215585
2009,2010,,IA,Dubuque,,,1,1,,0,,1,1,109,3,,87,199,30,229,2,2,,,14,97,24,737,176,79,1,86,3,,5,2,,,,1,,,1,30,380,7,1235282,2,181,4,657,,,3,570,,,1,570,,,,,1,9,2,5,1,90,104,3,4436,7,2570,,,44,9731,,,,,5187,13460,35488,,,,14,900,2621,81,101,225,2931,2330,642,376,1018,2031,205252,980903
2009,2010,,MN,Duluth,,,,,,0,,,,45,4,,29,78,14,92,5,1,,2,,42,,115,94,41,5,47,1,,,,,,,,1,,,,21,2,463556,,,5,717,,,1,95,,,,,,,,,,,,22,,,22,1,3593,,,,,12,1752,,,,,3062,3509,11938,1,,,6,290,679,27,29,123,702,717,138,116,254,831,63423,439543
2009,2010,3/3/1914,TX,El Paso,,,,,1,0,,,,45,4,,28,77,41,118,9,,,3,25,10,10,127,57,37,7,10,2,,1,,,,19,,,,,1,,,,2,62885,1,330,,,,,,,3,40878,,,,,1,13,,7,1,12,32,,,,,3,1130,8,2444,2,460,,,6974,11762,22802,,,6,13,290,4662,374,165,215,4721,3697,696,53,749,2108,649648,826611
2009,2010,,PA,Erie,,,,,1,0,,,,138,7,,48,193,6,199,5,2,,5,4,56,,350,120,95,2,23,,,,,,,18,,2,4,,,11,1,480800,,,4,1612,,,1,110,3,110,24,49900,,,1,200,1,11,8,9,,,20,2,7454,6,1648,1,595,32,5326,1,236,,,5658,8130,29067,9,,,10,534,1543,63,119,90,2021,1962,365,252,617,2542,221958,860340
2009,2010,11/11/1944,IN,Evansville,,,,,1,0,,,,47,1,,28,76,5,81,1,1,,,,52,,250,69,39,3,20,6,,1,,,,,7,,,,13,75,2,922897,1,60,4,187,,,1,156,,,10,159075,,,,,,,,8,,,8,,,4,1518,,,24,5802,,,,,2036,4587,13957,,,1,8,488,1180,0,92,142,1281,1047,272,164,436,800,85079,496795
2009,2010,8/8/1962,AK,Fairbanks,,,,,1,0,,,,11,1,,1,13,7,20,4,,,1,1,30,2,12,46,10,2,,2,,1,15,16,,,2,,,2,11,,,,,,,,,,,,,,1,2000,,,,,,,,1,,,1,,,1,210,,,1,266,,,,,312,848,1637,,,,,54,309,30,17,23,223,104,32,22,54,119,15071,167000
2009,2010,3/12/1904,MA,Fall River,,,,,1,0,,,,99,9,1,46,155,103,258,6,2,,1,,88,17,182,91,77,10,4,,,,,,,12,,,,,7,68,1,204595,,,5,1193,1,100,1,45,2,39,4,43727,2,223,103,666,,,,7,,,7,1,2430,5,2871,,,22,4824,,,,,4077,23961,38170,9,,3,12,730,3109,197,58,186,3702,3546,762,181,943,3613,319853,826616
2009,2010,,ND,Fargo,,,,,1,0,,,,80,11,,45,136,9,145,7,1,,,3,45,,124,132,64,5,63,,,,,,,,,,1,,6,50,8,160090,,,13,126038,,,,,1,37,5,10348,,,,,1,6,4,11,,,17,1,480,1,337,,,12,1685,,,,,1949,5957,10425,1,,,1,158,1262,47,36,146,1028,1120,223,163,386,874,85229,377979
2009,2010,,IN,Fort Wayne-South Bend,,,,,1,0,1,,,59,,,19,78,137,215,21,2,3,2,,11,142,489,80,55,14,11,,,,,,,1,3,,,,9,100,2,216965,4,56731,7,2291,,,1,119,,,11,216883,,,4,10042,,,,16,1,18,34,5,16557,4,3180,,,39,9701,,,,,1309,9054,39835,,,,5,745,2596,235,163,474,2964,2770,524,265,789,1370,171499,1262788
2009,2010,8/22/1969,TX,Fort Worth,,,,,1,0,,,,45,1,1,23,70,52,122,8,2,,3,,143,9,65,89,38,21,21,8,1,,,,,2,,,,1,16,300,,,,,4,342,,,,,,,18,82939,,,,,,,,27,,,27,1,50,5,1479,,,16,4753,1,180,,,10135,21320,37944,,,,15,525,5658,432,257,753,5941,3767,858,292,1150,1077,573529,3189134
2009,2010,12/15/1967,CA,Fresno,,,,,1,0,,,,83,3,,38,124,40,164,22,3,2,3,,45,1,110,88,55,9,17,1,,,,,,43,,,,1,23,75,3,703694,,,2,220,,,,,,,6,200000,,,,,,,,21,,,21,,,2,1245,,,20,4708,,,,,8974,28457,43405,1,,,24,368,21212,716,455,752,12263,5778,1695,256,1951,3334,1074941,2756266
2009,2010,12/16/1939,NM,Gallup,,,,,1,0,1,,,23,4,,13,40,17,57,6,,,,2,28,8,100,52,22,10,14,,,3,,,3,22,,,,6,54,51,,,,,1,50,,,,,1,24,12,75000,,,,,,,,2,,,2,,,1,95,1,42,10,1060,1,120,,,782,2702,4803,,,,18,138,550,133,89,58,743,475,116,39,155,523,61990,495000
2009,2010,,TX,Galveston-Houston,1,,,1,,,1,,,138,3,2,57,200,199,399,38,4,,,,386,15,456,146,102,39,4,,,,,,,6,19,1,7,,,,2,226461,9,133462,4,437,4,661,37,3675,5,5420,11,737241,,,,,1,18,71,26,5,10,54,1,3246,1,3246,9,4201,44,11849,7,2060,,,20125,67747,109282,,,,21,1428,11534,10576,1782,775,19588,9857,2744,728,3472,3720,1146908,5811010
2009,2010,12/17/1956,IN,Gary,,,,,1,0,,,,62,6,1,33,102,46,148,9,1,,1,8,58,13,75,69,54,5,10,,,,,,,4,6,,3,4,6,67,6,1167973,,,2,226,2,200,2,500,2,700,7,10000,,,,,,,,11,1,6,17,1,1275,3,1225,1,36,21,4947,,,,,808,8982,17290,,,,4,400,1650,119,64,238,2040,1972,328,158,486,1603,184750,790527
2009,2010,7/20/1971,MI,Gaylord,,,,,1,0,1,,,35,2,,25,62,6,68,16,1,,1,,22,,32,80,3,,40,,,3,1,,,,,,1,,6,47,3,375000,,,,,4,295,11,342,1,250,23,28972,,,,,,,,7,,,7,,,4,501,,,16,1882,,,,,745,2660,5795,,,,1,186,577,48,64,124,815,845,169,102,271,853,60837,507722
2009,2010,4/11/1917,NE,Grand Island,,,,,1,0,,,,35,1,,32,68,,68,4,3,,1,,3,,61,36,31,4,1,,,,,,8,33,,,1,,,,,,2,178000,1,75,,,,,,,,,,,,,,,,8,,,8,,,4,495,,,6,932,,,,,2177,3961,7573,,,,2,106,916,76,61,161,869,670,159,133,292,478,54644,301328
2009,2010,,MI,Grand Rapids,,,,,1,0,2,,,66,,,41,107,17,124,15,2,,1,,41,1,326,91,77,7,5,,,,2,,,12,1,,,,0,0,2,1737952,,,3,906,,,0,0,15,3500,4,212080,,,,,,,,12,,,12,1,2312,3,1456,1,203,27,4433,1,286,,,2168,10818,21688,,,,3,397,2829,0,338,544,3234,2132,420,1519,1939,1188,178000,1283717
2009,2010,5/18/1904,MT,Great Falls-Billings,,,,,1,0,1,,,31,4,,29,64,14,78,6,1,,,,5,1,56,55,29,10,8,4,,1,,,,52,,,1,,9,39,2,463532,,,1,84,,,7,347,,,5,77035,,,,,,,,5,,,5,1,858,2,421,1,121,9,1463,4,478,,,922,2620,6888,2,,1,4,294,654,100,58,51,673,799,88,68,156,698,47773,434299
2009,2010,,WI,Green Bay,,,,,1,1,1,1,1,91,6,2,88,187,97,284,10,2,,1,4,133,36,489,157,66,21,46,7,,10,7,,,2,17,,3,,43,152,8,1050383,,,15,974,,,2,110,4,8108,8,214584,1,4,,,,,,22,1,3,25,2,3677,5,1329,1,720,55,9132,,,,,9075,20320,44278,3,,,14,740,3729,0,102,190,3725,3143,887,329,1216,2954,304614,989997
2009,2010,3/10/1951,PA,Greensburg,,,,,1,0,1,1,,77,3,,34,114,69,183,2,,2,,,2,47,198,85,58,12,15,,,,,,,,,,,,13,78,,,,,2,264,,,,,,,6,15916,1,89,0,,,,,8,1,24,32,2,3930,2,655,,,15,2915,3,238,,,1794,7330,16894,10,,4,11,299,1329,42,65,302,1625,1737,413,267,680,2419,161959,673477
