Year,Year_OCD,Year established,Diocese,ST,Cd,Cd:Ret,ABp,ABp:Ret,Bp,Bp:Ret,AuxBp,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,DStdntOthSem,StdntOthDio,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Br,Tchrs:Schlstics,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2014,2015,,Baltimore,MD,,1,1,,,1,1,,,174,13,,44,231,249,480,56,5,,3,1,173,39,762,144,90,30,19,3,,,2,,,8,,,,1,17,223,5,1737585,5,2471,28,7533,5,1471,6,781,8,1342,28,516232,1,246,1,3555,2,16,9,223,,,25,4,11709,7,3188,13,7146,41,14247,7,1052,1,109,3118,23170,63764,58,12,,69,2801,5310,,486,503,5303,4699,823,349,1172,4006,500393,3216626
2014,2015,7/20/1961,Baton Rouge,LA,,,,,1,,,,,48,,,23,71,26,97,7,1,,3,8,72,19,75,67,34,7,23,1,,,1,,,,,,,1,5,94,3,623453,,,7,745,,,,,5,321,8,256135,,,,,,,20,,,,20,1,1745,6,4075,2,2267,23,8687,,,,,3561,8523,28878,1,2,,6,1010,2092,204,138,280,2388,2117,473,147,620,1730,198091,990510
2014,2015,9/29/1966,Beaumont,TX,,,,,1,,,,,29,1,,11,41,26,67,4,,,,,36,2,16,44,25,19,,,,,,,,7,,,,,,,3,444025,,,,,,,,,,,2,2227,,,,,,,6,,,,6,,,1,420,,,4,1113,,,,,1772,6041,9352,,,,1,112,1242,,125,,1255,979,122,47,169,773,66936,621255
2014,2015,,Belleville,IL,,,,,1,1,,,,57,1,,42,100,36,136,14,,,,12,37,6,124,109,62,5,34,3,,4,1,,5,,,,,,,,5,556731,,,2,234,,,2,115,,,,,,,,,,,6,,,,6,,,3,1057,,,28,4921,,,,,223,4794,11001,4,1,,4,1357,1020,100,111,220,1030,920,200,180,380,2500,75000,860600
2014,2015,3/1/1977,Biloxi,MS,,,,,1,1,,,,37,1,,16,54,21,75,8,2,,3,11,38,10,34,43,30,10,3,,,,,,,9,,,,,5,17,,,,,8,581,,,,,,,7,520668,,,1,4100,,,6,,,,6,,,4,1222,1,341,10,2493,,,,,1021,3358,8441,,2,,2,306,829,133,129,161,1030,795,154,87,241,637,59745,815494
2014,2015,6/28/1969,Birmingham,AL,,,,,1,1,,1,1,60,1,,16,77,33,110,,1,2,,,68,44,123,55,36,19,2,1,,,1,,,19,,1,,1,8,357,4,725500,1,42500,1,20,,,,,1,30,20,94000,,,1,5,,,10,,,6,16,,,4,1602,1,177,16,4388,2,211,1,90,1858,6762,15104,3,5,,9,624,1690,387,166,503,2068,1499,229,141,370,502,94673,3046764
2014,2015,12/31/1909,Bismarck,ND,,,,,1,1,,1,2,47,7,,20,74,19,93,14,1,,1,4,81,18,86,98,33,5,54,1,,,,,,,1,,,,6,45,4,416204,,,8,903,,,,,,,,,,,1,107,,,23,,,,23,1,2809,3,586,,,11,1695,,,,,1058,4679,10850,3,,,5,210,995,24,48,109,1004,1018,189,98,287,730,59130,315292
2014,2015,,Boise,ID,,,,,1,1,,,,43,1,,25,70,16,86,6,,,,4,85,3,66,52,33,2,16,1,,,,,,27,26,,,3,13,50,4,704823,,,,,,,4,160,,,19,442000,,,,,,,9,,,,9,,,1,725,,,13,2377,,,,,2163,5195,10469,,,,1,216,2378,320,181,291,2107,1319,362,116,478,787,177335,1612136
2014,2015,,Boston,MA,1,,,,,3,4,1,1,338,28,,293,659,405,1064,54,6,,5,13,280,102,1571,289,275,14,,,,,,,,,1,1,,,36,241,,,3,7511,16,2832,1,921,11,1110,21,1722,43,206000,,,3,35410,3,53,6,105,1,44,103,6,22289,2,803,29,14829,70,21343,10,1905,17,23248,23536,88262,196318,14,23,,67,3123,15682,3329,3118,417,14213,12743,2080,535,2615,12788,1949219,4147275
2014,2015,8/6/1953,Bridgeport,CT,,,,,1,,,,,121,19,2,61,203,20,223,20,3,,2,,96,1,304,82,77,2,3,,,,,,,1,1,,,,,,1,250000,2,25000,,,,,4,310,23,92,19,350000,,,5,350,1,11,12,,,,23,3,13613,5,2417,2,1203,28,6784,1,414,2,85,2175,21315,48029,6,,4,11,852,2652,,240,137,3745,3598,652,89,741,2229,433832,939904
2014,2015,,Brooklyn,NY,,,,,1,3,3,,,270,19,1,194,483,175,658,95,13,,1,,218,104,759,186,159,22,5,,,,,,,,,,,,,429,,,32,15242,6,900,,,19,4350,28,12282,35,81146,121,1030,95,86772,1,8,45,40,,,53,3,28487,18,13820,18,12782,87,28391,1,151,,,2402,39315,111581,5,15,,58,2537,14937,972,633,368,12125,9351,1883,384,2267,7238,1556575,4888324
2014,2015,7/10/1965,Brownsville,TX,,,,,1,1,,,,77,4,,11,92,32,124,12,1,,2,2,92,18,80,71,53,16,2,,,,,,,44,2,2,,2,8,50,,,1,152,1,176,,,1,32,,,6,156339,,,4,5970,,,16,,,,16,,,,,3,880,8,1922,3,676,,,8019,24755,36268,3,3,,9,246,7979,671,226,734,7306,4038,1131,65,1196,2783,1119583,1317156
2014,2015,,Buffalo,NY,,,,,1,1,1,,,160,4,,134,298,93,391,17,2,1,3,8,139,35,801,163,131,10,17,4,,1,,,,2,2,,,1,22,106,4,1452644,1,950,8,3756,,,2,115,2,683,6,317296,2,279,1,13215,1,33,4,2,1,,37,7,16977,,,14,5098,36,9554,4,710,2,1344,6625,20939,61284,26,19,,56,2362,3503,164,138,207,4132,3957,964,355,1319,5957,604450,1538064
2014,2015,,Burlington,VT,,,,,1,1,,,,42,2,,33,77,40,117,12,1,1,1,1,40,18,90,73,52,11,10,,,,,,,28,1,,,,1,10,,,,,4,227,,,,,,,2,4452,,,,,,,8,,,,9,2,2900,2,495,,,9,1169,2,381,,,1144,3763,9861,4,,,1,350,556,75,58,104,739,633,216,92,308,1314,118000,630000
2014,2015,12/9/1937,Camden,NJ,,,,,1,1,,,,116,6,1,99,222,27,249,13,1,,,7,143,13,253,68,59,4,5,,,,,1,,4,,,2,13,46,47,1,215648,2,197451,5,1456,,,4,474,,,7,17505,,,,,,,10,,,,10,,,6,3216,3,1448,28,8034,,,1,964,,24326,37998,10,4,,34,969,4370,,505,272,4530,3971,589,227,816,,493779,1496298
2014,2015,,Charleston,SC,,,,,1,1,,1,,67,4,,16,87,50,137,33,1,,2,1,126,20,96,95,55,11,27,,1,1,,,,21,1,3,2,2,7,83,3,567446,,,1,32,,,,,,,10,60525,,,,,,,11,,,,11,,,3,1332,2,711,28,5042,,,,,2219,13694,23009,2,1,,14,650,3045,374,156,369,3192,2213,412,210,622,1382,191423,4774839
2014,2015,1/12/1972,Charlotte,NC,,,,,1,1,,1,1,91,6,,31,128,44,172,7,3,1,2,15,122,10,129,73,59,14,,,,,,,,19,2,,,4,18,219,,,5,57457,2,219,,,,,4,640,3,19165,2,148,1,40,,,18,,,,18,1,1560,3,1949,,,17,5561,,,,,3203,22189,34480,5,3,,8,820,5570,712,285,834,5608,4155,697,238,935,1101,196035,5074018
2014,2015,,Cheyenne,WY,,,,,1,1,,,,33,4,,17,54,3,57,10,,2,2,,37,,10,37,25,2,6,,,,,,,37,,,,,2,27,,,,,2,101,1,242,,,,,2,640,,,,,,,8,,,,8,,,,,,,7,951,,,,,746,2999,4704,,,,2,98,710,91,70,135,971,691,102,70,180,500,57859,582658
2014,2015,,Chicago,IL,,1,1,,,2,6,,,579,17,2,170,768,660,1428,160,15,4,15,8,667,229,1600,353,272,55,26,,,,,,,11,8,,3,43,2,475,17,3140450,2,8000,44,6460,2,560,12,1631,4,384,115,833202,6,1515,7,2581,2,81,4,167,1,10,95,4,47244,6,824,30,21738,197,57330,7,2396,4,350,4209,87989,222175,36,20,,122,5529,27779,,1575,1781,25611,22295,4605,2059,6664,12806,2206000,5964274
2014,2015,,Cincinnati,OH,,,1,1,,,1,,,163,5,,93,261,226,487,16,2,,3,20,208,114,895,212,123,26,63,,,,,,,,,1,2,8,19,344,8,1425046,,,7,2514,1,80,1,296,,,11,122342,1,35,3,31456,1,35,15,31,,,50,4,20210,12,6295,13,6887,85,26932,8,1993,1,93,2101,21162,85723,11,10,,33,2824,5542,401,343,699,6094,6454,1192,548,1740,4007,461129,2994520
2014,2015,,Cleveland,OH,,,,,1,2,,1,1,256,6,3,112,377,91,468,15,6,,6,,207,58,924,185,162,11,12,,1,,,1,,1,1,,,3,44,227,5,504125,1,707,21,5272,2,221,8,3445,4,783,19,186916,2,109,1,29467,2,62,,2,,12,74,3,7186,5,2971,15,10071,85,29485,9,2442,1,127,2667,29804,84827,11,22,,70,3088,5699,499,353,1002,7542,7063,1486,680,2166,6898,692644,2774663
2014,2015,1/30/1984,Colorado Springs,CO,,,,,1,1,,,,32,,,11,43,18,61,12,2,,3,,59,3,80,37,27,4,6,1,,,1,,,2,5,,,,4,45,2,350528,3,350,3,250,,,,,,,1,240000,,,,,,,12,,1,12,24,,,,,1,279,6,1393,,,,,1763,5800,9259,,,,1,93,920,118,79,338,1384,1277,142,58,200,514,170449,1065309
2014,2015,,Columbus,OH,,,,,1,1,,,,91,5,,51,147,29,176,20,2,,5,,103,3,233,106,90,5,11,,,,,,,3,,,,1,14,92,6,1076062,,,18,1513,1,2726,,,,,9,273982,,,,,1,36,2,169,,,38,2,4043,11,4472,,,40,11061,2,400,,,1972,12661,34647,17,,,8,940,3262,249,321,370,3437,4112,463,317,780,1353,271476,2648936
2014,2015,3/23/1912,Corpus Christi,TX,,,,,1,2,,,,84,5,,30,119,27,146,5,2,,2,,97,7,153,69,54,4,11,,,,,,,32,,,,1,7,58,6,449844,9,63756,1,57,,,1,11,1,196,1,198512,,,,,,,12,,,,12,,,1,358,1,322,14,2366,2,495,,,4123,8740,16416,,,,16,232,1927,463,152,286,2357,1649,423,78,501,1658,408611,588405
2014,2015,,Covington,KY,,,,,1,,,,,57,4,,30,91,15,106,2,5,,4,,46,6,262,47,38,3,5,,,1,,,,6,,,,,8,3,5,847224,1,2438,3,945,1,192,1,54,1,1524,8,184000,,,1,1707,,,19,,,,19,1,1655,7,2400,2,713,28,6056,1,274,,,203,3369,14689,2,1,,8,708,912,232,187,95,1413,1354,247,123,370,876,91169,520381
2014,2015,12/31/1909,Crookston,MN,,,,,1,1,,,,30,3,,12,45,2,47,2,2,,2,3,23,,62,66,26,2,38,,,,,,,,,,,,1,37,3,159835,,,3,651,,,1,49,,,,,,,,,,,7,,,,7,,,1,233,,,8,1041,,,,,1290,2080,4651,,,,,104,445,,15,80,449,424,90,78,168,439,31278,272928
2014,2015,,Dallas,TX,,,,,1,1,1,1,1,72,5,,27,104,81,185,37,4,2,2,26,179,6,94,69,45,11,11,2,,,,,,5,3,,,1,12,285,,,,,2,205,,,,,,,11,27558,,,,,2,24,29,68,1,11,64,1,2548,3,2435,4,2493,28,9324,2,385,1,149,7356,43492,68316,15,2,2,25,1195,15210,,1233,632,12948,9908,1383,350,1733,1473,1258656,3975996
2014,2015,,Davenport,IA,,,,,1,1,,,,66,2,,37,105,3,108,5,3,,2,12,51,1,119,79,46,3,27,2,,,1,,,,,,1,,,,1,328556,2,320000,3,1385,,,,,,,,,1,18,,,,,14,,,,14,1,3508,5,1268,,,13,3551,,,,,6491,2681,17513,3,,,,598,1156,4,170,133,1512,1390,202,186,388,990,92818,763844
2014,2015,,Denver,CO,,,1,,,,,1,,132,10,2,59,203,110,313,26,4,1,5,16,190,10,193,123,106,17,,,,,,,,19,,,,17,211,,4,361748,7,13091,7,811,,,5,457,2,1158,14,71146,2,44,37,6012,2,59,10,58,,,69,2,12796,2,990,5,3026,37,8369,2,516,1,88,6126,18557,50537,3,7,,18,906,8317,437,425,861,8872,7133,1210,246,1456,2601,570019,3534871
2014,2015,8/12/1911,Des Moines,IA,,,,,1,1,,,,53,2,,27,82,7,89,11,3,,2,9,94,,65,80,46,7,27,,,,,,,,,,1,,7,47,3,1562483,,,1,550,,,,,1,5115,7,30000,,,,,,,28,,,,28,1,774,2,1616,,,15,4687,,,,,3246,9727,20078,2,,,1,475,1916,131,69,227,2106,607,297,148,445,758,103592,854644
2014,2015,,Detroit,MI,,1,1,,,1,4,,,242,2,5,114,363,204,567,48,7,,5,5,221,78,1038,226,181,21,23,,,,,,,1,,8,13,2,29,419,10,1174658,4,2058,16,11967,,,2,200,8,935,42,67200,1,25,7,200,2,35,4,115,2,18,57,3,12819,10,3863,14,6774,64,19292,1,124,,,4294,41662,88885,26,13,,15,878,6646,358,450,694,8387,9153,1352,494,1846,7633,1220724,4266416
2014,2015,5/19/1951,Dodge City,KS,,,,,1,2,,,,17,,,13,30,3,33,10,,,,8,,,65,48,13,4,25,,,2,1,,3,1,,,,,10,14,1,123552,1,19123,,,,,,,,,4,14416,,,,,,,4,,,,4,,,,,,,7,934,,,,,1241,3815,5994,,,,,89,812,103,31,66,996,853,135,50,185,387,47864,217161
2014,2015,,Dubuque,IA,,,1,2,,,,1,2,88,3,,83,174,36,210,4,3,1,3,11,112,24,605,166,69,,83,5,,4,5,,,,1,1,2,,10,480,7,1401132,2,197,4,724,,,,,,,3,500,,,,,1,7,11,1,1,112,130,3,4556,7,2223,,,43,9489,,,,,4154,10530,31082,,,,4,901,2438,78,82,216,2568,2334,455,282,737,2063,200252,1002819
2014,2015,,Duluth,MN,,,,,1,1,,,,47,4,,22,73,5,78,4,2,,2,1,53,,83,83,38,2,42,1,,,,,,,1,,1,,1,22,2,334092,,,4,860,,,1,85,,,,,,,,,,,11,,,,11,1,4237,,,,,11,1506,,,,,2752,2768,11274,1,,,7,292,595,44,27,116,650,517,114,75,189,881,52546,447356
2014,2015,3/3/1914,El Paso,TX,,,,,1,,,,,43,2,,27,72,46,118,5,2,,1,,37,8,100,57,30,14,8,2,,1,1,,,19,,,,,,,,,1,57000,1,250,,,,,,,3,43135,,,,,1,7,11,,1,12,30,,,,,3,1162,8,2223,2,381,,,6624,9762,20182,5,6,12,8,285,4134,514,147,182,4450,3728,703,40,743,2134,691361,877940
2014,2015,,Erie,PA,,,,,1,1,,,,120,6,,50,176,7,183,4,1,,,,62,,290,116,89,2,26,,,,,,,21,,,,,15,32,,,,,4,1550,,,1,120,2,187,22,55900,,,,,1,5,9,6,,,14,2,7595,6,1543,1,545,30,4548,1,242,,,4113,6353,24953,7,,,6,544,1250,45,54,97,1550,1670,295,220,515,2324,184000,859000
2014,2015,11/11/1944,Evansville,IN,,,,,1,1,,,,36,1,,28,65,7,72,1,1,,,11,59,1,228,58,35,2,19,2,,,,,,,7,,11,,10,90,2,675038,1,50,2,77,,,1,154,,,8,151200,,,,,,,10,,,,10,,,4,1395,,,24,5954,,,,,1536,4030,12925,,,,6,475,1028,,72,120,1093,975,222,148,370,791,77499,512058
2014,2015,8/8/1962,Fairbanks,AK,,,,,1,,,,,9,3,,4,16,7,23,6,,,,2,31,2,7,46,6,2,4,1,4,1,15,13,,,2,,,2,7,,,,,,,,,,,,,,1,1900,,,,,,,,,,,,,,1,191,,,1,246,,,,,234,555,1226,,,,,48,157,19,13,23,112,101,24,10,34,94,8516,164355
2014,2015,3/12/1904,Fall River,MA,,,,,1,1,,,,82,6,,58,146,79,225,7,1,,1,15,94,11,132,83,67,9,7,,,4,62,,,11,,,2,,4,62,,,,,5,1112,1,700,1,40,2,68,5,44082,2,445,145,826,,,7,,,,7,1,2398,5,2835,,,19,4043,,,,,3188,18516,30987,,,,6,538,2499,121,54,110,2873,2901,691,102,793,3246,292561,827205
2014,2015,,Fargo,ND,,,,,1,,,,,81,6,,45,132,9,141,7,2,,2,1,43,,89,131,63,4,64,,,,,,,,,,1,,1,67,8,128917,,,12,1736,,,,,1,85,3,2139,1,400,,,,,19,,,,19,1,251,1,325,,,12,1721,,,,,2001,4808,9125,1,,,2,189,1065,73,35,123,1096,1174,174,119,293,839,71211,408101
2014,2015,,Fort Wayne-South Bend,IN,,,,,1,,,,,62,,,15,77,166,243,25,1,2,4,,23,107,436,81,61,20,,,,,,,,,4,,,,8,110,2,250561,6,62791,7,2229,,,,,1,31,12,328743,,,2,10945,,,35,,1,28,63,5,16472,4,3279,,,38,9733,,,,,8043,1603,39193,,,,4,873,2187,248,658,498,2873,2389,497,260,757,1407,156091,1275094
2014,2015,8/22/1969,Fort Worth,TX,,,,,1,,,,,53,1,1,16,71,55,126,6,2,,,,,5,73,89,36,29,17,4,,,,,,2,,,,5,11,370,,,,,4,850,,,,,,,,,,,,,,,31,,,,31,1,30,4,1292,,,17,4208,1,100,,,8926,19435,33992,,3,,10,502,5353,521,238,771,6165,3697,762,218,980,1015,710000,3467869
2014,2015,12/15/1967,Fresno,CA,,,,,1,,,,,96,4,,33,133,31,165,22,,1,,,60,1,95,87,70,10,6,1,,,,,,45,,,,1,20,54,3,491849,2,210,2,191,,,,,,,3,114000,,,,,,,21,,1,4,25,,,2,1193,,,19,4803,,,,,10161,26501,42683,1,,,17,333,15622,1090,422,398,13729,6830,1745,197,1942,3770,1200000,2840116
2014,2015,12/16/1939,Gallup,NM,,,,,1,,,,,20,3,,12,35,17,52,5,1,,2,,30,6,76,52,28,12,12,,,2,,,,22,,,,6,76,157,,,,,1,50,,,,,,,4,,,,,,,,4,,,,4,,,,,1,118,10,1202,1,215,,,700,2718,4957,3,1,,16,131,463,134,93,130,530,358,90,17,107,536,63000,480000
2014,2015,,Galveston-Houston,TX,1,,,1,,1,1,,,151,2,1,37,188,195,383,32,3,,5,29,413,12,440,147,101,35,1,,,,,,,7,18,1,,,,,3,233343,1,5000,4,514,4,885,36,3347,5,10970,10,298083,,,,,1,28,26,51,5,6,60,1,3522,,,10,4992,45,12338,6,2189,,,18278,64423,105792,12,1,7,29,1836,10586,11557,2172,809,21084,11874,2615,702,3317,4045,1685730,6473316
2014,2015,12/17/1956,Gary,IN,,,,,1,1,,,,61,3,1,28,93,39,132,4,,,2,7,67,14,69,68,54,3,11,,,,,,,4,6,,,1,8,54,6,1387811,,,2,222,2,148,2,500,2,1500,7,10000,,,,,,,9,,,,9,1,1275,3,1337,1,38,17,5123,,,,,659,7339,15780,,,,4,398,1381,136,77,196,1803,1640,251,117,368,1543,185300,792491
2014,2015,7/20/1971,Gaylord,MI,,,,,1,,,,,44,4,,15,63,5,68,21,1,,2,,18,,21,75,30,3,34,,,3,5,,,,,,,,5,71,3,357412,,,,,2,300,12,374,,,20,16335,,,,,,,13,,,,13,,,4,528,1,9,16,1792,,,,,649,1928,4919,,,,1,253,465,45,56,133,632,611,161,90,251,856,53960,506039
2014,2015,4/11/1917,Grand Island,NE,,,,,1,1,,,,35,1,,29,65,,65,8,,,1,2,9,,43,36,30,5,1,,,,,,,32,,,,,13,9,,,2,103742,1,74,,,,,,,,,,,,,,,1,,,,1,,,4,528,,,6,1055,,,,,1931,3810,7325,,,,1,118,754,79,75,105,939,604,143,97,240,501,47571,307587
2014,2015,,Grand Rapids,MI,,,,,1,2,,,,64,1,,42,107,18,125,9,2,,,,38,1,295,82,56,6,18,,,,2,,,4,,1,7,,,,2,1169560,,,1,150,,,1,400,6,3000,11,585701,,,1,900,,,24,,,,24,1,1878,3,1198,1,173,25,3945,1,233,,,1920,9333,18704,,,,1,293,2142,176,198,323,2463,2057,391,206,597,1304,195831,1373191
2014,2015,5/18/1904,Great Falls-Billings,MT,,,,,1,1,,,,29,1,,27,57,14,71,6,,,1,9,17,1,38,52,27,10,8,1,1,,3,,2,47,,,,1,12,46,2,539456,,,1,74,,,2,221,1,8,,,,,,,,,1,,,,1,1,1075,2,425,1,153,9,1452,3,434,,,332,1246,5118,2,,,4,360,328,35,36,50,419,439,39,34,73,421,38000,422344
2014,2015,,Green Bay,WI,,,,,1,2,,1,1,64,6,1,96,167,112,279,18,2,,1,4,141,27,471,157,64,12,45,19,,10,7,,,2,18,,,,35,159,8,1138925,,,7,975,,,4,201,1,650,8,188077,,,,,,,26,,1,5,31,2,3324,5,1446,1,786,49,7391,,,,,5232,49,31080,1,,,8,787,3023,,177,172,2900,2643,659,254,913,2951,326466,989291
2014,2015,3/10/1951,Greensburg,PA,,,,,1,,,1,,64,,,39,103,106,209,8,3,2,,,2,33,247,78,55,4,19,,,,,,,,,1,8,,10,76,,,,,2,138,,,,,,,6,12797,1,79,,,,,6,,1,19,25,2,3788,2,580,,,12,2031,3,229,,,1640,6240,14533,13,4,,7,422,1023,21,39,99,1243,667,316,171,487,2181,147694,653228
2014,2015,,Harrisburg,PA,,,,,1,,,,,90,2,,38,130,34,164,5,1,,3,,67,1,274,89,72,13,4,,,,,,,7,,,,1,16,77,1,250186,,,3,437,2,689,,,3,481,12,2248,,,,,,,37,,,,37,,,7,3169,,,36,7861,2,86,,,1557,14006,26716,,,,25,737,1807,480,259,340,2668,2562,351,262,613,2134,246495,2250923
