Year,Year_OCD,Diocese,PerCd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPrDio,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Tm,PrshwoResPstr:Lay,Ms,PstrCenter,WoResPstr:Vcnt,WoResPstr:NewPrshCreat,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,ConfratChristDoct:HSStdnts,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,TotBapt,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
1990,1991,Galveston-Houston,,,,,1,2,,,,151,9,1,29,190,227,417,30,5,1,5,34,220,20,607,148,98,50,,,,,,,13,18,,1,,,,,3,255054,2,45992,3,251,1,83,,,7,60908,6,513020,,,,,1,16,29,17,3,5,38,1,1964,2,422,6,2529,42,10118,4,1382,1,50,13346,42868,72717,57,1,2,88,1058,13642,668,1321,15631,10171,4506,2078,1286,3364,3036,657194,3757800
1990,1991,Gary,,,,,1,,1,,,104,7,2,26,139,65,204,,,,2,,33,26,172,80,74,5,1,,,,,,3,26,,,,,,,7,326916,,,3,449,3,166,1,120,,,,,,,1,337,,,,16,,,16,1,1000,3,1971,1,80,36,8439,1,120,,,538,11883,24047,12,1,13,63,660,2570,210,148,2928,2796,2496,613,383,996,1767,181649,745300
1990,1991,Gaylord,,,,,1,,,,,49,,,18,67,17,84,12,,,,,10,4,108,83,42,11,23,2,,4,,1,,,,,1,,,,3,131369,,,,,,,,,1,13,,,,,,,,,,9,,,9,,,4,401,,,18,3044,,,,,2132,5341,10927,,,,20,188,1440,116,111,1667,1332,820,384,266,650,817,81346,421074
1990,1991,Grand Island,,,,,1,,1,,,63,4,1,22,90,2,92,,,,,,,,97,51,49,1,,,,,,,36,,1,,,,,,2,106986,,,1,76,,,,,,,,,,,,,,,,6,,,6,,,5,601,,,7,1171,,,,,2453,6018,10249,1,,1,4,117,1079,69,143,1291,1111,761,182,206,388,535,49571,306000
1990,1991,Grand Rapids,,,,,1,1,1,,,106,5,1,25,137,29,166,2,4,1,2,,18,3,401,90,80,3,7,,,,,,13,1,,,,,,,2,344128,,,2,256,,,,,,,6,245419,,,,,1,9,,11,,,20,1,2700,4,1774,,,44,8525,,,,,2577,13809,29405,1,,,51,434,3258,433,306,3997,3133,2010,719,564,1283,1400,149096,906483
1990,1991,GreatFalls-Billings,,,,,1,,1,,,50,11,,22,83,27,110,3,3,,,,3,4,134,58,37,17,,,,4,,,76,1,,,,,,,3,109990,,,,,,,7,531,,,1,16028,,,,,,,,10,,,10,1,1135,2,480,,,11,2023,,,,,2530,6394,12572,,,,14,146,1179,125,136,1440,1062,677,209,200,409,741,62170,3518580
1990,1991,Green Bay,,,,,1,1,1,1,2,192,11,4,56,263,136,399,2,3,,5,,71,55,822,214,145,32,3,,,2,,,6,18,,,,,,,8,609525,2,26,8,995,,,2,80,2,233,4,208768,1,8,,,,,,23,1,13,36,2,2746,5,1215,1,850,83,14350,,,,,11538,23119,53854,14,,,119,935,5484,162,337,5983,5318,3698,1739,690,2429,3155,367351,836600
1990,1991,Greensburg,,,,,1,,1,1,2,129,14,,24,167,101,268,1,3,5,1,,,49,377,115,96,16,3,,,,,,22,,,,,,,,1,91599,,,2,134,,,,,,,,,1,80,26,1976,,,,15,1,18,33,2,2275,2,934,,,41,6406,3,243,,,2473,12966,25330,18,,7,75,426,2739,148,223,3110,2627,2672,837,543,1380,2437,211927,676830
1990,1991,Harrisburg,,,,,1,,,,,149,7,,20,176,53,234,2,2,,2,,61,12,643,116,80,22,6,,,,,,8,,,,,,,,2,135614,,,4,360,3,112,1,17,3,193,6,1144,,,1,2750,,,,12,,,12,,,7,3380,2,72,44,10743,,,,,2468,16551,33226,7,,,192,776,4395,,669,5064,3740,3191,665,846,1511,2068,221076,1801300
1990,1991,Hartford,,,1,,,2,,,,403,15,3,75,496,120,616,17,5,1,21,10,266,46,982,225,206,19,,,,,,,4,,,,,,,,3,458802,,,7,416,1,16,6,57,3,132,6,9601,,,2,146,1,10,3,30,1,94,134,3,2612,6,2677,7,3278,77,16784,3,357,,,9850,52456,88148,127,40,33,316,1167,11730,232,388,12350,9116,6870,3479,881,4360,7589,787904,1830094
1990,1991,Helena,,,,,1,,,,,69,11,1,19,100,10,110,3,,,1,1,17,,70,58,42,3,12,,,1,,,39,14,,,,,,,3,75426,,,,,,,,,,,,,,,,,1,4,2,5,,,9,1,1241,2,372,,,4,814,,,,,1595,6400,10431,14,,,9,182,968,372,121,1461,1054,239,259,255,514,761,64644,422613
1990,1991,Honolulu,,,,,1,,1,,,51,12,3,14,80,93,173,1,1,1,,,30,54,291,67,38,29,2,2,,1,,,33,,,1,3,,,,2,191898,3,8968,10,443,1,56,15,920,1,56,59,38166,,,5,1084,,,,6,,,6,1,2400,3,1191,4,2033,27,8005,1,455,,,2500,7300,24122,4,,18,99,530,4027,291,119,4437,2334,1052,733,324,1057,1621,232780,1112100
1990,1991,Houma-Thibodaux,,,,,1,,,,,50,2,,12,64,8,72,4,2,,,,24,9,31,40,34,3,,1,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,13,,,3,1392,,,12,4047,,,,,3208,8682,17342,,,9,6,273,2131,11,51,2226,1719,1341,614,83,697,972,114370,202000
1990,1991,Indianapolis,,,1,,,,,1,1,142,11,1,37,191,123,314,,2,,,,,60,871,142,95,12,33,,,2,,,17,,,,,,,,2,368022,2,393,3,304,,,29,1104,3,380,1,2025,,,12,8319,,,,14,1,122,136,3,2508,6,2867,3,1485,63,14423,,,,,4135,13474,39028,50,,6,98,1298,4162,583,606,5351,3528,2304,768,932,1700,1869,198737,2127915
1990,1991,Jackson,,,,,1,,1,,,56,8,1,8,73,33,106,1,1,,1,,12,16,273,75,42,26,3,,1,3,,,27,3,,,,,,,1,46908,2,10440,4,526,,,,,3,700,3,6400,,,,,,,,9,,1,10,1,22,4,798,,,15,4063,,,,,1175,3310,9378,1,,1,28,278,739,104,224,1067,838,408,101,296,397,339,44340,1980025
1990,1991,Jefferson City,,,,,1,,,,,90,7,7,12,116,12,128,,3,,1,3,52,3,102,96,69,9,11,,,7,,,16,,,,,,,,1,7943,4,22569,2,270,,,,,,,,,,,,,1,32,1,22,,,54,,,2,783,,,36,5725,,,,,2441,5432,14435,6,,3,26,349,1465,191,227,1883,1499,1203,359,355,714,770,80816,750700
1990,1991,Joliet,,,,,1,2,,1,2,178,7,1,37,223,146,369,5,2,,2,8,145,126,914,118,97,19,2,,,,,,11,,,1,,,,,3,257064,,,10,2258,1,216,2,198,75,100,6,12987,,,1,120,,,,18,,,18,4,10402,4,2401,4,3004,58,17428,,,,,4165,42072,79490,34,,19,118,1685,9444,435,567,10446,7484,5557,2004,957,2961,2881,447000,1350390
1990,1991,Juneau,,,,,1,,,,,6,3,,6,15,4,19,1,,,,,6,,9,8,5,2,1,,,,,,4,,,,,,,,1,1552,,,1,61,,,,,,,1,5000,,,1,6555,,,,1,,,1,,,,,,,1,96,,,,,210,688,995,,,,2,6,121,18,5,144,82,20,16,17,33,72,4937,68989
1990,1991,Kalamazoo,,,,,1,,,,,46,1,,16,63,14,77,8,1,,,,18,8,286,47,38,7,,1,,1,,,13,,,,,,,,3,337837,1,3600,6,604,,,,,2,216,4,14861,,,,,,,,8,,,8,1,650,3,960,,,21,4121,,,1,462,1267,6982,14450,,1,3,15,229,1666,234,148,2048,1490,1107,325,382,707,766,99394,968535
1990,1991,"Kansas City, KS",,,1,,,,1,1,3,91,7,1,10,109,59,168,,1,,,,,23,912,122,64,19,39,,,,,,,,,,,,,,4,247310,,,3,660,,,2,190,,,,,1,,,,,,,13,,2,15,3,2418,5,2394,2,268,40,10400,,,,,2480,12015,2990,10,,2,124,740,3423,616,497,4536,3032,2023,669,642,1311,1302,175625,952000
1990,1991,Kansas City-St. Joseph,,,,,1,,1,1,2,104,2,2,24,132,125,257,,1,2,2,,64,47,413,103,69,16,17,,,1,,,15,1,,,7,,,,3,116562,2,928,8,785,,,7,558,,,,,2,62,,,,,,13,1,,13,2,3198,5,1623,3,1446,36,8162,1,175,,,1070,8091,23778,70,,11,44,594,2647,547,,3194,2437,1423,582,521,1103,1325,142005,1551585
1990,1991,Knoxville,,,,,1,,,,,27,3,,2,32,14,46,7,2,,,,19,13,42,38,22,6,5,,,3,,2,1,,,1,,,,,2,119439,1,110,1,300,,,,,1,250,,,,,,,,,,19,,,19,,,2,631,,,7,1969,,,,,954,2649,6222,1,,,8,133,578,91,109,778,680,370,82,184,266,195,31158,1860218
1990,1991,La Crosse,,,,,1,,2,1,,154,9,3,54,220,18,238,6,2,,2,,18,8,641,190,128,3,48,5,2,4,,,,,,,,,,,8,313142,,,11,1079,,,,,8,244,3,1187,4,489,,,,,,36,,,36,1,1122,7,1566,,,76,10842,,,,,8517,16325,38408,4,,3,39,628,3788,188,988,4964,3985,3180,1159,625,1784,2162,222308,779077
1990,1991,"Lafayette, IN",,,,,1,,1,,,89,11,,22,122,33,155,2,,,,,4,8,99,63,52,6,5,,,,,,,,,,,,,,4,37690,4,304150,2,487,,,7,422,,,1,654,,,1,108,,,,21,,,21,1,1033,2,399,,,20,3238,,,,,2619,7735,15045,27,,6,28,298,1510,405,,1915,1645,1261,220,361,581,707,79151,1048050
1990,1991,"Lafayette, LA",,,,,1,,1,,,109,9,,39,157,64,221,4,5,1,4,,54,30,194,121,78,36,2,2,,2,,,35,,,,,,,,2,60476,,,5,500,,,,,,,6,170538,,,,,,,,34,1,8,42,,,10,2566,1,135,28,9589,2,627,,,10022,28933,51914,,,4,45,692,6273,142,130,6545,5996,4028,1680,291,1971,3285,327115,493136
1990,1991,Lake Charles,,,,,1,,,,,36,5,,5,46,25,71,3,,,,,22,1,28,36,25,11,,,,,,,25,,,,,,,,1,59393,,,,,,,2,143,,,1,4293,,,,,,,,12,,,12,,,1,410,,,9,2805,,,,,3803,7764,14794,1,,,3,196,1691,229,249,2169,1622,1143,493,125,618,824,83739,268700
1990,1991,Lansing,,,,,1,,,,,98,11,1,44,154,39,193,16,2,,2,13,56,10,524,85,67,13,,,,4,,1,4,3,,,,,,,5,439039,1,6281,2,258,3,174,1,135,3,44932,1,,,,,,,,,24,,,24,1,1844,5,2711,1,126,39,9481,2,302,,,2970,19521,36979,3,,,38,567,4299,589,625,5513,3894,2873,1053,969,2022,1875,214006,1616148
1990,1991,Las Cruces,,,,,1,,,,,21,,,6,27,41,68,,,,,,24,3,82,45,16,24,1,1,2,,,,,,1,,,,,,,,,,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,5,601,,,,,2827,8490,11918,,,,5,47,3337,51,51,3439,2406,1020,464,83,547,846,147000,450000
1990,1991,Lexington,,,,,1,,,,,42,1,1,6,50,21,71,2,1,,2,10,24,5,214,46,38,5,3,,,3,,,21,,,3,,,,,6,212850,4,41390,1,82,,,3,151,,,1,7651,,,,,,,,9,,,9,,,1,335,2,100,14,2726,1,226,,,808,2463,6667,3,,1,27,168,600,116,179,895,724,686,114,205,319,223,40215,1376114
1990,1991,Lincoln,,,,,1,,,,,105,4,4,23,136,13,149,,3,,3,,,14,155,133,79,4,50,,,,,,,,,1,1,,,,2,98299,,,4,1948,1,15,,,,,19,13916,,,2,7758,1,,,32,,,32,,,6,1501,,,23,4814,,,1,15,1801,6375,14538,16,,,76,270,1393,153,198,1744,1605,1448,258,258,516,622,79721,516662
1990,1991,Little Rock,,,,,1,,,1,1,78,2,,22,102,67,169,5,2,,,,48,48,374,87,55,27,3,1,,1,,,46,2,,1,,,,,13,403753,2,79031,2,207,,,12,655,2,105,17,465,,,,,,,,7,,,7,,,3,969,2,658,30,6149,2,178,,,1828,4585,14374,13,,28,41,469,1341,208,344,1893,1526,1093,206,333,539,749,73568,2362239
1990,1991,Los Angeles,,,1,,,7,,,,562,32,,122,716,661,1377,113,10,11,16,24,141,214,2333,282,211,71,,,,,,,10,1,,,,,,,16,556000,11,11000,,,1,175,6,450,25,600,1,200,,,,,3,225,143,5,18,121,351,5,8800,33,20166,22,11211,224,67843,9,2285,4,1038,27000,203000,341694,106,,51,584,4090,73111,1742,2472,77325,35417,5118,10514,2421,12935,13241,3391809,9722197
1990,1991,Louisville,,,1,1,,,1,1,1,148,7,1,54,210,72,282,2,2,,1,5,89,97,1258,123,104,13,5,,,,,1,13,,,1,4,,,,3,125917,1,2720,4,357,,,,,2,352,1,846,,,3,1920,,,,13,,,13,3,4272,4,2030,6,3607,66,17295,7,220,,,1249,6953,35639,7,,11,83,1306,3300,340,357,3997,3037,2873,683,594,1277,1899,190912,1139022
1990,1991,Lubbock,,,,,1,,,,,24,3,,,27,12,39,9,,,1,,25,,42,36,21,11,3,2,,,,,27,2,,1,,,,,1,56396,,,,,,,,,,,,,,,1,28000,,,,6,,,6,,,,,,,3,541,,,,,2782,7093,10422,,,,25,37,2135,42,120,2297,1674,930,297,58,355,394,51846,482287
1990,1991,Madison,,,,,1,1,,,,151,5,,31,187,22,209,,1,,,,,11,458,137,105,3,29,,,,,,,,,,,,,,4,181162,,,5,314,,,,,,,,,1,450,,,1,68,17,15,,20,103,1,1435,1,160,1,420,45,7327,1,265,,,13196,18703,41609,9,,1,87,587,3574,425,,3999,3183,2152,976,640,1616,1543,243421,973684
1990,1991,Manchester,,,,,1,,1,1,1,179,10,,74,263,101,364,8,7,2,6,12,18,63,965,131,120,11,1,,,,,,34,,,1,1,,,,2,114810,,,6,484,2,51,1,285,,,9,,,,,,,,,16,2,52,68,5,6007,3,1032,2,794,25,5534,3,590,,,5557,26229,45811,13,,10,143,714,6425,144,189,6758,4525,2925,1350,713,2063,2984,304541,1107000
1990,1991,Marquette,,,,,1,,,,,84,5,,31,120,10,130,4,4,,,3,10,1,94,83,75,5,6,,,2,,,32,,,,,,,,1,56610,,,1,109,,,,,,,7,7000,,,,,,,,12,,,12,,,,,,,10,1899,,,,,3678,7588,13177,1,,,11,105,1220,70,108,1398,1278,1069,471,252,723,1237,75155,315000
1990,1991,Memphis,,,,,1,,,,,58,6,,15,79,16,95,4,1,,2,,30,49,124,41,31,7,3,,,1,,,7,1,,,,,,,2,149856,,,10,1380,,,7,634,2,212,,,,,,,,,,11,,,11,1,1765,4,1063,3,1037,13,4103,2,381,1,40,623,3134,12157,4,,43,39,545,948,168,248,1364,1015,761,161,293,454,478,56427,1366080
1990,1991,Metuchen,,,,,1,,,,,180,7,,17,204,68,272,31,7,1,3,,78,40,423,108,95,5,8,,,,,,,,,,,,,,1,135562,1,1163,3,272,1,14,1,23,10,100120,9,196431,,,5,627,,,,18,1,47,65,,,5,2561,2,1192,41,11568,,,1,47,1221,30811,47465,10,,16,137,755,7595,97,224,7916,5705,4690,2097,644,2741,3759,475000,1036900
1990,1991,Miami,,,1,,,1,,,,190,12,,24,226,133,359,99,3,,3,5,92,71,377,107,98,12,,,,,,,3,98,,1,,,,,4,237860,4,804,14,3568,11,508,31,1693,2,28957,6,418963,1,115,7,875,1,14,15,22,,,36,2,9341,7,6139,5,2862,49,19683,3,861,1,108,1503,34367,74900,39,,37,118,1697,15062,495,1197,16754,10184,6842,3151,669,3810,4695,654121,3270606
1990,1991,Milwaukee,,,1,,,2,1,1,1,374,27,5,155,561,392,953,20,5,4,,10,142,102,2816,269,232,28,9,,,,,,18,31,,,,,,,12,914820,2,23574,24,3678,,,7,945,2,617,24,323183,2,16,2,240,1,38,,1,1,20,59,5,20959,6,3689,9,3416,153,34634,,,2,16,13622,36785,113180,117,,,487,4652,10409,617,577,11603,9737,6140,2983,1533,4516,5847,658877,2080833
1990,1991,Mobile,,,1,,,,,,1,72,3,1,20,96,61,157,8,2,,2,,22,12,241,74,51,23,,,,,,,19,,,,,,,,1,110846,,,4,2471,1,323,2,98,,,5,38186,,,2,296,,,,23,,,23,1,990,3,1469,,,24,5920,,,,,1334,3931,13667,6,,5,34,417,1002,167,261,1430,1229,995,179,265,444,568,62998,1422835
1990,1991,Monterey,,,,,1,,1,,,59,3,,18,80,32,112,22,2,1,,,3,23,151,45,40,5,,,,,,,10,,,,,,,,1,39000,,,4,427,,,,,,,,,,,,,,,,11,2,,11,,,2,487,2,517,11,2761,3,550,,,3813,6598,14737,1,,8,20,193,4394,176,150,4720,2888,789,719,233,952,1259,166484,832474
1990,1991,Nashville,,,,,1,,1,,,43,4,,13,60,17,77,3,1,,,,32,1,175,50,31,6,9,,,3,,1,3,,,,,,,,1,49587,,,3,478,,,1,46,1,245,3,1908,,,1,450,,,,9,,,9,1,399,1,775,1,240,15,3085,2,573,1,21,1071,3921,10094,4,,,46,347,1079,176,273,1528,1095,806,147,244,391,297,48842,1634813
1990,1991,New Orleans,,,1,1,1,2,,1,,194,19,1,46,260,268,528,23,5,,1,,149,161,1029,145,104,40,,,,1,,,9,1,,,,,,,2,154448,1,114,20,2800,9,305,14,882,3,21000,50,25000,5,,6,,2,29,97,,7,44,73,3,9793,12,5924,15,9495,81,36271,6,1390,1,195,4416,18022,85579,119,3,68,320,3235,9279,713,,9992,6931,5284,2247,650,2897,4851,549977,1380200
1990,1991,New Ulm,,,,,1,,1,,,60,11,2,30,103,3,106,,3,,,,3,1,105,88,52,1,23,1,,11,,,,,,,3,,,,2,5713,2,1050,4,211,,,,,,,,,,,,,,,,7,,,7,,,3,421,,,25,3613,,,,,4970,6589,15600,,,,27,275,1334,25,151,1510,1521,1038,308,225,533,709,69861,286600
1990,1991,New York,1,,,,,8,,,,707,52,,208,967,1210,2177,200,19,16,12,10,293,338,4532,411,333,75,3,,,,,,,,,,1,,,,17,927321,5,400000,17,19995,14,36720,15,1677,,,146,600000,,,,,3,211,12,,,,211,12,59409,29,15770,30,14256,253,74979,14,3684,,,5000,88000,261309,98,,139,784,4718,35886,839,571,37296,23912,19657,8305,2077,10382,17381,2243205,5131498
1990,1991,Newark,,,1,1,,6,,1,,616,24,2,139,781,333,1114,77,10,,,,216,160,1965,241,206,35,,,,,,,2,1,,,,,,,7,462880,26,9457,7,468,1,12,82,4221,2,159,178,95937,2,44,32,59137,2,89,34,15,13,,117,4,14700,19,9174,20,6649,166,44691,7,1354,4,194,4788,38382,120049,122,,60,529,3338,20207,331,467,21005,12733,10830,6365,1147,7512,13352,1339381,2724100
1990,1991,Newton Melkite-Greek,,,1,1,,2,,,,38,2,,3,43,20,63,,,,,,20,4,3,40,38,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,7,,,1,5,12,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,26500,
1990,1991,Norwich,,,,,1,,,,,95,5,,43,143,77,220,16,3,,4,,47,32,344,77,66,10,1,,,,,,10,23,,,,,,,,,,,3,245,,,,,1,77,,,,,,,,,,19,1,53,72,1,206,3,2046,2,304,21,3953,,,,,3464,17029,27074,8,,13,82,340,3361,120,242,3723,2761,2049,914,418,1332,2254,211170,629970
1990,1991,Oakland,,,,,1,,,,,135,6,2,29,172,172,344,11,4,5,,,55,63,460,87,64,17,5,,,,,,3,3,,,,,,,2,178575,1,135,,,,,2,224,2,420,1,2000,,,1,15800,,,,30,3,57,87,2,4823,2,1842,7,3702,57,15282,,,1,33,3681,18980,48430,17,,13,66,880,7906,374,508,8788,5386,2013,1347,662,2009,2940,431632,1948675
1990,1991,Ogdensburg,,,,,1,,,,,131,15,3,34,183,23,206,11,2,,3,9,52,21,256,122,106,9,4,1,,2,,,28,,,,11,,,,1,24312,1,8021,5,665,,,1,26,1,354,10,16500,,,,,1,4,18,7,,,11,2,623,2,683,,,24,4843,,,1,175,4034,12506,22875,4,,4,58,312,2489,181,161,2831,2359,1316,722,271,993,2010,174200,430000
1990,1991,Oklahoma City,,,1,,,,,1,2,74,4,3,22,103,35,138,,4,,6,2,43,14,140,70,61,8,2,1,,,,,46,,,,,,,,4,220890,,,3,186,,,2,473,,,1,32,1,25,,,,,,19,,,19,1,324,1,665,1,290,16,2830,1,375,,,2395,8420,15318,1,,,17,153,1779,206,346,2331,1599,1167,269,362,631,713,86726,1883575
1990,1991,Omaha,,,1,,,,,1,1,180,13,,30,223,149,372,9,4,1,8,,118,36,516,139,135,4,,,,,,,19,,,,1,,,,6,86070,,,5,553,,,,,4,652,5,18690,,,,,,,,45,,,45,2,6369,12,2905,6,2208,58,14682,,,1,45,3371,15183,44808,31,2,4,72,979,4445,696,,5141,4250,3431,1035,573,1608,1815,205238,781700
1990,1991,Orange,,,,,1,1,,1,,114,9,2,44,169,77,246,24,2,8,2,10,45,11,417,53,44,8,1,,,,,,5,4,,,,,,,1,71149,1,67654,1,80,,,1,100,,,6,308802,2,107,1,101,,,,96,2,26,122,1,100,3,3907,3,875,34,12031,2,675,,,4661,25130,47501,21,,3,77,720,14098,496,384,14978,6664,2980,2410,1000,3410,2450,553494,2391968
1990,1991,Orlando,,,,,1,,1,,,91,10,3,13,117,53,170,26,1,,1,4,71,5,140,68,58,10,,,,,,,8,1,,,,,,,1,11317,,,6,987,,,10,902,,,6,16500,1,54,,,,,,18,,,18,,,4,1430,,,28,8401,,,,,3390,17212,30451,4,,1,41,507,4836,450,421,5707,3901,3176,1095,917,2012,2611,235000,2703000
1990,1991,Owensboro,,,,,1,,,,,67,4,1,13,85,17,102,,2,,2,,,1,275,78,45,7,26,,,,,,,2,,,,,,,2,81638,,,2,178,,,3,87,,,,,,,,,,,,23,,,23,1,470,4,1063,,,19,4658,,,,,1155,3097,10466,4,,,30,319,915,213,294,1422,1109,955,203,271,474,492,49323,767571
1990,1991,Palm Beach,,,,1,1,,1,,1,59,1,,14,74,46,120,16,,,3,,24,3,117,43,38,5,,,,,,,2,,,,,,,,1,384219,,,1,120,,,2,299,2,53,,,,,,,1,6,53,3,,,9,,,3,1720,1,70,14,4432,2,362,,,1579,10489,18661,14,,,35,341,3964,265,212,4441,1635,2713,781,399,1180,1964,157735,1300069
1990,1991,Parma-Byzantine,,,,,1,,,,,37,,,6,43,1,44,4,,,,,,,12,42,36,2,2,,,,,,2,,,,,,,,,,,,,,,,1,76,,,4,1800,,,,,,,,3,,,3,,,,,,,3,376,,,,,190,985,1554,,,,12,23,205,,41,246,216,271,64,47,111,229,18109,
1990,1991,Passaic - Byzantine,,,,,1,,,,,78,4,14,14,96,21,117,1,,,1,,17,1,26,97,75,5,17,,,,,,7,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,5,466,,,,,459,2163,3248,,,,11,22,489,20,41,550,414,615,190,64,254,633,80400,
1990,1991,Paterson,,,,,1,,,2,4,206,26,,37,269,192,461,9,,,,,89,34,1041,111,96,14,1,,,,,,,5,,,,,,,3,431613,,,10,486,2,60,19,747,2,7862,13,187571,8,60,,,,,,24,3,5,29,2,1191,5,2728,6,1689,62,12961,,,,,9195,27587,55380,41,,10,163,844,8253,191,270,8714,5744,3848,2104,805,2909,3408,365000,1005356
1990,1991,Pensacola-Tallahassee,,,,,,,,,,58,13,,8,79,14,93,14,,,,1,45,,64,49,42,5,2,,,,,,10,,,,,,,,1,248748,,,3,212,,,,,,,7,63107,,,2,384,,,,6,,,6,,,1,370,,,10,2540,,,1,9,1064,4129,8118,,,,14,124,1054,143,187,1384,956,682,206,190,396,433,52728,1046835
1990,1991,Peoria,,,,,1,,2,1,1,224,7,,49,280,73,353,4,7,1,13,,58,3,430,172,140,30,38,,,,,,32,5,,,1,,,,9,901360,5,830,6,686,10,980,2,252,1,41,5,195000,,,1,72,,,,57,,,57,1,125,5,2162,2,367,57,12362,,,,,5261,15472,35806,23,1,3,95,657,3575,422,479,4476,3601,3685,803,747,1550,2338,243401,1383100
1990,1991,Philadelphia,,1,1,,,2,1,1,,717,18,2,149,886,499,1385,61,18,5,16,7,101,207,4542,302,280,20,2,,,,,,12,20,,,,,,,10,600000,,,17,2300,6,824,3,240,4,1044,3,5284,4,350,5,34054,1,113,99,,1,32,145,11,35347,31,28185,14,5902,233,92601,25,5355,5,392,8043,35843,211813,187,,72,1198,7659,21415,1506,1352,24273,16492,15305,6359,2373,8732,13263,1437408,3801500
1990,1991,Philadelphia-Ukranian,,,1,,,,,,,54,,,11,65,11,76,2,,,,2,5,1,88,80,53,3,24,,,,,,1,,,,,,,,,,,,1,25,,,1,40,,,,,,,,,1,2,3,,,,2,1,473,,,1,320,11,1405,,,,,298,974,3472,1,,,88,229,487,10,19,516,418,506,182,47,229,589,77123,
1990,1991,Phoenix,,,,,1,,1,,,104,7,1,25,137,128,265,15,3,,3,,121,26,276,85,61,21,2,,,1,,,30,,1,,,,,,1,181080,2,236,8,494,,,12,457,3,473,8,1014461,1,24,,,,,,27,,,27,,,4,1941,1,1142,24,7073,,,,,5545,18490,34218,20,4,11,75,469,7813,425,478,8716,5328,2280,1170,592,1762,2852,330579,2480800
1990,1991,Pittsburgh,,,,,1,2,1,,,453,29,1,93,576,186,762,51,6,3,3,,25,54,2230,309,280,29,13,,,,,,23,,,,1,,,,3,326739,,,8,792,3,171,1,74,3,439,3,897,3,164,,,1,15,3,24,,,39,3,10184,7,4637,3,499,120,29480,3,589,2,192,8467,41364,95451,8,,24,219,1652,9869,734,1142,11745,2083,1689,3489,1432,4921,7848,827002,2069118
1990,1991,Pittsburgh - Byzantine,,,2,,,1,,,,64,1,,4,69,6,75,,3,,,,,12,123,87,60,5,22,,,,,,2,,,,,,,,,,,,2,131,,,,,,,,,,,,,1,7,5,,,,7,,,,,,,6,1034,,,,,1419,3761,6221,3,,,18,39,623,52,61,736,507,,333,126,459,842,128072,
1990,1991,"Portland, ME",,,,,1,1,1,,,154,8,,48,210,65,275,9,3,,1,,10,31,620,146,119,17,13,,,,,,63,,,,,,,,3,156937,7,1074,,,,,3,1955,5,2713,12,5966,,,3,2287,,,,8,,,8,1,632,1,260,2,471,20,3966,1,61,,,5893,20563,31854,,,11,61,244,4112,257,22,4391,3546,2895,1238,727,1965,3170,256113,1227928
1990,1991,"Portland, OR",,,1,1,,1,1,2,1,111,5,2,40,158,219,377,9,1,1,,,8,89,652,126,87,33,4,,,1,,1,26,1,,,,,,,8,808332,2,511,3,1963,,,2,1036,7,2352,11,,3,39,,,1,15,90,4,,17,36,2,4206,3,1217,5,1887,42,7626,1,311,,,3534,14122,32939,36,2,13,86,891,3517,484,445,4446,3163,1380,638,771,1409,1781,258330,2479500
