Year,Year_OCD,Year established,Diocese,ST,Cd,Cd:Ret,ABp,ABp:Ret,Bp,Bp:Ret,AuxBp,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,DStdntOthSem,StdntOthDio,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Br,Tchrs:Schlstics,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2011,2012,,Boise,ID,,,,,1,,,,,48,6,,29,83,15,98,6,,,,1,70,5,75,52,39,2,9,2,,,1,,,28,28,,,5,75,51,4,552297,,,,,,,4,160,,,19,410000,,,,,,,8,,,,8,,,1,680,,,13,2286,,,,,2313,5902,11189,,,,1,209,2672,287,216,307,2298,1219,404,137,541,808,172434,1567582
2011,2012,,Boston,MA,1,,,,,3,5,,1,370,28,4,297,699,505,1204,54,6,,1,13,265,151,1760,289,273,16,,,,,,,,1,,1,3,,36,241,8,708219,3,7511,15,2832,1,921,11,1110,21,1722,43,206000,,,3,35410,3,61,2,93,1,33,96,6,24900,3,1150,29,15155,79,24067,9,2264,2,139,26624,97419,191814,7,31,,91,3177,13390,2434,250,255,16786,13305,2409,603,3012,14426,1807002,3764587
2011,2012,8/6/1953,Bridgeport,CT,,,,,,,,,,160,13,3,64,240,31,271,31,1,,,,103,,343,87,71,4,11,1,,,,,,,,,,,343,,1,215000,2,22405,15,1165,,,5,322,1,41,19,487000,,,5,338,1,14,21,,,,35,3,12366,5,2326,2,1189,32,7628,21,548,2,20,3170,43770,71052,13,,,16,854,4212,,175,602,5320,5228,1002,83,1085,2708,410834,916289
2011,2012,,Brooklyn,NY,,,,,1,5,2,,,276,15,1,215,507,165,672,99,3,,8,27,216,124,872,188,166,20,2,,,,,,,,,,,,,,,,,,5,967,1,1534,28,4604,32,4580,92,110439,25,875,2857,4042,1,20,43,,,63,126,3,25587,20,14458,,,97,30755,,,1,72,2742,38446,112186,2,7,,44,3278,16259,859,605,47,11874,10034,1895,264,2159,8293,1440000,4735422
2011,2012,7/10/1965,Brownsville,TX,,,,,1,1,,,,66,3,,12,81,29,110,8,3,,4,,91,16,103,69,50,14,5,,,,,,,45,2,,,2,5,50,,,1,137,2,256,,,1,17,,,6,139944,,,4,9539,1,8,26,,,,34,,,,,3,968,8,2292,3,912,,,8497,28374,41077,4,6,,12,297,8846,624,290,901,8238,3924,1354,91,1445,2695,1074477,1264091
2011,2012,,Buffalo,NY,,,,,1,1,1,,,179,9,,135,323,109,432,10,2,,3,2,124,36,880,164,132,12,16,2,,1,,1,,1,3,2,7,1,41,112,4,1411218,1,950,8,3548,,,2,85,3,6048,5,610559,4,31,1,11945,1,20,4,1,1,,24,7,18071,,,15,5143,51,10851,4,731,1,325,8457,24072,67674,36,15,,70,1823,3836,145,143,199,4722,4790,1024,394,1418,6064,633123,1544203
2011,2012,,Burlington,VT,,,,,1,1,,,,47,2,,42,91,36,127,17,1,,,,49,23,95,76,52,11,13,,,,,,,35,1,1,1,,7,12,,,,,4,290,,,,,,,1,3493,,,,,,,11,,,2,13,2,2879,2,465,,,9,1329,2,353,,,1412,4319,10770,4,,,,251,764,83,74,105,911,905,236,96,332,1384,118000,625000
2011,2012,12/9/1937,Camden,NJ,,,,,1,,,,,129,11,1,135,276,42,318,21,3,,,10,146,12,269,82,72,3,7,,,,,1,,4,,22,34,,,47,1,315649,3,18573,6,1613,,,4,474,,,7,4627,,,2,186521,,,9,,,,9,,,7,4269,3,1560,35,7831,,,1,741,,24957,39367,11,6,,38,967,5018,,465,245,5332,5026,787,255,1042,3453,511822,1443274
2011,2012,,Charleston,SC,,,,,1,1,,,,59,6,,21,86,43,129,33,3,1,2,,124,20,119,92,48,15,29,,2,2,,,1,23,1,,1,4,18,134,3,313244,,,1,26,,,,,,,9,20561,,,,,,,11,,,,11,,,2,1103,2,646,28,5368,,,,,1697,12180,21005,4,3,,25,599,2882,303,137,412,3348,2372,418,226,644,1253,196658,4625364
2011,2012,1/12/1972,Charlotte,NC,,,,,1,1,,1,1,74,2,,36,112,48,160,5,4,,,,103,11,123,73,56,17,,,,,,,,19,2,,,2,18,619,,,16,56000,2,180,,,13,1000,4,640,4,29927,1,125,1,,,,12,,,,12,1,1734,2,1941,,,16,5598,,,,,2841,24030,36154,,,,6,627,3233,329,293,628,5587,3615,639,312,951,1107,174689,4801606
2011,2012,,Cheyenne,WY,,,,,1,1,,,,38,1,,16,55,5,60,6,,,,,22,1,19,32,27,3,,,,,,,,39,,,,,3,35,,,,,2,102,1,242,,,,,4,14859,,,,,,,12,,,,12,,,,,,,7,961,,,,,907,3015,4895,,,,2,91,942,124,117,122,862,846,134,97,231,563,54129,563626
2011,2012,,Chicago,IL,1,,,,,4,6,,,539,31,2,219,791,710,1501,161,10,11,13,12,654,250,1781,356,274,55,27,,,,,,,11,8,1,2,6,58,724,18,2811758,2,17500,41,5717,2,2662,9,1798,6,466,100,760236,6,1388,,,2,82,1,114,1,103,186,6,50928,7,1082,33,23741,213,60707,2,972,5,450,6925,83760,228751,26,23,,86,6757,32914,,1585,1208,26433,21745,5036,969,6005,12920,2323000,5956555
2011,2012,,Cincinnati,OH,,,1,1,,,1,,,176,4,,95,275,237,512,14,3,1,4,,201,122,878,214,131,21,62,,,,,,,,,,,10,30,290,9,1564493,,,13,4044,1,1300,1,302,,,9,113186,1,40,4,55235,1,24,8,15,,,32,4,20747,19,9937,4,3334,86,28003,7,1989,,,4797,23662,92501,12,11,,41,2655,5525,316,437,748,6899,6839,1255,606,1861,3928,477338,2994520
2011,2012,,Cleveland,OH,,,,,1,3,1,1,1,266,6,3,117,392,90,482,6,5,2,3,,220,51,1025,174,154,10,3,,1,1,,5,,1,1,,,7,51,222,5,650000,1,527,24,5334,1,223,5,392,4,535,17,148956,1,167,2,42245,2,51,,10,,6,57,3,7268,6,3006,15,9978,94,31400,10,2398,1,121,3662,33070,90960,2,8,,45,2856,6210,372,416,875,8461,7661,1551,806,2357,7672,706465,2786680
2011,2012,1/30/1984,Colorado Springs,CO,,,,,1,1,,,,28,3,,8,39,14,53,17,4,,,16,55,1,93,41,33,6,8,1,,,1,,,,2,,,,3,77,2,277379,3,147,3,147,,,,,,,1,219998,,,,,,,12,,1,9,21,,,,,1,333,5,1367,,,,,2182,7181,11084,,,,1,165,1008,134,100,158,1504,1638,153,50,203,438,161770,1011062
2011,2012,,Columbus,OH,,,,,1,1,,,,106,5,,42,153,30,183,17,2,,,,96,,233,106,82,4,18,2,,,,,,3,,,,,20,32,6,809751,,,19,1730,1,1802,,,7,10182,8,520732,,,,,1,30,3,180,,,33,2,4017,11,4688,,,42,11410,2,232,,,1241,13415,35036,19,,,5,1146,3189,231,358,432,3681,3666,559,385,944,1426,264425,2580134
2011,2012,3/23/1912,Corpus Christi,TX,,,,,1,2,,,,101,6,,25,132,26,158,21,3,,,,79,3,142,69,41,5,23,,,,,,,32,,,,1,11,56,6,486633,8,77751,1,54,,,1,56,1,231,1,195090,,,,,,,12,,,,12,,,1,424,1,318,14,2384,2,489,,,3719,9329,16675,3,,,23,291,2050,542,172,317,2723,1604,533,91,624,1832,397449,571987
2011,2012,,Covington,KY,,,,,1,1,,,,50,2,,30,82,16,98,4,1,,1,,35,6,292,47,42,,3,,,1,1,,,6,,,,,5,24,5,849588,,,3,937,2,209,1,75,,,4,107344,,,2,6975,,,26,,,,26,1,1886,7,2446,2,804,27,6333,2,494,,,276,3867,16132,1,1,,19,720,1017,234,135,95,1406,1457,287,120,407,817,92042,513971
2011,2012,12/31/1909,Crookston,MN,,,,,1,1,,,,30,4,,12,46,2,48,2,,,,,18,1,74,66,25,2,39,,,,,,,,,,,1,6,27,3,127751,,,3,624,,,1,49,,,,,,,,,,,7,,,,7,,,1,143,,,8,1193,,,,,1747,2308,5398,,,,,104,554,,20,104,496,399,85,84,169,449,34410,260616
2011,2012,,Dallas,TX,,,,,1,2,2,1,,62,5,,33,100,75,175,34,3,3,8,29,152,8,118,69,43,12,10,4,,,,,,5,3,,,,13,227,,,,,2,252,,,1,163,,,4,59579,,,2,6330,2,38,32,49,1,13,83,1,2861,3,2850,4,2391,28,9737,2,487,1,150,6700,40919,66178,15,3,4,13,1238,15390,,986,529,11620,8151,1514,393,1907,1328,1165415,3770433
2011,2012,,Davenport,IA,,,,,1,1,,,,66,6,,27,99,2,101,5,,,2,,42,1,153,80,52,2,22,2,,,2,,,,,,,,,,3,421719,,,2,397,,,,,,,,,,,,,,,12,,,,12,1,3567,5,1248,,,13,3620,,,,,2302,8553,19302,1,,,3,407,1297,35,143,144,1616,1589,251,207,458,867,97332,763849
2011,2012,,Denver,CO,,,,,,,1,1,,120,12,1,57,190,103,293,24,8,2,4,8,196,15,238,123,101,17,,,,,,,,20,,4,,15,238,,4,394185,8,27753,7,1017,,,9,704,2,1158,12,74815,2,52,26,265,2,66,14,64,,,80,2,14971,2,933,5,2988,36,8683,2,543,1,85,7030,20908,56221,5,3,,14,955,9244,575,471,599,8406,6180,1291,248,1539,2566,557049,3352228
2011,2012,8/12/1911,Des Moines,IA,,,,,1,1,,,,55,2,,28,85,10,95,6,1,,,,87,,57,81,50,3,28,,,,,,,,,1,2,,11,50,3,1429332,,,1,425,,,,,1,5102,5,25000,,,,,,,15,,,,15,1,832,2,1622,,,15,4854,,,,,2657,11088,21068,1,,,3,287,1667,83,77,210,1958,1517,273,189,462,658,94052,816196
2011,2012,,Detroit,MI,,2,1,,,2,4,,,243,6,,132,381,196,577,45,3,,3,11,198,89,1023,268,199,28,41,,,,,,,1,,,3,1,47,468,10,1074882,,,21,12890,,,,,14,2548,42,67200,,,6,200,2,41,4,84,2,19,64,3,13027,10,3872,14,6455,70,21868,1,287,,,6021,50114,101708,28,13,,15,2129,8784,392,636,1040,10820,9980,1924,686,2610,8764,1378979,4267293
2011,2012,5/19/1951,Dodge City,KS,,,,,1,1,,,,18,1,,13,32,4,36,8,1,,,,8,,72,48,14,2,25,,,3,1,,4,1,,,,,16,14,2,132135,1,4,,,,,,,,,4,7656,,,,,,,3,,,,3,,,,,,,7,989,,,,,1421,3645,6058,,,,,88,961,82,40,136,1120,845,147,55,202,369,45457,215895
2011,2012,,Dubuque,IA,,,1,1,,,,1,1,97,1,,88,186,32,218,4,2,,1,7,105,23,677,168,74,1,87,,,4,2,,,,1,1,8,,20,425,7,1167697,2,256,4,692,,,,,,,3,480,,,,,1,13,7,3,1,125,145,3,4639,7,2329,,,44,9489,,,,,4771,12719,34092,1,,,9,901,2456,92,102,291,2631,2308,538,330,868,2153,202601,995357
2011,2012,,Duluth,MN,,,,,1,,,,,45,3,,24,72,8,80,5,1,,6,,45,,97,93,38,6,48,1,,,,,,,,,,,4,27,2,301963,,,5,646,,,1,110,,,,,,,,,,,16,,2,1,17,1,4014,,,,,12,1659,,,,,2734,3129,11553,1,,,5,314,643,34,34,87,644,650,145,130,275,903,56925,447042
2011,2012,3/3/1914,El Paso,TX,,,,,,,,,,43,5,,31,79,40,119,5,2,,,,25,13,121,57,34,11,7,3,,1,1,,,19,,,,,1,1,,,2,56919,1,230,,,,,,,3,34065,,,,,1,2,10,,1,13,25,,,,,3,1145,8,2487,2,446,,,7407,11657,23167,,7,,9,268,4908,463,112,218,5218,4282,710,69,779,2166,686037,858546
2011,2012,,Erie,PA,,,,,1,,,,,130,6,,51,187,7,194,5,1,,1,,62,,321,117,95,2,20,,,,,,,21,,,,,,11,1,440600,,,4,1596,,,1,216,3,220,24,56046,,,,,1,14,4,8,,,18,2,8741,6,1646,1,630,32,4852,1,221,,,4768,7148,28024,7,,,10,568,1530,70,130,65,1800,1700,370,240,610,2400,221550,855252
2011,2012,11/11/1944,Evansville,IN,,,,,1,1,,,,45,1,,25,71,5,76,,,,2,,49,,242,69,37,3,23,5,,1,,,,,8,,,,8,43,2,570103,1,58,3,128,,,1,211,,,10,175380,,,,,,,10,,,,10,,,4,1465,1,16,24,5797,,,,,1917,4641,13846,,,,10,441,1153,,87,162,1142,1057,245,151,396,884,83329,509553
2011,2012,8/8/1962,Fairbanks,AK,,,,,1,,,,,11,2,,2,15,7,22,4,1,,,1,25,2,12,46,10,2,4,2,4,,15,9,,,2,,,2,12,,,,,,,,,,,,,,1,2000,,,,,,,,,,,,,,1,204,,,1,292,,,,,240,755,1491,,,,,51,323,21,31,52,219,134,31,14,45,165,13496,162941
2011,2012,3/12/1904,Fall River,MA,,,,,1,,,,,94,8,1,47,150,89,239,5,1,,,,84,16,179,90,73,10,7,,,,,,,11,,,,,9,66,,,,,5,1141,1,200,1,45,2,55,4,45252,2,450,142,12450,,,6,,,,6,1,2520,5,2856,,,21,4569,,,,,3932,21399,35282,7,3,,10,718,2883,96,75,223,3536,3355,771,163,934,3646,313155,823654
2011,2012,,Fargo,ND,,,,,1,,,,,76,8,,48,132,9,141,8,2,,4,2,45,,114,132,64,4,64,,,,,,,,,,,,4,67,8,141077,,,12,1400,,,,,1,44,3,3197,1,283,,,,,18,,,,18,1,300,1,325,,,12,1598,,,,,2128,5234,9603,1,,,3,192,1124,46,36,260,1049,1142,212,142,354,920,72219,390972
2011,2012,,Fort Wayne-South Bend,IN,,,,,1,1,,,,64,,,16,80,137,217,18,2,2,2,11,21,113,458,81,64,17,,,,,,,,,4,1,,,10,102,2,254349,4,57795,7,2257,,,,,,,9,271359,,,3,10238,,,24,,2,29,53,5,16704,4,3125,,,37,10783,,,,,1191,9375,41231,,,,6,720,2680,182,185,465,2939,2548,529,242,771,1459,159888,1248405
2011,2012,8/22/1969,Fort Worth,TX,,,,,,,,,,49,3,1,21,74,53,127,10,3,,2,,109,11,81,89,35,23,22,8,,,,,1,2,,,,11,82,316,,,,,4,348,,,,,,,19,110199,,,,,,,27,,,,27,1,8,4,1319,,,16,4502,1,140,,,8028,35402,49426,,1,,18,486,5982,,342,,6360,3403,783,270,1053,1208,710000,3260246
2011,2012,12/15/1967,Fresno,CA,,,,,1,,,,,85,2,,33,120,37,157,19,2,,3,16,63,1,109,89,59,10,19,1,,,,,,44,,,,,20,67,3,630745,2,217,,,,,,,,,2,50000,,,,,,,18,,1,,18,,,,,2,1178,20,5242,,,,,11192,26315,43945,2,,,18,295,19547,873,354,524,12673,5956,1804,195,1999,7011,1074901,2756266
2011,2012,12/16/1939,Gallup,NM,,,,,1,,,,,26,6,,17,49,21,70,,,,,,26,8,100,52,21,14,12,,1,2,,,2,22,,,,6,51,55,,,,,1,50,,,,,1,25,12,75000,,,,,,,3,,,,3,,,1,43,1,130,11,1000,1,216,,,759,2513,4664,,,,12,135,639,100,77,80,754,466,95,27,122,714,61990,495000
2011,2012,,Galveston-Houston,TX,1,,,1,,1,1,,,139,4,,55,198,224,422,43,4,,7,35,402,12,449,146,103,39,4,,,,,,,7,18,,,,,,4,234274,8,102000,4,855,4,958,36,3498,5,9861,10,770911,,,,,1,18,29,63,,10,57,1,3754,,,9,4419,44,11584,6,2107,,,17801,68029,107751,7,,4,27,1377,10071,13378,1894,854,20719,11093,2558,702,3260,3843,1170403,6099524
2011,2012,12/17/1956,Gary,IN,,,,,1,,,,,61,4,1,35,101,37,138,8,,,2,10,66,10,75,68,50,4,14,,,,,,,4,6,,1,1,6,68,6,1209733,,,2,226,2,222,2,500,2,700,7,10000,,,,,,,11,,,,11,1,1275,3,1218,1,33,20,5371,,,,,745,8694,17347,,,,5,424,1573,121,97,173,2007,1854,344,139,483,1420,185300,794178
2011,2012,7/20/1971,Gaylord,MI,,,,,1,,,,,36,3,,24,63,6,69,16,1,,2,,23,,29,80,29,3,39,,,3,2,,,,,,,,6,47,3,375000,,,,,,,11,392,,,22,47691,,,,,,,12,,,,12,,,4,477,,,16,1837,,,,,858,2138,5322,1,,,1,182,610,52,70,131,721,816,149,93,242,866,58830,504530
2011,2012,4/11/1917,Grand Island,NE,,,,,1,,,,,36,2,,26,64,,64,8,1,,,1,6,,62,36,30,5,1,,,,,,,33,,,,,14,28,,,2,184550,1,50,,,,,,,,,,,,,,,6,,,,6,,,4,505,,,6,1071,,,,,2046,3662,7290,,,,2,117,835,79,71,132,851,665,173,102,275,508,50021,307587
2011,2012,,Grand Rapids,MI,,,,,1,1,,,,65,1,,38,104,16,120,10,1,,2,,39,1,370,89,71,8,9,1,,,2,,,9,1,,2,1,,,2,935560,,,3,900,,,,,16,10862,12,938472,69,173,1,950,,,17,,,,17,1,2141,3,1284,1,181,26,4844,1,283,,,1573,9531,19854,,,,2,385,2334,156,212,894,7693,2219,412,244,656,1359,178000,1283717
2011,2012,5/18/1904,Great Falls-Billings,MT,,,,,1,1,,,,31,4,,27,62,12,74,4,,,1,,5,,49,53,28,10,9,1,,1,3,,,52,,1,2,1,16,45,2,435039,,,1,74,,,6,448,1,6,,,,,,,,,7,,,,7,1,1075,2,426,1,139,9,1384,3,543,,,795,2446,6815,1,3,,7,385,616,173,63,160,728,785,71,73,144,711,43731,402523
2011,2012,,Green Bay,WI,,,,,1,1,1,1,1,78,7,2,93,180,99,279,12,2,,2,4,133,34,457,157,59,17,48,12,,10,10,,,2,18,,,,49,163,8,943303,,,13,1005,,,2,98,4,9579,8,217325,,,,,,,24,,1,8,32,2,3532,5,1470,1,736,54,8458,,,,,6364,14120,34712,,,,16,940,3408,,135,209,3555,3007,787,293,1080,2989,332200,1006668
2011,2012,3/10/1951,Greensburg,PA,,,,,1,1,,1,,70,,,37,107,65,172,2,,,,,2,32,196,85,58,6,21,,,,,,,,,,,,13,69,,,,,2,194,,,,,,,6,16398,1,90,,,,,7,,1,24,31,2,4166,2,679,,,14,2421,3,258,,,1876,7153,16584,31,4,,7,440,1235,32,53,321,1502,675,347,209,556,2213,152689,659596
2011,2012,,Harrisburg,PA,,,,,1,,,,,96,5,,36,137,35,172,11,1,,1,,69,1,335,89,73,13,3,,,,,,,8,,,,1,16,77,1,248646,,,3,272,1,611,,,4,264,14,2872,,,,,,,31,,,,31,,,7,3391,,,39,8133,2,82,,,1445,15188,28270,1,,,29,750,2024,529,326,418,2738,2817,402,316,718,2255,249238,2224542
