Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2000,2001,1/13/1962,Stockton,,0,,,1,0,1,,,48,4,,12,64,12,14,2,,1,,33,4,64,32,28,4,,0,0,,,,0,12,2,0,0,4,21,27,3,647837,1,2447,2,322,0,0,,,,,1,19258,,,,,0,0,0,9,0,0,9,,,2,1484,,,12,3485,,,,,1261,9514,15753,2,,2,4,263,4945,382,,4057,1984,710,166,876,,205350,1102153
2000,2001,5/3/1905,Superior,,0,,,1,0,,,,47,1,,28,76,15,1,1,,,2,48,1,111,114,44,8,57,0,0,1,4,,0,,1,0,0,,11,31,5,137752,,,,,0,0,2,260,,,2,380,16,110,14,2063,0,0,0,4,0,0,4,,,,,,,17,2879,,,,,3125,7114,13122,,,1,7,172,990,286,1329,1329,1006,259,238,497,1195,88715,401631
2000,2001,,Syracuse,,0,,,1,1,1,,,201,14,,71,286,60,8,1,,2,6,73,16,497,172,147,5,20,0,0,,,,0,15,20,0,0,18,472,,3,670000,1,300,54,,10,150,,,3,60,8,62800,13,125,,,0,0,0,21,0,0,21,1,2915,5,3039,1,737,39,7345,1,14,,,7777,31003,52851,4,,6,63,727,5522,357,655,5293,4054,1383,646,2029,4714,345736,1174887
2000,2001,4/15/1910,Toledo,,0,,,1,1,1,,,141,5,1,59,206,54,12,1,,,5,192,10,712,162,101,13,39,9,0,,,,0,,11,0,0,,,,7,1012844,2,717,2,330,1,61,,,,,14,14788,,,,,0,0,0,18,0,0,18,2,1513,10,3843,4,2726,83,21427,3,657,1,75,1981,10434,42674,3,,,81,1739,3815,600,671,5239,7897,951,852,1803,3097,335909,1481725
2000,2001,,Trenton,,0,,,1,0,1,,,151,12,1,71,235,59,41,1,,1,12,268,66,440,127,103,16,7,0,0,,,,1,14,,0,0,5,73,140,1,139705,1,3940,1,173,1,15,5,475,15,26670,15,41320,1,163,1,1700,0,0,0,26,0,0,26,1,2420,8,6414,3,1122,51,20169,2,584,1,17,962,65238,96952,,,,43,,10571,464,590,12374,9359,2154,710,2851,6898,728315,1367348
2000,2001,,Tucson,,0,,,1,0,,,,78,7,,30,115,66,30,3,,,,121,10,250,71,57,12,1,0,0,1,,,0,30,,0,0,8,106,,3,363129,1,36803,,,0,0,,,,,1,400000,,,1,2500,0,0,0,13,0,0,13,,,4,1664,2,209,19,5244,2,241,,,3588,19805,30764,4,,2,47,400,7127,366,753,6244,3021,651,270,1221,2535,304060,1348371
2000,2001,2/7/1973,Tulsa,,0,,,1,0,,,,46,4,,25,75,20,,5,,,1,52,8,103,80,46,5,34,0,0,,,,0,,,0,0,1,12,55,2,237045,,,2,262,0,0,,,2,4555,,,,,,,0,0,0,15,0,0,15,,,1,953,1,509,10,2359,1,1167,,,1500,5000,11563,,,1,4,39,1157,245,314,1190,828,206,214,420,535,62673,1500000
2000,2001,12/12/1986,Tyler,,0,,,1,0,,,,26,2,,3,32,20,34,2,,3,13,47,4,60,40,34,6,,0,0,,,,0,28,2,5,0,4,12,16,4,310264,42,639894,,,0,0,,,,,1,120,,,,,0,0,0,13,0,0,13,,,1,176,,,4,938,,,,,1259,5373,7759,,,1,4,90,1758,188,321,1402,800,256,101,357,316,53776,1215918
2000,2001,12/3/1981,Van Nuys- Byzantine,,0,,,,0,,,,16,2,1,3,21,5,3,1,,1,1,4,7,4,18,15,3,,0,0,,,,0,1,1,2,0,7,4,,,,,,,,0,0,,,,,,,,,1,30,0,0,0,1,0,0,1,,,,,,,,,,,,,165,437,603,,,,,,102,22,20,151,171,16,7,23,43,3121,
2000,2001,10/25/1984,Venice,,0,,,1,0,,,,65,7,,24,96,73,81,1,1,4,,78,24,120,51,40,11,,0,0,,,,0,5,8,1,0,2,22,73,2,441499,8,44455,9,38614,0,0,2,73,2,286,17,48000,,,1,5352,0,0,0,11,0,0,11,,,3,1652,,,9,3664,,,,,621,9979,15927,5,,2,13,318,4597,215,343,2756,2311,496,305,801,2512,181941,1453244
2000,2001,5/29/1982,Victoria in Texas,,0,,,1,0,,,,45,2,,9,56,8,7,2,,1,,19,,135,50,37,5,7,0,0,,,,0,19,,0,0,,19,20,,,,,1,59,0,0,,,,,,,,,,,0,0,0,7,0,0,7,,,2,149,1,393,11,2058,1,382,,,3006,6932,12927,,,,22,234,1606,92,111,1447,1212,354,148,502,1031,107804,201831
2000,2001,7/22/1939,Washington,1,0,1,,,2,,1,2,211,31,2,74,318,647,189,4,2,4,20,226,137,748,140,123,17,,0,0,,,,0,9,1,0,0,2,36,396,3,427376,5,99181,12,1247,1,203,5,647,9,419,65,91767,34,152,15,11725,1,10,86,27,30,137,174,3,20277,1,612,16,8388,79,23576,9,1481,1,175,2264,21435,78382,23,12,13,78,2071,7084,890,734,6472,6330,1613,648,2261,2930,510000,2436407
2000,2001,,Wheeling-Charleston,,0,,,1,0,1,,,113,2,,42,157,57,6,,,,,28,13,260,112,73,20,20,0,0,10,,,0,25,4,0,0,4,38,24,3,407954,2,10215,4,649,1,25,4,440,1,21,8,9627,,,,,0,0,0,9,0,0,9,1,1497,7,1668,1,184,26,51886,1,184,,,1182,4334,14244,2,,2,12,185,969,257,352,1440,1522,223,312,535,1133,97232,1815787
2000,2001,,Wichita,,0,,,1,0,,,,80,6,,42,128,8,,4,,3,,2,,332,92,67,1,24,0,0,,,,0,,,0,0,,18,32,6,421013,2,32011,2,351,0,0,1,183,1,96,1,19851,,,1,3921,0,0,0,31,0,0,31,1,1967,4,2143,,,32,8150,,,,,3141,7095,22527,3,,,21,514,2533,348,486,2513,1840,452,387,849,902,114539,947499
2000,2001,,Wilmington,,0,,,1,0,1,,,94,8,,24,126,85,15,3,,,,45,25,270,56,51,4,1,0,0,,,,0,21,8,0,0,,32,69,1,217707,2,1050,5,366,4,99,2,252,2,413,18,338951,1,62,,,0,0,0,14,0,0,14,,,5,2942,3,1712,25,9825,4,1050,1,100,1117,10313,27073,18,,5,48,910,3028,353,315,2953,1893,493,388,881,1527,205000,1137988
2000,2001,,Winona,,0,,,1,0,1,,,73,5,,50,128,8,3,3,,1,,5,22,449,118,58,4,51,0,0,3,2,,0,1,2,0,0,1,15,64,2,71207,1,4100,8,874,0,0,3,9500,2,83,7,13001,1,16,1,108,1,3,54,3,0,0,6,1,1364,4,1396,,,28,5020,,,,,4838,12114,24738,7,,1,17,362,1881,77,232,1948,2166,395,357,752,1122,150370,528303
2000,2001,1/14/1950,Worcester,,0,,,1,1,,3,,176,18,,47,241,111,,,,,,76,85,445,126,122,4,,0,0,,,,0,,,0,0,,,,1,185000,,,7,25000,1,20,6,1750,2,285,10,32000,,,1,180,1,6,0,11,0,4,21,3,6501,4,2726,4,1557,22,5494,2,638,1,80,7581,26135,50733,1,,8,32,649,4416,145,242,4622,2936,978,253,1231,3722,306213,790705
2000,2001,6/23/1951,Yakima,,0,,,1,0,,,,42,9,,14,65,11,6,,,3,,25,8,55,41,37,4,,0,0,,,,0,4,2,0,0,,12,14,3,305306,2,,,,0,0,2,391,,,5,36570,,,,,0,0,0,23,0,0,23,,,1,140,,,6,1888,1,135,,,2031,5815,10032,,,8,5,117,3312,135,122,2161,933,417,176,593,443,65587,461600
2000,2001,5/15/1943,Youngstown,,0,,,1,0,1,,,116,5,1,62,184,24,1,3,,2,7,71,20,236,116,104,6,5,0,0,1,,,0,2,,0,0,,29,100,3,955152,5,159638,9,536,0,0,3,395,3,405,7,312976,,,2,55,0,0,0,13,0,0,13,1,1580,6,2886,,,44,11418,,,,,3190,15398,34285,3,,,29,761,3061,322,548,3457,2904,723,593,1316,3057,262020,1217333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,5194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  998,010 ","  77,506 ","  96,098 ","  878,946 ","  629,898 ",,,"  261,277 ","  503,698 ","  60,546,386 ","  290,314,523 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  998,010 ","  77,506 ","  96,098 ","  878,946 ","  629,898 ",,,"  261,277 ","  503,698 ","  60,546,386 ","  290,314,523 "
