Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2001,2002,,Baltimore,1,0,0,1,0,3,,,,211,20,0,54,285,238,0,5,,2,5,172,72,1160,162,118,35,4,1,0,4,0,,0,1,,0,0,4,56,232,5,1144109,4,433675,20,3484,17,21621,6,1144,9,4230,36,750655,3,2572,1,12000,2,23,219,12,,0,35,4,11671,8,3695,14,7729,70,24729,5,977,1,127,4128,32900,85991,8,3,14,62,2029,7490,629,1006,6606,4918,1368,941,2309,5165,497424,2944407
2001,2002,7/20/1961,Baton Rouge,,0,,,1,,,,,64,2,,15,81,38,4,2,1,0,,26,12,111,70,52,10,7,0,0,,1,,0,,,0,0,0,14,82,3,250500,,,3,614,0,0,,,6,263,6,125101,,,,,0,0,0,11,0,0,11,1,1054,6,2751,2,1668,25,11688,,,1,54,5203,11581,34010,,,1,22,1008,2847,263,356,2809,2453,649,308,957,1685,208574,853165
2001,2002,9/29/1966,Beaumont,,0,,,1,0,,,,31,3,,11,45,26,5,1,,2,,30,1,45,44,24,18,2,0,0,,,,0,9,2,0,0,,0,26,3,387301,1,78000,,,0,0,,,,,3,51061,,,,,0,0,0,9,,0,9,,,1,530,,,6,1652,,,,,1684,7360,11235,,,,10,156,1268,118,337,1263,815,183,201,384,836,94145,588265
2001,2002,,Belleville,,0,,,1,0,1,,,85,4,,47,136,35,3,2,,,,32,13,238,124,78,1,33,2,0,4,6,,0,1,,0,0,,22,19,7,634394,,,3,347,0,0,6,433,1,150,3,36692,,,,,0,0,0,13,0,0,13,,,3,1715,,,36,6765,,,,,1266,7081,16840,,,,18,517,1624,306,287,1660,1794,357,342,699,1404,104022,845906
2001,2002,3/1/1977,Biloxi,,0,,,1,0,1,,,42,1,1,15,59,29,14,1,,,,20,27,56,45,37,6,2,0,0,,,,0,15,,1,0,1,13,8,,,,,7,656,0,0,,,,,10,120234,,,1,5000,0,0,0,9,0,0,9,,,4,1205,1,565,14,3251,,,,,2377,3459,10866,,,11,20,486,855,472,250,1171,576,190,199,389,738,70630,759659
2001,2002,6/28/1969,Birmingham,,0,,,1,0,,1,1,57,5,0,16,78,43,1,3,,3,17,44,27,121,55,39,14,0,1,0,1,0,,0,20,,,0,,20,50,1,147666,1,153339,,,0,0,,,,,9,62853,,,,,0,0,0,15,0,0,15,,,4,1563,1,125,19,5191,1,242,1,134,1822,6866,15958,9,,3,17,514,1708,262,612,1562,1306,189,247,436,470,91922,2806397
2001,2002,12/31/1909,Bismarck,,0,,,1,0,,1,2,47,5,,19,71,27,6,1,,2,5,63,22,140,62,41,9,10,2,0,,,,0,38,,0,0,1,4,36,4,212231,,,4,428,0,0,,,1,190,,,,,1,8,0,0,0,9,,1,10,1,2343,3,1126,,,12,1662,,,,,2934,6550,14625,4,,1,13,173,1065,59,256,1213,1402,249,172,421,740,67416,254426
2001,2002,,Boise,,0,,,1,0,,,,46,11,,28,85,12,6,0,,,17,52,5,97,57,48,,0,1,0,1,,,0,32,22,,,,10,56,5,682052,,,,,0,0,4,148,,,14,185210,,,,,0,0,0,13,0,0,13,,,1,695,,,13,2532,,,,,3231,7443,13914,,,,1,181,2599,380,210,2419,1315,331,231,562,747,130750,1213362
2001,2002,,Boston,1,0,,,,6,0,1,2,555,37,13,307,912,732,15,6,,,0,218,149,2606,362,335,27,0,0,0,,,,0,,2,3,10,,,,9,2022515,3,7923,17,2508,1,430,11,1875,22,1656,43,203792,8,199,3,29647,3,51,136,2,4,147,200,7,21520,15,6188,20,11482,119,36326,9,2659,3,360,31222,122411,232368,1,,33,465,3095,27325,712,348,,15663,5723,1540,7263,19261,2069225,3857751
2001,2002,8/6/1953,Bridgeport,,0,,,1,0,,,,187,16,3,60,266,58,16,2,0,4,0,87,,481,87,83,4,,0,0,,,,0,2,1,0,0,,101,301,1,174696,,,4,768,0,0,1,78,1,46,24,12378,,,2,109,1,10,0,25,0,0,35,3,11484,5,2665,3,1210,33,9689,2,488,1,12,3740,31256,60579,12,,0,39,803,5713,199,97,5905,4368,1574,342,1916,3599,362569,882567
2001,2002,,Brooklyn,,0,,,1,3,0,,,410,30,1,183,624,210,85,8,1,2,,145,187,1177,217,188,23,6,0,0,,,,0,,6,0,0,13,111,215,4,938269,23,894556,6,1400,6,8711,22,2463,35,13440,93,110552,75,3396,27,3301,1,15,3,15,0,,30,3,22232,4,2037,16,15482,152,53236,2,349,1,103,,,93560,10,,58,204,3322,19789,886,811,14445,10628,3442,468,3910,11241,1815752,4694705
2001,2002,7/10/1965,Brownsville,,0,,,1,0,1,,,45,6,,7,58,40,3,2,1,0,,67,13,128,64,32,17,11,0,0,,,,0,43,1,0,0,4,26,93,,,1,103,2,400,,0,2,233,,,5,24475,,,2,6937,1,15,0,16,,0,31,,,,,2,773,7,2371,2,724,,,7025,25554,36478,3,,4,18,234,4608,4148,420,7297,3108,953,99,1052,2507,831613,978369
2001,2002,,Buffalo,,0,,,1,1,2,,,274,9,,131,414,174,10,,,2,7,103,46,1317,266,207,20,37,1,0,1,,,0,10,2,0,0,,71,157,6,1395837,1,1100,15,1818,0,0,3,217,3,770,4,161469,5,36,4,12874,2,27,7,7,1,0,34,7,15416,,,17,6048,87,20302,5,1061,1,596,12592,39207,95256,43,,15,115,2511,6865,557,467,7776,6279,1856,692,2548,7372,713752,1591708
2001,2002,,Burlington,,0,,,1,0,,,,85,1,,41,127,46,3,1,,3,,39,15,195,86,70,16,,0,0,,,,0,47,1,,,,23,,,,,,4,178,0,0,,,,,1,6163,,,,,0,0,0,13,0,0,13,3,3261,2,714,,,15,2724,,,,,2924,9649,19285,2,,,13,252,1571,144,163,1664,1151,416,242,658,1537,148813,608827
2001,2002,12/9/1937,Camden,,0,,,1,0,1,,,216,15,2,79,312,48,23,5,,4,,122,21,325,127,121,6,,0,0,,,,0,10,24,2,2,2,38,20,1,260528,2,12057,5,1076,1,4,2,195,1,886,12,9288,1,738,1,2600,0,0,0,29,0,0,29,,,7,4798,3,1397,56,15991,1,40,2,886,793,33417,57351,15,,11,90,1021,6553,602,608,6745,5675,1312,488,1800,4431,441482,1329206
2001,2002,,Charleston,,0,,,1,0,1,,,56,7,1,23,87,34,0,,,,,70,29,151,93,,,,,,,,,0,25,10,0,0,,,,2,381625,,,1,18,0,0,,,,,7,127294,,,,,0,0,0,,0,0,,,,2,1145,2,213,25,6782,,,,,2066,9248,19454,2,,1,16,652,2198,616,,2313,1868,342,373,715,1064,130696,4012012
2001,2002,1/12/1972,Charlotte,,0,,,1,0,,1,1,65,8,,36,109,62,10,6,,6,8,73,7,109,68,47,21,,0,0,,,,0,23,4,0,0,3,19,81,,,13,238600,1,164,0,0,13,996,2,101,,,1,100,1,312,0,0,0,21,0,0,21,2,1769,2,1404,,,15,5945,,,,,3698,15624,28461,5,,,8,474,3819,291,,3070,2031,400,363,763,769,131147,4168955
2001,2002,,Cheyenne,,0,,,1,0,1,,,33,1,,15,49,10,4,1,,,,14,1,23,36,29,6,1,0,0,,,,0,42,,0,0,1,9,28,,,,,2,105,0,0,7,332,1,180,10,11030,,,,,0,0,0,11,0,0,11,,,,,1,46,6,892,,,,,1178,5888,8015,,,,3,92,866,170,160,965,802,164,187,351,500,45060,493782
2001,2002,,Chicago,1,0,,,,7,1,,1,587,22,3,262,874,918,94,10,1,13,31,621,338,2967,378,307,51,18,,0,2,,,0,11,7,,,13,183,543,22,3135927,2,12500,44,5411,3,3870,26,3436,4,442,120,262232,6,1350,10,150000,3,332,157,5,1,167,504,6,42943,7,1939,36,28619,258,91228,2,572,6,500,9219,105960,281484,64,,75,287,6063,39041,2245,1515,30630,21475,7672,1869,9541,18302,2442000,6052000
2001,2002,,Cincinnati,,0,1,,1,1,1,,,215,7,3,95,320,240,5,2,,4,12,145,165,1200,230,166,28,31,1,0,3,1,,0,,,0,1,9,43,324,9,953000,2,355,13,2690,1,29,,,,,6,49681,3,30,6,1440,1,35,4,6,0,0,41,4,23239,18,12983,4,3039,110,39564,4,1683,,,6466,33757,120772,13,,15,87,3030,7984,902,976,9109,8474,1672,1190,2862,4628,516470,2932047
2001,2002,,Cleveland,,0,,,1,3,1,1,,340,12,4,104,460,134,35,3,,3,7,179,59,1428,235,210,14,5,3,1,2,,,0,1,2,0,0,4,94,179,3,527700,,,25,3825,1,211,6,983,7,1299,22,530969,2,324,3,60475,2,50,1,,,5,55,3,6505,7,3902,16,10378,129,45907,8,2433,2,360,6355,44292,120187,32,,16,217,3678,10470,1058,978,11958,10224,2672,1365,4037,9030,820110,2855129
2001,2002,1/30/1984,Colorado Springs,,0,,,2,0,,,,22,2,,12,36,27,8,2,,,,26,2,125,33,15,9,4,1,0,,2,,2,9,,1,0,,2,84,2,259642,2,109,2,103,0,0,,,,,,,,,,,0,0,0,2,0,0,2,,,,,1,396,5,1508,,,,,3274,7222,12402,,,,1,97,1404,154,343,1779,942,200,154,354,426,120000,785000
2001,2002,,Columbus,,0,,,1,0,,,,127,5,,58,190,41,13,,,,75,70,3,359,107,92,6,8,,0,1,,,0,4,,0,,1,30,73,4,1363282,,,17,1574,0,0,1,171,,,7,337227,1,136,,,1,14,94,4,0,0,18,1,2197,11,4985,,,44,13866,2,348,,,1037,13311,35762,1,,1,10,950,4050,515,871,4098,3480,590,559,1149,1634,207328,2332887
2001,2002,3/23/1912,Corpus Christi,,0,,,1,0,1,,,78,6,,29,113,43,21,2,5,1,1,63,26,209,66,52,14,,,,,,,0,33,7,0,0,1,18,40,6,612682,,,2,100,,,3,274,1,100,2,50909,,,1,2150,0,0,0,18,1,0,18,1,40,,,1,349,14,2233,2,440,,,3509,10174,16763,1,,1,41,186,3634,219,253,2959,772,765,143,908,1817,250000,548196
2001,2002,,Covington,,0,,,1,0,1,,,53,1,,54,108,2,,,,,,24,8,393,47,41,,2,0,0,4,,,0,6,,0,0,,15,41,3,341492,,,3,701,2,112,1,106,,,3,74449,,,1,6752,0,0,0,3,0,0,3,1,1555,7,2567,2,748,28,8483,2,531,,,175,3986,18048,,,1,49,683,1318,430,175,1678,1549,363,207,570,849,89121,464629
2001,2002,12/31/1909,Crookston,,0,,,1,0,,,,30,5,,15,50,2,1,1,,2,,10,1,157,69,25,2,37,3,0,2,,,0,,,0,0,1,14,27,3,64423,,,3,361,0,0,1,49,,,,,,,,,0,0,0,8,0,0,8,,,1,176,,,8,1188,1,86,,,2600,3712,7770,,,,7,116,709,19,86,614,784,120,160,280,491,40429,235145
2001,2002,,Dallas,,0,,,2,0,1,1,,77,9,,18,104,75,30,3,,1,24,152,4,154,66,43,15,11,1,0,,,,0,8,,0,0,4,44,180,1,118744,,,1,49,0,0,6,409,,,15,34876,,,,,1,7,38,17,0,0,24,1,3119,4,1728,4,2030,31,11200,2,528,1,58,4777,35629,59151,33,2,2,29,1122,14574,1000,602,8686,5473,1513,580,2093,1377,843167,3200064
2001,2002,,Davenport,,0,,,1,0,,,,80,11,,53,144,2,5,1,,,,43,1,130,85,58,2,23,0,0,,2,,0,1,1,0,0,,18,32,3,455585,,,2,346,0,0,,,,,1,5300,,,,,1,6,,5,0,0,11,2,3818,7,1164,,,18,4532,,,,,2401,9076,21002,10,,,13,730,1681,271,242,2088,1957,348,357,705,1022,112156,728048
2001,2002,,Denver,1,0,1,1,,1,,,,130,1,1,28,160,125,26,3,,,,148,22,404,113,94,11,13,2,,,,,0,34,,0,0,2,18,220,3,372000,8,5000,11,2000,1,80,24,1400,2,68,4,138000,1,400,,,1,38,6,12,,33,83,1,12360,2,969,3,2148,36,10579,2,547,,,3595,23905,54186,7,,7,20,700,10395,688,1489,7912,4748,1687,768,2455,2568,376514,2907890
2001,2002,8/12/1911,Des Moines,,0,,,1,0,,,,73,3,1,24,101,11,2,,,,12,73,3,102,84,54,4,25,2,0,,,,0,1,,0,1,2,14,102,3,778400,,,1,370,0,0,,,1,1459,4,69408,,,,,0,0,0,10,0,0,10,1,442,2,1414,,,16,4951,,,,,2282,9351,18450,2,,,10,376,2069,228,388,1906,1407,292,293,585,728,97306,671091
2001,2002,,Detroit,1,0,,,,5,1,,,311,14,2,158,485,300,53,2,1,9,3,147,122,1911,310,252,30,28,0,0,,,,0,8,,0,0,122,718,432,12,1608118,8,12994,12,2275,8,1447,2,611,8,2424,13,22734,1,102,,,2,38,67,2,2,8,48,4,20728,18,4880,16,8516,124,40075,7,1571,,,6906,72672,155396,14,,20,130,2752,15875,1381,1656,16002,11412,3540,1472,5012,10510,1465918,4441551
2001,2002,5/19/1951,Dodge City,,0,,,1,0,1,,,21,2,,18,41,7,5,,,,6,9,,105,49,23,2,23,,1,,,,0,,,0,,,6,1,3,97618,,,,,0,0,,,,,4,257775,,,,,0,0,0,3,2,0,3,,,,,,,10,1114,,,,,2540,3189,6846,,,,9,76,1193,346,119,591,549,164,104,268,367,44093,212332
2001,2002,,Dubuque,,0,1,1,,0,,1,2,136,8,,96,240,28,1,2,,3,5,68,28,861,210,106,1,93,4,2,3,1,,0,1,1,0,0,3,55,440,7,1711377,3,225,6,379,0,0,1,40,,,1,68,,,,,1,5,,11,1,78,94,3,4224,7,2779,,,53,12936,,,,,7475,16307,43815,4,,,25,1044,3344,164,431,3596,2795,815,590,1405,2273,213555,927161
2001,2002,,Duluth,,0,,,1,0,,,,53,5,,19,77,11,1,1,,1,2,29,2,161,93,44,9,39,1,0,,,,0,,,0,,2,2,40,2,343233,,,2,305,0,0,1,146,,,,,,,,,0,0,0,13,0,0,13,1,2231,,,,,12,1999,,,,,4215,4665,13123,,,,2,133,1014,39,131,1037,1003,257,186,443,1133,71531,430852
2001,2002,3/3/1914,El Paso,,0,,,1,0,,,,58,3,,25,86,37,3,,,,,11,14,253,58,38,15,2,0,0,3,,,0,22,,0,0,,17,29,,,1,20571,2,87,0,0,1,85,1,84,5,81520,,,,,1,5,7,3,2,26,34,,,1,574,2,349,9,3567,3,850,,,5506,13662,24536,4,,5,32,315,9260,140,280,5885,3842,1260,125,1385,2004,646340,799843
2001,2002,,Erie,,0,,,1,0,1,,,168,9,,57,234,14,3,3,,4,6,23,2,459,126,99,7,20,0,0,,,,0,20,1,0,1,,22,28,1,60000,,,4,659,0,0,2,325,2,284,9,100656,,,1,2077,1,16,0,11,0,0,27,2,6514,5,1763,2,1305,41,9258,1,393,,,6543,10785,36588,26,,,40,690,2102,252,266,2847,2409,596,419,1015,2677,227162,874057
2001,2002,11/11/1944,Evansville,,0,,,1,0,,,,67,3,1,29,100,7,,2,,2,,21,2,304,70,51,3,12,1,0,3,,,0,,6,0,0,,18,84,2,437612,1,54,3,266,0,0,1,285,,,9,131914,,,,,0,0,0,14,0,0,14,,,4,1620,,,24,6226,,,1,36,1941,7291,17128,2,,2,16,545,1359,141,211,1448,1418,293,231,524,919,89087,491121
2001,2002,8/8/1962,Fairbanks,,0,,,,0,,,,5,1,,,6,16,4,,,,,35,4,17,41,7,4,12,1,3,3,18,,0,7,1,0,0,3,15,3,,,,,,,0,0,,,,,1,2025,,,,,0,0,0,2,0,0,2,,,1,230,,,1,294,,,,,692,1924,3142,,,,2,40,364,18,20,327,171,28,31,59,135,17700,155225
2001,2002,3/12/1904,Fall River,,0,,,1,0,,,,139,3,3,33,178,122,,4,1,2,,60,34,303,103,87,11,5,0,0,,,,0,14,,1,3,,10,58,1,88157,1,95,5,1135,1,379,1,59,4,68,6,44782,,,,,0,0,0,16,,,16,1,2490,4,2850,,,24,5941,,,,,6436,31060,48793,11,,4,20,661,4722,94,121,4845,4090,1467,334,1801,4161,350570,590911
2001,2002,,Fargo,,0,,,1,0,,,,112,12,1,42,167,9,8,7,,5,,24,4,209,160,83,9,68,0,,,,,0,,,0,0,1,7,163,8,47220,6,653,5,342,0,0,35,280,,,,,1,200,,,1,7,4,21,0,,28,,,1,262,,,12,2173,,,,,3280,5863,11606,2,,,4,163,1042,47,,1075,1387,281,202,483,826,98960,391000
2001,2002,,Fort Wayne-South Bend,,0,,,1,0,2,,,66,1,,27,94,166,25,,3,1,,22,108,617,79,54,16,9,0,0,,,,0,,2,0,0,,23,95,4,379753,1,20000,7,1112,0,0,2,1500,1,43,4,18745,1,38,,,0,0,0,14,1,37,51,5,14945,4,2993,,,41,11122,,,,,2016,10520,41647,4,,1,13,1062,2810,540,552,3121,2561,593,422,1015,1482,170290,1178520
2001,2002,8/22/1969,Fort Worth,,0,,,1,0,,,,44,3,1,12,60,60,9,2,,,,61,13,96,88,36,24,23,3,1,1,,,,3,,1,0,13,97,170,1,160000,1,1800,5,800,0,0,1,90,,,16,35000,,,,,0,0,0,12,0,0,12,,,4,1550,,,14,5096,1,241,,,6490,20902,34291,2,,13,18,545,5606,469,1364,5040,3051,773,435,1208,1249,253087,2670972
2001,2002,12/15/1967,Fresno,,0,,,1,0,,,,88,1,,28,117,29,21,5,,1,4,9,3,132,86,71,11,4,0,0,,,,0,40,,0,0,3,132,175,3,789032,,,2,215,0,0,,,1,120,14,445156,,,,,0,0,0,40,,0,40,,,2,1402,,,23,5404,,,,,7225,23086,37157,3,,,26,363,15419,544,643,11157,4320,2106,343,2449,3329,338040,2404750
2001,2002,12/16/1939,Gallup,,0,,,1,0,,,,30,8,,20,58,22,4,,,,2,27,10,125,56,22,19,11,1,0,1,,,2,35,,0,0,4,36,18,,,,,1,42,0,0,3,66,2,100,24,31500,,,1,44423,0,0,0,4,0,0,4,,,,,2,279,,,10,1394,,,984,5226,7887,,,1,25,122,825,254,197,938,520,158,70,228,658,55274,430000
2001,2002,,Galveston-Houston,,0,,,1,2,,,,140,6,1,49,196,226,37,3,1,2,,299,9,503,150,98,51,1,0,0,,,,0,8,17,1,2,,,,4,456534,5,96097,3,425,2,239,40,3907,4,3527,10,943390,,,,,1,16,32,23,4,25,64,1,4310,2,328,6,3216,43,11596,6,2119,,,15596,66351,103580,12,,8,55,1485,12020,1639,973,15770,7687,2725,1039,3764,3753,947312,4704532
2001,2002,12/17/1956,Gary,,0,,,1,,,,,84,4,1,33,122,44,8,1,,,,39,17,109,75,67,4,4,,,,,,,4,6,0,0,2,10,60,6,951830,,,3,463,3,88,2,500,1,700,7,10000,,,,,0,0,0,9,1,7,16,1,978,3,1623,,,28,7196,1,114,,,982,9762,20671,4,,1,17,415,2237,170,304,2480,2135,549,262,811,1910,187000,765024
2001,2002,7/20/1971,Gaylord,,0,,,1,,,,,45,2,,25,72,13,6,,,1,,13,2,50,81,45,10,16,5,,3,2,,0,,,0,0,1,13,61,3,418186,,,,,2,29,,,1,618,20,4876,,,,,0,0,0,5,0,0,5,,,4,675,,,16,2769,,,,,1873,5173,10495,,,,3,204,1014,137,160,2029,1354,287,197,484,935,78430,476244
2001,2002,4/11/1917,Grand Island,,0,,,1,0,,,,46,2,,29,77,,,1,,,,,,86,41,41,,,0,0,,,,0,41,,0,0,,,,,,2,166968,1,75,0,0,,,,,,,,,,,0,0,0,5,0,0,5,,,4,567,,,7,1085,,,,,2984,4329,8970,,,,4,109,1170,106,166,1029,827,185,227,412,552,55206,295176
2001,2002,,Grand Rapids,,0,,,1,,2,,,82,5,,33,120,22,15,,,3,,18,2,283,90,85,3,2,0,0,,,,0,12,2,0,1,2,21,111,2,592610,,,1,140,0,0,,,1,145,7,17295,,,7,10024,1,3,,11,0,0,14,1,2571,4,1919,,,41,7545,,,,,2120,14863,29032,,,1,12,665,3048,402,,2970,2483,544,411,955,1327,161525,1167900
2001,2002,5/18/1904,Great Falls-Billings,,0,,,1,0,,,,32,5,1,32,70,13,7,,,2,,3,1,78,66,32,11,18,1,0,2,2,,0,47,,0,0,1,15,46,2,191046,1,18400,,,0,0,7,539,,,3,40330,,,,,0,0,0,6,0,0,6,1,900,2,406,1,172,8,1619,4,657,,,1790,4234,9784,2,,,6,256,896,146,220,903,1720,157,148,305,799,55405,391360
2001,2002,,Green Bay,,0,,,1,1,1,1,2,132,6,4,73,215,135,6,,,1,5,92,34,621,188,107,23,48,1,0,5,4,,0,3,16,0,3,1,63,167,7,736789,,,14,1184,0,0,1,60,4,8455,8,196476,1,7,,,0,0,0,13,1,10,23,2,6764,5,1432,1,764,74,11884,,,,,8754,24402,54023,,,,36,796,4561,187,309,4873,3792,1310,522,1832,3323,375708,951159
