Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2002,2003,,Dallas,,,,,2,,1,1,,72,11,1,19,103,74,30,1,,,11,158,4,147,67,43,11,13,,,,,,,8,,1,,3,45,178,1,118744,,,1,49,,,8,389,,,15,37960,,,,,1,4,44,7,,,11,1,3788,4,1732,3,1971,33,11118,,,1,119,5105,35199,59043,16,2,2,19,1139,15105,800,634,10196,6002,1458,483,1941,1516,853961,3247837
2002,2003,,Davenport,,,,,1,,,,,79,9,,41,129,2,2,,,3,8,47,1,210,85,58,2,23,,,,2,,,1,1,,,,18,46,3,455500,,,2,346,,,,,,,1,5300,,,,,1,5,,8,,,13,2,3995,7,1536,,,18,4187,,,,,2493,9132,21356,8,,,4,374,1722,247,151,1974,1913,272,350,622,1068,102716,728048
2002,2003,,Denver,1,,1,1,,1,,2,,114,4,,35,153,123,26,3,,2,,143,22,404,118,99,16,,3,,,,,,29,,5,,2,18,200,3,370000,8,5000,11,2000,1,65,9,750,2,90,20,124000,1,400,,,1,63,16,15,,,78,1,12400,2,991,3,2212,36,10829,2,614,,,5471,26858,59453,5,2,5,10,700,11501,746,1291,8464,5020,1325,769,2094,2832,367996,2907890
2002,2003,8/12/1911,Des Moines,,,,,1,,,,,69,3,1,24,97,11,2,1,,,,72,3,91,83,51,6,24,2,,,,,,1,,,,1,12,35,3,807183,,,1,370,,,,,1,999,4,72298,,,,,,,,14,,5,19,1,552,2,1393,,,16,4910,,,,,1784,10120,18778,2,,,8,383,2279,239,417,1973,1795,306,302,608,766,100825,742190
2002,2003,,Detroit,11,,,,,6,1,,,301,12,2,160,475,293,46,5,1,6,,145,119,1871,308,249,35,22,2,,,,,,5,,,,,,,12,1597442,8,13275,12,2350,8,1517,2,606,8,2643,13,24070,1,92,,,2,33,35,2,2,11,46,4,20545,17,4788,16,8627,113,39117,7,1780,,,7084,70745,152732,13,,25,122,2702,15139,1261,1714,14601,11736,3167,1311,4478,10054,1432734,4441551
2002,2003,5/19/1951,Dodge City,,,,,1,,1,,,18,3,,15,36,9,3,,,,,9,,96,49,21,5,19,,,,,,,,,,,,13,7,3,97618,,,,,0,0,,,,,4,257775,,,,,,,,6,,,6,,,,,,,9,1211,,,,,1577,4929,7723,,,,,81,990,70,98,1037,510,163,76,239,382,55053,222502
2002,2003,,Dubuque,,,1,1,,,,1,2,131,8,,93,232,35,1,3,,3,,69,28,841,201,96,1,84,4,5,8,3,,,1,1,2,,3,60,400,7,1465410,3,240,6,489,,,1,24,1,68,,,,,,,1,5,1,8,1,102,115,3,4307,7,2782,,,53,13037,,,,,6421,17416,44078,4,,,25,1044,3185,188,443,3555,3075,881,530,1411,2308,212619,927161
2002,2003,,Duluth,,,,,1,,,,,49,6,,20,75,10,2,1,,1,5,33,1,160,93,43,9,40,1,,,,,,,,,,1,2,42,2,328750,,,2,305,,,1,146,,,,,,,,,,,,14,,,14,1,2518,,,,,12,2015,,,,,4512,4630,13689,,,,11,154,1025,60,140,1021,935,258,171,429,1098,71853,430900
2002,2003,3/3/1914,El Paso,,,,,1,,,,,55,2,,23,80,36,3,,,,,10,13,254,58,38,15,2,3,,,,,,22,,,,,20,32,,,,,1,90,,,,,,,,,,,,,1,5,7,3,2,24,32,,,1,568,2,353,9,3571,3,857,,,5671,13740,24792,4,,5,32,316,9538,144,288,6062,3957,1298,130,1428,2064,656035,811739
2002,2003,,Erie,,,,,1,,1,,,164,6,,53,223,9,3,3,,2,5,25,,438,126,98,5,23,,,,,,,20,1,,,,10,14,1,190489,,,4,1502,,,2,342,2,217,9,161516,,,1,2561,1,15,,7,,,22,2,6761,5,1620,2,1316,40,9019,1,398,,,6705,11278,37118,2,,,30,778,1986,477,230,2792,2378,529,381,910,2686,225197,874057
2002,2003,11/11/1944,Evansville,,,,,1,,,,,64,2,,26,92,7,,2,,,,21,2,282,70,51,3,13,1,,2,,,,,6,,,,20,44,2,423959,1,58,3,243,,,1,277,,,9,133500,,,,,,,,11,,,14,,,4,1621,,,24,6129,,,1,31,1959,7066,16817,1,,2,14,474,1339,144,200,1488,1027,350,260,610,883,89464,490986
2002,2003,8/8/1962,Fairbanks,,,,,1,,,,,6,,,2,8,17,3,1,,,,37,3,19,41,7,5,5,1,3,2,18,,,7,1,,,3,16,6,,,,,,,,,,,,,1,2025,,,,,,,,2,,,2,,,1,225,,,1,295,,,,,485,1794,2801,,,,5,50,371,31,14,281,73,27,25,52,120,18931,156500
2002,2003,3/12/1904,Fall River,,,,,,,,,,133,4,2,34,173,141,2,1,,1,17,90,16,295,101,87,11,3,,,,,,,11,,1,3,,13,61,1,140303,1,62,4,938,1,60,,,6,45782,,,,,,,,,,15,,,15,1,2550,4,2871,,,24,5864,,,,,6134,28996,46430,14,,5,17,647,4585,90,168,4833,4012,1280,322,1602,4084,346054,824235
2002,2003,,Fargo,,,,,1,,1,,,89,19,1,50,159,9,10,3,,5,,30,,217,160,74,4,82,,,,,,,,,,,,3,57,9,75087,,,8,698,,,1,18,,,4,,1,220,,,1,7,6,15,,,22,,,1,279,,,13,2130,,,,,3540,6130,12101,2,,,6,166,1222,55,161,1295,1400,285,198,483,832,87730,374969
2002,2003,,Fort Wayne-South Bend,,,,,1,,1,,,59,1,,29,89,164,8,1,,,,22,128,622,87,75,18,12,,,,,,,,2,,,,26,101,4,384243,3,23683,8,1716,,,2,1500,1,43,4,1900,1,38,1,,,,,16,1,43,59,5,15267,4,3093,,,41,12252,,,,,1583,10378,42632,,,,9,274,2776,467,505,3134,2637,532,374,906,1510,166816,1178520
2002,2003,8/22/1969,Fort Worth,,,,,1,,,,,45,2,1,12,60,64,11,1,,,,62,12,93,88,38,22,23,3,1,1,,,,3,,,3,1,2,300,1,140000,1,3047,6,762,,,1,101,16,35000,,,,,,,,,,15,,,15,,,4,1463,,,14,6816,1,245,,,7285,20813,36637,2,,7,10,517,6633,485,568,6390,3200,852,368,4552,4574,400078,2698443
2002,2003,12/15/1967,Fresno,,,,,1,,,,,88,1,,27,116,30,18,1,,,1,5,4,131,86,73,9,4,,,,,,,40,,,,4,131,175,3,661569,,,2,215,,,,,1,120,13,433623,,,,,,,,23,,,23,,,2,1369,,,23,5301,,,,,7698,24406,38797,3,,,22,311,16320,719,842,11193,4238,1962,313,2275,3315,375000,2410600
2002,2003,12/16/1939,Gallup,,,,,1,,,,,30,4,,14,48,23,,1,,3,,29,10,123,54,24,18,7,3,,2,,,,35,,,2,4,23,8,,,,,1,54,,,3,66,2,86,24,44290,,,1,40199,,,,3,,,3,,,,,2,253,,,10,1470,,,1254,3542,6522,1,,3,21,105,905,252,139,901,530,129,66,195,606,53743,477000
2002,2003,,Galveston-Houston,,,,,1,2,,,,143,4,1,49,197,222,34,,,,,250,12,482,150,98,51,1,,,,,,,8,17,,,,,,4,456534,8,91437,3,459,2,262,39,4131,4,3462,11,405530,,,,,1,20,27,23,4,9,52,1,7174,2,336,6,2559,43,14000,6,2090,,,16030,67109,109350,13,,2,47,1363,19630,1616,922,16597,8411,2715,975,3690,3825,1006425,4704532
2002,2003,12/17/1956,Gary,,,,,1,,,,,75,6,1,35,117,42,10,,,,,39,16,110,74,63,4,7,,,,,,,4,6,,1,1,4,67,6,979541,,,3,466,3,88,2,500,1,700,7,10000,,,,,,,,10,1,6,16,1,1141,3,1499,,,27,6929,1,97,,,958,9315,19844,3,,,9,435,2063,158,283,2265,1974,477,239,716,1811,186200,765024
2002,2003,7/20/1971,Gaylord,,,,,1,,,,,43,2,,20,65,13,5,1,,2,,12,2,45,81,42,9,17,4,,3,6,,,,,,,1,12,49,3,350381,,,,,2,29,,,1,618,20,4900,,,,,,,,9,,,9,,,4,688,,,16,2668,,,,,1695,4177,9237,,,,3,214,993,123,170,1040,2175,269,179,448,913,80165,497120
2002,2003,4/11/1917,Grand Island,,,,,1,,,,,41,3,1,31,76,,,1,,,,,,73,39,39,,,,,,,,,43,,,,,,,,,2,169342,1,75,,,,,,,,,,,,,,,,4,,,4,,,4,876,,,7,696,,,,,2799,4488,8863,,,,4,118,1049,125,176,1049,776,152,163,315,524,54549,295176
2002,2003,,Grand Rapids,,,,,1,,2,,,82,3,,29,114,21,15,3,,3,9,26,1,279,90,83,3,4,,,,,,,12,2,,,,35,385,2,593000,,,1,150,,,,,1,322,7,20100,,,7,11005,1,2,,10,,,12,1,2579,4,1899,,,39,6772,,,,,2476,14463,28204,,,,19,600,2841,344,,3023,2666,577,342,919,1358,162670,1283717
2002,2003,5/18/1904,Great Falls-Billings,,,,,1,,,,,36,4,1,28,69,14,8,2,,1,,4,1,74,66,32,10,18,3,,2,1,,,44,,,,1,11,55,3,182852,,,,,,,7,400,,,3,43950,,,,,,,,5,,,5,1,825,2,382,1,196,8,1518,4,683,,,1436,4099,9144,2,,,11,249,807,94,103,831,1341,129,137,266,857,57144,391360
2002,2003,,Green Bay,,,,,1,1,1,1,2,117,6,3,8,212,130,8,1,2,,9,104,34,603,185,99,24,50,1,,6,5,,,3,15,,3,3,74,169,7,890445,,,14,1304,,,1,85,4,9742,8,162813,1,7,,,,,,12,1,9,21,2,5014,5,1435,1,770,72,11040,,,,,8704,24352,51336,1,,3,38,932,4656,213,375,4679,3663,1304,404,1708,3396,381472,930419
2002,2003,3/10/1951,Greensburg,,,,,1,,,1,,96,8,,38,142,79,,2,,3,,,31,295,103,73,8,22,,,,,,,,,1,2,1,14,46,1,19849,,,2,122,,,,,,,6,5133,1,40,2,3,,,,5,1,27,32,2,4871,2,788,,,20,4678,3,250,,,2438,7616,20673,24,,6,48,359,1930,160,282,2342,2486,491,365,856,2687,183034,681720
2002,2003,,Harrisburg,,,,,1,,,,,112,8,,37,157,32,17,2,,2,,47,,464,89,77,12,3,,,,,,,7,,,,,,,1,193689,,,4,1061,1,162,,,5,277,16,4949,,,,,,,,21,,,21,,,7,3816,,,39,10337,1,107,,,1962,20873,37116,1,,,74,820,3088,441,481,3617,3278,556,600,1156,2344,247861,2027835
2002,2003,,Hartford,,,1,,,2,,,,244,14,,99,357,133,22,1,,1,,290,60,883,216,182,20,14,,,,,,,2,,,2,43,44,110,3,778150,1,61,2,350,1,70,3,170,1,60,,,,,,,1,,,7,1,123,130,2,5945,4,5417,5,2951,68,17250,3,371,,,14452,56621,103137,20,,53,50,110,9183,234,272,10322,7702,2100,426,2526,10660,698655,1873983
2002,2003,,Helena,,,1,,1,,,,,52,12,1,26,91,7,6,,,2,,34,1,43,58,41,4,9,2,,3,,,,39,14,,,1,26,28,3,142788,,,,,,,3,127,,,,,,,,,,,,7,,,7,1,1382,2,395,,,4,814,,,,,1298,3816,9482,9,,1,4,176,715,264,103,741,801,126,107,233,678,67693,509439
