,1991,1996,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Lake Charles,618,490,,463,444,465,440,497,409,352,409,300,294,272,294,279,268,280,275,272
Lansing,2022,2340,,1607,1554,1521,1370,1260,1189,1002,1081,968,978,846,787,731,771,812,769,702
Laredo,,,,,,554,556,530,434,484,467,420,438,409,428,383,452,361,366,351
Las Cruces,547,603,,491,526,443,460,347,381,382,314,340,353,412,329,358,309,333,303,298
Las Vegas,,,,639,753,739,728,722,608,648,697,680,629,653,653,524,565,546,521,481
Lexington,319,338,,311,284,267,264,272,248,244,227,225,232,212,210,176,195,208,187,182
Lincoln,516,491,,457,486,473,471,419,414,406,427,415,424,412,445,474,398,429,382,386
Little Rock,539,583,,608,706,637,611,648,619,593,580,608,559,590,587,574,595,547,501,527
Los Angeles,12935,12866,,12114,11815,12406,10817,10492,10586,11766,10502,9006,8900,8445,7776,7752,7630,7273,7230,7192
Louisville,1277,1196,,1042,1076,1132,1039,935,908,902,852,803,692,763,705,686,638,611,629,589
Lubbock,355,391,,369,365,453,349,349,340,350,368,212,277,243,276,255,291,245,296,219
Madison,1616,1408,,1253,1270,1213,1159,1027,1024,932,1034,935,878,871,742,751,706,686,654,570
Manchester,2063,1645,,1406,1407,1257,1257,1305,1072,880,699,627,687,571,517,584,479,433,467,427
Marquette,723,622,,497,505,537,486,470,465,395,383,412,296,301,313,246,232,241,215,214
Memphis,454,407,,377,384,357,455,322,329,299,324,311,312,282,229,272,305,231,316,260
Metuchen,2741,2224,,1798,1860,1786,1600,1553,1427,1345,1282,1177,1081,958,1055,987,992,929,882,854
Miami,3810,4070,,3152,3091,3319,3285,2977,2680,2726,2747,2715,2498,2633,2093,1945,1899,1961,1894,1806
Military Services USA,,1651,,,1847,1570,956,839,778,778,819,795,691,552,701,758,883,801,773,1773
Milwaukee,4516,3742,,3437,3189,3153,3043,2716,2812,2678,2572,2457,2299,2152,1942,1833,1762,1733,1647,1512
Mobile,444,463,,404,377,409,388,359,317,360,330,340,305,312,327,278,341,327,320,261
Monterey,952,997,,1017,1035,1068,1061,895,921,922,986,897,1521,1005,1004,850,858,860,800,758
Nashville,391,432,,444,458,460,491,388,446,406,437,465,370,364,424,399,399,416,388,420
New Orleans,2897,2496,,2451,2266,2260,2145,2097,1982,1887,1887,1501,11440,1563,1525,1381,1411,1329,1213,1339
New Ulm,533,464,,502,452,415,431,389,363,374,354,357,333,355,326,289,284,228,246,210
New York,10382,8455,,7682,7309,6984,6904,6340,6119,5978,5638,5225,4881,4937,4679,4570,4570,3961,4150,3846
