Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2004,2005,,MD,Baltimore,1,,,1,,2,1,,,198,16,1,59,274,229,503,26,3,4,1,,171,65,1058,151,103,26,15,2,,2,3,,,8,,2,3,0,40,225,6,1037585,4,1694,24,2259,10,1209,11,2123,6,181,57,725823,1,225,1,3349,2,21,201,4,0,0,25,4,11728,9,4469,12,7223,63,22526,6,1566,1,128,3291,29152,80108,42,,14,78,2853,6965,504,769,6755,5495,1124,686,1810,4678,509579,3026296
2004,2005,7/20/1961,LA,Baton Rouge,,,,,1,,,,,56,1,,20,77,37,114,2,,2,,,38,9,116,68,47,12,8,,,,1,,,,,,,2,15,94,3,321675,,,7,651,0,0,,,5,317,8,151953,,,,,0,0,0,16,0,0,16,1,1990,6,2653,2,1709,25,11953,,,,,4432,8796,31549,1,,4,18,1020,2433,207,383,2620,2234,608,265,873,1699,203413,870624
2004,2005,9/29/1966,TX,Beaumont,,,,,1,,,,,30,3,,14,47,25,72,4,,,3,,33,2,26,45,24,15,3,,,,,,,8,2,,,2,10,35,3,358017,,,,,0,0,,,,,3,50258,,,,,0,0,0,7,0,0,7,,,1,476,,,6,1291,,,,,1470,7230,10474,,,,5,165,1385,209,244,1170,566,208,132,340,900,80618,600679
2004,2005,,IL,Belleville,,,,,1,,,,,79,3,,47,129,42,171,3,,,1,,28,7,204,124,74,1,38,2,,5,5,,,,,,,,20,25,5,534675,,,3,301,0,0,5,209,1,150,3,27000,,,,,0,0,0,6,0,0,6,,,3,1448,,,34,5780,,,,,1140,4425,12799,1,,1,20,419,1538,184,232,1523,1727,318,272,590,1351,110577,850000
2004,2005,3/1/1977,MS,Biloxi,,,,,1,,2,,,39,,,11,50,30,80,14,,,1,,26,25,43,45,35,8,2,,,,,,,12,,,,,7,15,,,,,7,656,0,0,,,,,7,124586,,,1,10816,0,0,0,12,0,0,12,,,4,98,1,530,14,3073,,,,,2399,3225,10219,,,5,11,356,809,469,203,1012,893,158,163,321,704,67715,801779
2004,2005,6/28/1969,AL,Birmingham,,,,,1,,1,1,1,53,5,1,19,78,42,120,0,3,1,,,41,16,143,74,44,14,8,2,,4,2,,,17,,,,,19,51,1,174688,1,29892,,,0,0,,,,,12,73496,,,,,0,0,0,9,0,0,9,,,5,1574,1,115,17,5361,1,236,1,120,1868,7029,16312,9,,0,11,526,1750,167,325,1298,1306,229,176,405,528,88515,2819062
2004,2005,12/31/1909,ND,Bismarck,,,,,1,,,1,3,41,3,,24,68,26,94,8,0,,2,3,69,21,123,62,40,6,14,2,,,,,,38,,,,1,6,31,4,294696,,,4,405,0,0,,,1,160,,,,,1,8,0,0,0,18,0,0,18,1,2757,3,988,,,11,1520,,,,,2741,6444,14468,,,,6,159,969,105,98,1087,1141,231,163,394,788,62739,258999
2004,2005,,ID,Boise,,,,,1,,,,,41,5,,35,81,13,94,5,2,,1,,51,6,90,51,41,2,6,,,2,,,,31,31,,,,7,57,5,841100,,,,,0,0,4,160,,,17,310000,,,,,0,0,0,23,0,0,23,,,1,659,,,13,2578,,,,,3148,6612,13020,,,,1,195,2420,286,230,2437,1026,334,169,503,723,146200,1395000
2004,2005,,MA,Boston,,1,1,,,5,,1,,466,34,7,343,850,601,1451,43,7,,2,14,254,191,2444,306,289,17,,,,,,,,,2,7,59,,42,64,8,1445613,3,6909,16,3633,0,0,11,1110,21,1722,43,20600,,,3,35410,2,31,71,8,1,51,90,7,22900,5,2137,30,15466,103,31002,10,2137,3,325,29968,107565,211590,18,,35,223,3681,21889,3620,254,21838,16409,4445,1094,5539,18646,2079730,4000403
2004,2005,8/6/1953,CT,Bridgeport,,,,,1,,,,,204,13,2,57,276,52,328,12,4,,2,6,98,0,396,87,82,5,,,,,,,,1,,,,,15,0,1,232787,,,3,867,0,0,1,53,10,40,17,10511,,,,,1,11,0,13,0,0,24,3,11161,5,2610,3,1263,34,8449,2,518,1,11,4070,31675,59781,10,,0,31,838,6036,109,0,5510,5692,1260,254,1514,3158,403757,899152
2004,2005,,NY,Brooklyn,,,,,1,3,2,,,340,40,,209,589,187,776,121,2,,6,,144,179,969,215,177,24,13,1,,,,,1,,2,,,11,141,160,4,662800,17,342010,6,1400,6,6702,28,4845,34,9500,94,108220,74,3190,29,3577,1,11,8,20,1,2,33,3,21901,4,2092,16,15599,144,44293,3,404,1,119,3770,45521,133732,12,,57,197,3465,19593,839,621,14290,11225,3080,375,3455,10503,1832235,4698009
2004,2005,7/10/1965,TX,Brownsville,,,,,1,,1,,,61,0,,14,75,41,116,7,3,0,0,,70,21,109,79,41,25,11,,,,,2,,47,1,1,,5,26,73,,,2,1035,2,226,0,0,1,68,,,6,38256,,,2,3704,1,9,0,15,0,0,24,,,,,2,836,8,2167,3,967,,,7936,28575,40505,2,,12,11,290,4014,660,560,6859,3003,709,74,783,2425,888004,1044711
2004,2005,,NY,Buffalo,,,,,1,1,2,,,238,7,,137,382,160,542,8,5,,3,5,108,48,1162,265,198,21,42,3,,1,,,,9,2,,,,68,156,6,1398442,1,1016,12,2006,0,0,3,217,2,165,5,237525,7,44,1,10091,2,20,5,1,1,0,21,7,16999,,,16,6071,76,17218,5,1025,1,516,12186,36559,90595,64,4,22,104,2748,5704,471,417,6783,5654,1518,575,2093,6947,702884,1573477
2004,2005,,VT,Burlington,,,,,1,,,,,64,2,,37,103,47,150,7,2,,1,,40,21,181,85,59,16,10,,,,,,1,42,1,,1,1,,,,,,,4,218,0,0,,,,,1,7007,,,,,0,0,0,9,0,0,9,2,3139,2,577,,,11,1547,4,810,,,2587,8068,16737,3,,,12,685,1492,102,124,1398,1162,329,154,483,1412,149460,608827
2004,2005,12/9/1937,NJ,Camden,,,,,1,,,,,183,12,3,102,300,40,340,26,2,,2,,115,18,344,125,120,5,,,,,,,,10,34,,,18,341,78,1,298136,2,12662,5,1257,1,7,2,24,1,902,1,7372,1,444,1,6200,0,0,0,29,0,0,29,,,7,6121,3,1434,56,12666,1,47,2,653,1482,33583,56015,10,,8,85,1346,6115,555,7248,6250,5756,1104,429,1533,4456,450271,1347648
2004,2005,,SC,Charleston,,,,,1,,1,,,54,3,1,31,89,41,130,26,2,1,,,84,20,131,92,81,29,3,2,1,2,,,,26,10,1,,,,,3,359894,,,1,17,0,0,,,,,7,41220,,,,,0,0,0,18,0,18,18,,,2,1271,2,410,26,5817,,,,,2194,7446,17156,3,,2,15,480,2441,305,441,2721,1997,351,290,641,1119,155259,4186392
2004,2005,1/12/1972,NC,Charlotte,,,,,1,,1,1,1,69,4,,36,109,65,174,5,3,,1,,76,10,117,69,49,20,,,,,,,,20,3,1,,3,18,84,,,13,184000,1,200,0,0,13,992,2,47,,,1,174,1,107,0,0,0,15,0,0,15,2,800,2,1636,,,16,5604,,,,,3265,16565,27885,4,,0,7,594,5124,262,681,3591,2553,501,349,850,796,145148,4600000
2004,2005,,WY,Cheyenne,,,,,1,,1,,,29,,,15,44,13,57,9,0,,2,1,16,6,27,36,28,8,,,,,,,,40,,,,6,26,75,,,,,2,153,1,110,2,50,20,,9,12829,,,,,0,0,0,13,0,0,13,,,,,1,29,6,893,,,,,1378,8291,10604,,,,4,99,840,180,162,783,1616,147,139,286,468,49459,503000
2004,2005,,IL,Chicago,1,,,,,6,4,,,553,22,2,265,842,815,1657,164,16,8,16,19,628,342,2508,372,295,53,23,,,1,,,,10,7,,1,15,135,544,20,3044402,2,17500,38,5548,3,800,33,2294,5,1029,120,582760,7,1041,10,141254,3,348,144,2,1,179,529,5,45148,6,1720,34,26864,231,77059,3,707,6,500,10840,103068,266455,69,6,43,217,5399,39550,1650,1500,30281,22323,6946,1395,8341,16850,2363000,6059000
2004,2005,,OH,Cincinnati,,,1,,,1,,,,192,6,1,86,285,223,508,4,8,0,3,,145,147,1089,222,159,20,37,1,,2,3,,,,,,,8,34,310,9,995000,2,400,13,2451,1,172,1,372,,,6,152294,1,37,6,5387,1,29,7,4,0,0,33,4,22110,17,12246,4,3098,106,36290,4,1666,1,133,6924,30187,112687,19,2,19,97,3094,7168,707,756,8056,7660,15660,944,2504,4282,500032,2819234
2004,2005,,OH,Cleveland,,,,,1,3,1,1,,304,7,5,117,433,127,560,33,3,,1,8,191,51,1250,233,203,15,5,5,,5,,,,1,2,,1,2,83,185,3,491548,,,24,4029,1,213,8,943,7,1093,23,1168732,2,306,3,56609,2,46,1,,0,14,60,3,6976,6,3392,17,10435,115,40607,9,2363,2,150,6232,41062,111277,26,,23,180,3603,9088,876,851,10768,11010,2195,1056,3251,8770,802767,2853155
2004,2005,1/30/1984,CO,Colorado Springs,,,,,1,,1,,,26,3,,11,40,28,68,6,,,,,28,3,120,34,20,7,4,2,,,,,1,9,,,,0,1,75,2,332429,2,109,2,103,0,0,,,,,,,,,,,0,0,0,7,0,0,7,,,,,1,350,6,1700,,,,,2831,2976,7864,,,,1,125,1644,181,194,1591,1474,191,137,328,497,156960,872000
2004,2005,,OH,Columbus,,,,,1,,1,,,111,11,,58,180,43,223,10,6,,2,,76,3,322,106,91,6,8,1,,1,,,,3,,,1,0,20,73,4,679321,2,45700,20,2024,0,0,1,178,,,28,391801,1,100,,,1,8,125,8,0,0,16,2,3444,11,4792,,,44,12589,2,515,,,901,15032,37289,1,,0,9,1050,3503,444,600,3943,3369,585,511,1096,1693,245413,2426455
2004,2005,3/23/1912,TX,Corpus Christi,,,,,1,,1,,,66,6,,25,97,40,137,22,1,5,2,,66,4,194,68,56,12,,,,,,,,31,3,1,,0,13,40,6,535165,,,2,121,0,0,2,174,2,2055,11,73084,,,,,0,0,0,14,0,4,18,1,34,,,1,235,14,2087,2,509,,,3313,10782,16978,7,,1,30,231,3097,193,239,2502,712,696,116,812,1780,386219,551741
2004,2005,,KY,Covington,,,,,1,,1,,,49,,,45,94,5,99,1,1,,1,,28,8,372,46,38,,3,2,,3,,,,6,,,0,,11,46,3,481207,,,3,952,2,204,2,154,,,4,76638,,,1,3297,0,0,0,12,0,0,12,,,7,2592,2,748,27,8517,2,460,,,290,3404,16023,1,,1,49,702,1266,436,167,1658,1558,308,178,486,896,89736,464629
2004,2005,12/31/1909,MN,Crookston,,,,,1,,,,,27,5,,14,46,2,48,4,1,,,,15,1,128,68,23,2,43,,,1,,,,,,,,1,14,41,3,50843,,,2,370,0,0,1,49,,,,,,,,,0,0,0,6,0,0,6,,,1,180,,,9,1334,,,,,1799,3783,7102,,,,5,132,509,49,89,496,606,127,102,229,411,42143,249226
2004,2005,,TX,Dallas,,,,,1,,1,1,,70,5,,27,102,73,175,32,2,1,,,145,15,127,67,47,11,9,,,,,,,8,,,,2,46,308,0,0,,,1,49,0,0,7,386,,,15,37063,,,,,1,8,22,7,1,15,30,1,3005,3,1698,4,2083,33,10779,2,534,1,123,5249,36565,60066,25,6,5,60,1087,16451,670,504,10959,6780,1300,430,1730,1423,887988,3418063
2004,2005,,IA,Davenport,,,,,1,,,,,81,7,,28,116,2,118,4,1,,,,46,1,187,84,58,2,22,,,,2,,,1,1,,1,,14,46,3,455500,,,2,346,0,0,,,,,1,5300,,,,,1,4,0,7,0,0,11,2,3875,7,1441,,,18,3844,,,,,2767,9393,21331,2,,,5,387,254,256,204,1977,1733,351,273,624,1061,103037,728048
2004,2005,,CO,Denver,1,,1,1,,1,,1,,111,5,,46,162,113,275,31,5,,4,,165,13,317,120,98,16,,1,,,,,,29,,,,11,318,220,3,313533,5,750,11,3457,0,0,10,938,1,88,22,117669,16,48,1,67,1,71,16,2,0,0,73,1,16335,2,1000,5,2365,42,11003,2,592,,,3524,23427,58319,11,,2,36,1190,12269,983,0,8579,5621,1374,490,1864,2612,344042,2996708
2004,2005,8/12/1911,IA,Des Moines,,,,,1,,,,,64,3,1,26,94,10,104,1,2,,0,,75,4,87,83,50,5,26,2,,,,,,,,,,,13,9,3,887267,,,1,380,0,0,,,1,986,5,75028,,,,,0,0,18,,0,0,18,1,659,2,1365,,,16,4914,,,,,1815,10282,19053,1,,0,8,435,2023,174,287,1889,1643,286,263,549,845,97978,718153
2004,2005,,MI,Detroit,1,,,,,5,2,,,302,8,2,134,446,214,660,46,9,2,0,8,141,103,1837,305,243,29,31,2,,,,,,6,,,,,,,12,1622114,8,14206,12,2441,8,1589,2,676,8,3011,13,25883,1,70,,,2,32,66,2,2,12,46,4,20317,14,4262,16,8480,101,37418,7,1877,,,1563,64445,138408,8,,22,100,2575,14068,1225,1629,16846,10921,2830,1641,4471,11073,1457780,4441551
2004,2005,5/19/1951,KS,Dodge City,,,,,1,,,,,20,2,,14,36,8,44,4,,,0,,9,,99,45,15,3,27,,,,,,,,,,,,15,2,3,99338,,,,,0,0,,,,,4,3600,,,,,0,0,0,3,0,0,3,,,,,,,8,907,,,,,1878,3756,6544,,,,,87,1115,73,104,959,609,203,72,275,350,55053,222502
2004,2005,,IA,Dubuque,,,1,1,,,,1,2,125,8,,93,226,31,257,2,4,,0,0,76,24,839,195,87,1,83,7,5,10,2,,,1,1,1,5,1,50,350,7,1400102,3,372,6,620,0,0,1,24,,,2,201,,,,,1,2,2,7,1,91,100,3,4409,7,2636,,,50,11283,,,,,5804,12037,36269,3,,,19,963,3067,108,313,3339,2970,721,492,1213,2121,210509,927161
2004,2005,,MN,Duluth,,,,,1,,,,,48,4,,20,72,9,81,3,0,,4,2,35,1,146,93,43,6,41,3,,,,,,,,,,1,2,48,2,412401,,,2,305,0,0,1,146,,,,,,,,,0,0,0,17,0,0,17,1,3015,,,,,12,1812,,,,,3547,4549,12940,,,,10,149,937,47,95,845,730,211,174,385,1051,68950,431000
2004,2005,3/3/1914,TX,El Paso,,,,,1,,,,,55,2,,23,80,34,114,3,,,,,10,13,254,58,38,15,2,3,,,,,,22,,,,,20,32,,,,,1,90,0,0,,,,,,,,,,,1,9,1,2,2,24,35,,,1,522,2,671,9,3195,3,857,,,5671,13740,24691,4,,5,32,316,9538,144,288,6062,3957,1298,130,1428,2064,656035,811739
2004,2005,,PA,Erie,,,,,1,,1,,,159,8,,46,213,7,220,4,0,,2,11,41,,413,126,102,3,21,,,,,,,19,,,,,16,12,1,171999,,,4,879,0,0,2,170,2,169,9,105878,,,1,190,1,11,0,13,0,0,24,2,6819,5,1649,2,1144,36,7488,1,352,,,6141,9545,33162,19,,,29,706,1801,233,220,2463,2191,474,322,796,2650,225934,874057
2004,2005,11/11/1944,IN,Evansville,,,,,1,,,,,56,2,,29,87,6,93,0,3,,2,0,21,2,276,70,47,3,18,1,,1,,,,,5,,,,17,60,2,457263,1,58,3,125,0,0,1,272,,,9,135200,,,,,0,0,0,7,0,0,7,,,4,1591,,,24,6383,,,1,43,2097,6092,16213,0,,2,12,478,1190,86,147,1402,502,336,223,559,848,87872,494218
2004,2005,8/8/1962,AK,Fairbanks,,,,,1,,,,,9,1,,1,11,14,25,2,1,,,1,38,3,20,47,6,11,,,3,2,17,1,7,,2,,,3,20,17,,,,,,,0,0,,,,,2,2050,,,,,0,0,0,2,0,0,2,,,1,225,,,1,290,,,,,580,1620,2717,1,,,1,0,322,10,40,350,189,63,25,88,119,17900,158000
2004,2005,3/12/1904,MA,Fall River,,,,,1,,,,,114,8,2,35,159,113,272,1,1,,1,0,85,16,233,96,83,11,2,,,,,,,17,,2,7,,8,72,1,147857,0,0,4,541,1,159,1,52,3,78,5,39120,,,31,,0,0,0,10,0,0,10,1,2328,4,2954,,,26,5424,,,,,6034,28722,45672,18,,7,5,690,4447,101,108,4465,4077,1167,291,1458,4000,344474,834604
2004,2005,,ND,Fargo,,,,,1,,1,,,88,15,1,50,154,7,161,7,3,,4,3,42,,170,149,72,2,75,,,,,,,,,,10,,3,53,9,107743,,,13,1550,0,0,1,18,1,,5,7275,,,,,1,6,5,8,0,0,14,,,1,293,,,13,1811,,,,,3547,7848,13513,1,,,,175,1275,53,149,469,4530,265,175,440,798,78228,373963
2004,2005,,IN,Fort Wayne-South Bend,,,,,1,,,,,61,0,,26,87,157,244,23,1,6,1,,19,132,558,84,58,15,11,,,,,,,,1,,,1,32,99,4,223612,5,44485,8,2008,0,0,2,980,,,8,153079,0,0,5,9794,0,0,0,14,1,23,37,5,15848,4,3183,,,41,11034,,,,,803,9103,40008,0,,,0,780,2743,320,444,3067,2794,529,332,861,1576,155715,1212932
2004,2005,8/22/1969,TX,Fort Worth,,,,,1,,,,,42,4,1,17,64,51,115,0,1,,1,0,73,6,83,88,37,23,19,7,1,,,,,3,,,,6,12,325,1,160000,1,3200,6,902,0,0,,,16,36000,,,,,,,0,0,0,15,0,0,15,1,50,4,1443,,,15,5103,1,211,,,7452,19786,34060,0,,0,0,0,6385,885,660,6166,3036,884,543,1427,1086,425781,2834051
2004,2005,12/15/1967,CA,Fresno,,,,,1,,,,,92,3,,47,142,31,173,17,4,,1,0,31,,122,86,55,12,19,,,,,,,46,,,,1,23,122,3,533988,,,2,215,0,0,14,521,1,360,7,67772,,,,,0,0,0,20,0,0,20,,,2,1295,,,23,5212,,,,,8834,26665,42026,1,,,21,355,18020,605,406,11730,4483,2039,317,2356,3625,581000,2327272
2004,2005,12/16/1939,NM,Gallup,,,,,1,,,,,26,5,,9,40,23,63,0,,,,0,31,12,130,53,21,15,11,3,,3,,,,25,,,,2,20,4,,,,,1,52,1,62,3,60,1,24,24,65150,,,1,49320,0,0,0,1,0,0,1,,,,,2,250,,,10,1441,,,1030,3336,6058,1,,4,26,99,889,241,106,822,642,140,50,190,784,56792,468000
2004,2005,,TX,Galveston-Houston,,,1,,0,2,,,,148,3,1,48,200,206,406,30,3,,1,0,378,10,504,150,100,47,3,,,,,,,8,17,,1,,,,4,356212,5,54068,3,396,2,365,39,2763,4,3134,11,344672,,,,,1,23,30,9,7,13,45,1,3648,2,320,6,3362,43,10019,6,2017,,,16127,67813,103351,13,0,2,53,1460,21719,1897,871,18382,9304,2731,771,3502,3623,1018109,5061036
2004,2005,12/17/1956,IN,Gary,,,,,1,,,,,73,6,1,28,108,43,151,9,1,,1,0,46,10,98,72,60,4,8,,,,,,,4,6,,1,3,11,54,6,1047409,,,3,400,3,206,2,500,2,700,7,10000,,,,,0,0,0,8,1,7,15,1,1320,3,1314,,,24,6630,,,,,475,9675,19429,5,,,13,509,1977,136,182,2264,1922,448,239,687,1837,185200,773026
2004,2005,7/20/1971,MI,Gaylord,,,,,1,,,,,44,3,,19,66,12,78,7,2,,2,2,17,1,36,81,44,7,18,7,,3,2,,,,,,,1,7,34,3,375000,,,,,2,45,7,178,1,250,23,6399,,,,,0,0,0,9,0,0,9,,,4,649,,,16,2603,,,,,1704,4383,9348,,,,2,196,999,105,159,958,1176,214,122,336,873,76364,511413
2004,2005,4/11/1917,NE,Grand Island,,,,,1,,1,,,40,3,1,28,72,0,72,0,1,,0,,,,68,36,36,,,,,,,,13,33,,,1,,,,,,2,167358,1,75,0,0,,,,,,,,,,,0,0,0,2,0,0,2,,,4,679,,,7,824,,,,,2647,3808,7960,,,,1,114,1096,87,135,1066,758,180,157,337,595,57833,301328
2004,2005,,MI,Grand Rapids,,,,,1,1,2,,,74,4,,28,106,14,120,12,1,0,1,1,32,1,257,90,78,1,8,1,,,2,,,12,2,,,1,11,132,2,593000,,,1,145,0,0,,,1,5745,8,36117,,,8,12470,0,0,0,8,0,0,8,1,2338,4,1882,,,39,7620,,,,,2244,11819,25911,,,,7,493,2533,292,,2873,2503,536,337,873,1359,162670,1283717
2004,2005,5/18/1904,MT,Great Falls-Billings,,,,,1,,,,,35,4,0,30,69,14,83,8,,,,,7,1,66,66,28,10,21,3,,,,4,,44,,,,1,11,39,3,499420,1,325,2,660,0,0,8,458,,,3,70694,,,,,0,0,0,5,0,0,5,1,801,2,399,1,192,8,1511,4,686,,,1297,3601,8132,2,,,12,253,874,102,143,916,1037,135,227,362,771,50377,391360
2004,2005,,WI,Green Bay,,,,,1,1,2,1,3,113,5,3,80,201,114,315,7,2,1,2,11,118,32,654,183,94,21,56,1,,8,3,,,3,15,,2,,51,176,7,270080,,,15,1464,0,0,2,100,4,9869,8,191284,1,6,,,0,0,0,16,1,6,22,2,3195,5,1332,1,780,65,9939,,,,,9500,19000,43768,0,,3,22,742,4409,173,239,4272,3638,1138,416,1554,3298,375694,951124
