Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2008,2009,2/25/1924,,Pittsburgh - Byzantine,,,1,,,,,1,,40,1,,16,57,8,65,11,,1,1,1,17,3,82,79,41,3,35,,0,,,,,2,3,,,1,10,,,,,,2,565,,,,,,,,,,,,,1,2,5,,,,2,,,,,,,1,162,,,,,294,1001,1459,,,,2,13,153,11,15,44,215,187,58,25,83,447,58997,
2008,2009,,OR,Portland in Oregon,,,1,,,1,,2,2,96,3,2,48,149,167,316,18,2,,9,4,53,91,417,124,80,31,8,3,0,0,2,0,,24,1,,,4,23,168,9,2762687,12,327607,8,2340,,,4,2260,9,826,14,1035872,3,44,,,1,20,93,22,,34,80,2,5272,3,1470,7,3986,39,8627,2,446,,,3709,11886,35476,31,,2,28,1176,6105,436,386,609,5470,2854,726,322,1048,2172,409864,3232130
2008,2009,,ME,"Portland, ME",,,,,1,0,1,,,72,1,,86,159,34,193,10,2,,1,,32,20,322,93,43,4,46,0,0,0,0,0,,27,,8,16,,6,45,3,543830,,,4,1018,,,2,226,1,1006,2,500,,,2,4430,,,,6,,,6,1,2808,1,273,2,773,13,2775,1,192,,,1042,7503,15372,2,2,1,9,364,1636,105,107,149,2125,2241,399,253,652,2445,188092,1317207
2008,2009,,RI,Providence,,,,1,1,0,4,1,2,171,9,,97,277,123,400,13,5,,2,,103,89,508,150,131,9,10,0,0,0,0,0,,5,22,,,3,17,147,1,250000,1,200,9,44574,,,2,115,2,178,8,62300,1,2,6,90000,1,9,16,10,,,19,2,7403,4,2150,8,3745,39,8693,4,1316,,,7795,24465,55586,53,,30,59,1646,4122,422,149,253,4552,4524,1107,195,1302,5163,624120,1057832
2008,2009,11/15/1941,CO,Pueblo,,,,,1,0,1,,,33,1,1,29,64,18,82,3,2,1,,,41,2,60,52,35,14,3,2,0,0,1,0,,53,,,2,3,11,54,5,915000,2,5000,1,847,,,,,,,1,5650,,,,,,,,4,,,4,,,,,,,3,796,1,122,,,2760,5573,9225,,,,8,118,1660,86,211,1480,1208,715,189,68,257,1780,96904,621000
2008,2009,12/12/1924,NC,Raleigh,,,,,1,0,1,,,62,2,,28,92,52,144,23,2,,,1,41,2,55,78,54,19,2,0,0,3,,0,,17,7,1,,1,22,,,,,,,,,,,,,,10,40135,,,,,,,,15,,,15,,,1,1166,1,108,32,7950,,,,,3753,15449,28441,2,,,6,579,5875,618,226,,4906,2018,787,308,1095,1021,227102,4407173
2008,2009,8/4/1902,SD,Rapid City,,,,,1,0,,,,27,1,,11,39,15,54,2,,,1,1,27,3,48,88,21,4,62,0,0,1,0,0,,29,4,,,,5,32,,,1,15733,,,,,1,,1,2625,6,15261,,,2,,,,,10,,,10,,,1,257,1,223,1,614,1,316,,,988,2583,4991,1,,1,3,126,529,38,20,122,449,383,86,72,158,476,27042,227211
2008,2009,3/27/1931,NV,Reno,,,,,1,0,1,,,20,,,10,30,7,37,15,1,,,16,25,4,33,28,18,5,5,0,0,0,0,0,,6,,,,4,9,30,1,94486,3,29579,,,,,2,201,,,9,38000,,,,,,,,3,,,3,,,1,673,,,4,1066,,,,,1171,4158,7071,,,2,,122,1933,132,118,163,1727,588,193,61,254,383,131708,693201
2008,2009,,VA,Richmond,,,,,1,0,1,1,1,92,10,,46,148,30,178,41,,,1,,86,12,207,146,96,13,30,1,6,0,0,0,1,6,,,,12,207,459,10,680000,,,18,1900,,,2,100,7,11000,,,5,2800,6,30000,,,,16,,,16,,,5,925,3,840,23,5673,4,900,,,6042,17308,31704,,,,22,750,3654,183,225,836,3522,2272,559,418,977,1625,234000,5000000
2008,2009,,NY,Rochester,,,,,1,0,,2,2,102,8,,83,193,49,242,27,1,,1,6,126,28,486,131,72,3,35,4,2,7,8,0,,5,,,,1,68,318,2,245000,2,1175,4,1600,,,1,175,8,600,74,820000,10,93,,,,,,6,,,6,,,1,113,6,3474,25,5645,2,489,,,5028,17404,32159,8,,,8,698,3511,486,205,387,3587,3142,851,377,1228,3938,309715,1464779
2008,2009,9/23/1908,IL,Rockford,,,,,1,0,2,1,2,134,6,1,50,191,44,235,11,7,,2,8,137,14,165,105,84,8,12,1,0,0,0,0,,,,1,,10,76,6,3,543664,17,228000,7,3050,,,1,37,,,12,24614,,,,,,,,23,,,23,,,6,3304,2,1005,42,11183,,,,,13414,26028,54957,35,,12,18,1064,6815,120,194,336,7010,5526,801,298,1099,2056,446859,1652331
2008,2009,4/6/1957,NY,Rockville Centre,,,,,1,3,2,,,227,11,1,126,365,48,413,84,9,,9,13,252,81,1156,133,130,3,0,0,0,0,0,0,,1,,,,10,94,559,5,589793,3,27650,3,2157,3,272,,,9,1391,30,39494,20,206,110,88104,1,16,14,3,1,3,22,1,3533,5,5019,6,7915,53,19203,5,1570,1,85,2441,107080,146868,16,,55,68,2075,17552,,619,328,18911,17417,3267,816,4083,11972,1493528,3444128
2008,2009,,CA,Sacramento,,,,,1,0,2,1,1,112,6,,69,187,83,270,33,3,,3,17,150,33,174,103,79,11,12,1,0,0,0,0,,40,5,,,,18,177,6,624199,,,1,136,1,32,2,66,1,169,11,133007,,,,,,,,37,3,2,39,1,118,3,1813,5,2741,43,10213,2,15,,,2637,21488,39064,19,,6,22,1004,10152,544,431,1166,7396,4972,1098,301,1399,2521,974798,3514157
2008,2009,2/26/1938,MI,Saginaw,,,,,1,0,,,,57,1,,36,94,7,101,8,5,,5,,15,1,97,106,55,4,20,4,1,15,7,0,,,,,,1,22,29,1,309092,1,1225,1,158,5,126,5,320,3,164,1,2228,,,2,4183,,,,23,,,23,,,3,723,,,23,2987,,,,,1032,6826,11591,1,,,2,227,1274,126,95,193,1447,1642,385,201,586,1547,113699,708764
2008,2009,,KS,Salina,,,,,1,0,1,,,39,,,22,61,13,74,9,,,,,,1,155,88,31,3,37,0,0,5,8,0,,,,,,1,12,37,,,,,5,437,,,,,,,,,,,,,,,,10,,,10,,,4,399,1,230,11,1741,,,,,1499,4129,8008,4,,,2,223,899,26,61,172,807,790,196,168,364,719,46671,315983
2008,2009,,UT,Salt Lake City,,,,,1,0,,1,2,41,1,,15,57,24,81,10,,,,,58,10,44,48,35,9,1,1,0,0,2,0,,19,,,,1,3,133,,,,,1,1100,,,4,471,,,3,407500,,,,,,,,9,,,9,,,3,1820,,,13,3808,,,,,1799,8473,15909,2,,,2,350,3397,241,269,575,3184,1657,355,123,478,552,235000,2645330
2008,2009,10/16/1961,TX,San Angelo,,,,,1,0,,,,40,3,,6,49,10,59,,,,,,61,4,17,47,42,4,0,1,0,0,0,0,,23,,1,3,4,18,18,,,,,,,,,,,,,,,,,,,,,,12,,,12,,,,,,,3,851,,,,,4549,8190,13602,,,,,65,1798,137,165,357,1900,1363,364,101,465,803,72502,792891
2008,2009,,TX,San Antonio,,,1,1,,1,3,,,96,10,,41,147,197,344,45,5,2,7,24,348,90,708,139,88,45,5,0,0,0,0,0,1,34,,,,4,20,161,4,289000,5,,9,884,3,867,9,1519,5,2970,10,285474,,,1,80,1,24,52,15,7,33,72,4,13524,3,295,7,3345,32,9054,4,1463,,,10957,32615,71325,38,,23,42,1714,10042,714,468,675,8910,5627,2148,334,2483,4615,695079,2196159
2008,2009,11/6/1978,CA,San Bernardino,,,,,1,1,,,1,55,4,,56,115,130,245,22,6,,6,4,108,20,156,94,37,26,18,1,0,0,6,0,,11,,,,1,11,141,2,199461,,,1,225,,,,,1,1200,15,59912,,,,,1,14,,21,,,35,,,2,914,1,232,30,6776,1,458,,,19670,55482,83567,2,,,17,447,18756,1162,588,1572,23552,9450,2898,338,3236,4848,1200750,4288391
2008,2009,7/11/1936,CA,San Diego,,,,,1,1,,1,,110,3,,70,183,81,264,70,1,2,,8,136,23,285,99,87,10,1,0,0,0,1,0,,15,,1,,23,285,,2,30806,1,15000,3,288,2,375,1,556,6,78475,20,162540,1,45,,,1,7,,5,,2,7,2,7850,3,2789,2,1457,43,12081,2,963,1,300,6187,29759,61393,8,,1,38,1639,9213,375,416,291,7922,4395,1325,292,1617,2554,981291,3109455
2008,2009,,CA,San Francisco,,0,1,2,0,2,1,,,120,7,1,85,213,174,387,70,2,4,3,5,84,38,746,90,75,15,0,0,0,0,0,0,,11,21,,,2,33,103,3,568365,4,288408,6,3400,2,500,2,300,19,5700,21,16432,8,500,4,1500,1,10,84,5,1,3,18,3,12364,4,3823,10,4425,54,15421,9,2032,,,1720,13658,53461,9,,5,52,1648,6615,298,275,803,5013,3470,845,241,1086,2523,428952,1702056
2008,2009,1/27/1981,CA,San Jose in California,,,,,1,0,1,,,75,6,1,53,135,205,340,24,1,1,5,5,19,61,334,49,43,6,0,0,0,0,0,0,,2,2,,,0,27,101,2,219093,1,75,1,141,,,1,102,,,1,50000,,,,,,,,22,,,22,1,8490,2,2454,4,4171,29,9838,2,352,,,4880,12711,42918,10,,1,28,996,8449,393,310,912,5604,3165,862,186,1048,1768,600000,1837075
2008,2009,,NM,Santa Fe,,,1,1,,0,,1,,86,1,,43,130,91,221,14,3,1,2,,199,76,183,93,68,18,0,2,0,4,1,0,,216,4,,,1,33,88,1,160000,1,1500,1,25,,,1,56,2,2000,6,365192,1,16,,,,,,15,5,,15,1,2121,1,950,1,842,15,3650,,,,,4990,16937,29505,1,,5,6,555,4937,655,170,317,5303,3340,964,173,1137,3120,310355,1218438
2008,2009,2/21/1962,CA,Santa Rosa in California,,,,,1,0,1,,,54,6,,17,77,9,86,10,,,,,36,34,44,42,39,0,2,0,0,1,0,0,,18,8,,,,1,24,5,712727,,,1,48,1,119,,,,,12,244456,,,,,,,,5,,,5,,,2,833,3,1043,11,2735,1,116,,,1399,4224,10355,1,,2,5,309,3320,84,103,127,2523,1044,448,125,573,893,167945,911678
2008,2009,,GA,Savannah,,,,,1,0,1,,,56,6,,17,79,21,100,18,1,,4,22,60,3,90,55,40,15,0,0,0,1,0,0,,24,,,,2,11,50,1,200000,,,,,1,13,,,,,15,27000,,,,,,,,15,,,15,,,2,455,3,1105,16,4129,,,,,749,4344,10797,,,5,13,461,1886,251,165,271,1508,1142,236,178,414,636,81612,2800000
2008,2009,,PA,Scranton,,,,,1,1,1,,,206,,23,85,314,64,378,17,3,1,2,0,60,8,522,170,165,5,22,0,0,0,0,0,,70,,,8,2,10,35,5,614579,2,120917,4,524,5,765,9,426,9,1764,13,201136,1,153,,,,,,5,1,2,7,4,13044,4,1664,2,907,24,6744,,,1,19,4885,23096,50366,4,,,30,648,3657,,202,216,4204,4667,845,368,1213,4924,325243,1090779
2008,2009,,WA,Seattle,,,1,1,,2,,1,1,118,3,,63,184,69,253,38,3,4,3,,123,16,436,144,95,13,27,0,0,1,8,0,,27,9,1,,,34,484,12,1799917,2,12517,19,7307,251,509,3,178,10,148,99,51620,,,,,,,,31,,,31,2,7478,4,3329,5,3313,58,16155,2,527,,,6500,29400,66733,3,,9,11,1468,7105,641,534,443,6024,4259,850,493,1343,2697,580300,5141900
2008,2009,6/16/1986,LA,Shreveport,,,,,1,0,1,,,22,0,,13,35,13,48,2,,,,2,21,8,52,27,16,9,0,1,0,0,0,0,,14,1,,,1,1,38,2,913,3,451322,1,190,,,3,221,2,1089,23,22964,,,2,891,,,,5,,,5,,,2,650,,,5,1258,,,,,364,1654,3931,,,,2,131,426,57,54,88,501,443,95,60,155,328,39951,791658
2008,2009,1/15/1902,IA,Sioux City,,,,,1,0,1,,,83,6,,55,144,2,146,,2,,2,4,42,,72,115,68,0,47,0,0,0,0,0,,,,,,,8,65,3,188621,,,3,436,,,,,,,5,4634,,,,,,,,9,,,9,1,1114,8,1890,,,17,4618,,,,,3039,6632,17302,3,,,26,577,1582,12,186,210,1422,1397,352,215,567,1136,86162,456854
2008,2009,,SD,Sioux Falls,,,,,1,0,,1,1,78,2,,33,113,25,138,11,2,0,2,,39,8,308,150,65,10,70,1,1,0,0,3,,,,,,1,16,51,11,664350,,,9,1500,,,,,1,8,20,53225,,,,,,,,21,,,21,2,1910,3,969,,,21,4225,,,,,6239,7334,20698,4,,0,3,337,1558,55,51,253,1349,1594,291,264,555,1039,126541,524153
2008,2009,12/17/1913,WA,Spokane,,,,,1,0,,,1,49,4,1,32,86,74,160,5,1,1,1,,55,5,219,82,39,4,37,0,0,1,1,0,,2,1,,,5,5,47,6,563201,,,2,205,1,29,1,241,3,2591,17,177380,2,12,13,707,1,2,12,10,,,12,1,6626,1,134,2,1090,14,3473,,,,,753,2140,14228,0,3,,1,276,1514,110,127,175,1454,1567,225,85,310,586,99363,780696
2008,2009,,IL,Springfield in Illinois,,,,,1,0,1,,,77,4,1,31,113,53,166,,1,,,,24,27,567,131,56,6,12,1,0,3,0,0,,,,0,,27,567,50,6,672154,,,1,110,1,30,1,143,,,,,1,150,,,,,,11,,,11,2,1848,5,1347,1,830,43,9217,,,,,2273,8243,23769,11,,5,39,931,1784,104,156,325,2192,1967,413,327,740,1611,161206,1141749
2008,2009,,MA,Springfield in Massachusetts,,,,,1,0,2,,,95,9,1,44,149,43,192,9,3,,3,,73,15,384,101,76,5,20,0,0,0,0,0,,8,,5,20,1,21,33,1,176201,1,7274,8,533,1,36,2,39,3,158,8,40850,,,2,900,,,,25,,,25,1,1249,4,1326,,,20,4519,,,,,6271,14087,27477,1,,1,24,462,2540,133,59,111,2603,2391,572,139,111,3843,220297,813455
2008,2009,8/24/1956,MO,Springfield-Cape Girardeau,,,,,1,0,1,0,2,47,1,,18,66,46,112,11,2,3,,4,16,51,74,66,41,7,15,1,0,2,0,0,,18,4,,,,19,38,7,989098,,,1,385,,,1,44,,,,,,,,,,,,7,2,6,13,,,3,968,,,23,3595,,,,,1336,3608,9520,,,1,,293,947,87,154,213,1228,934,212,167,379,573,66342,1226079
2008,2009,,FL,St. Augustine,,,,,1,0,1,,,68,2,,34,104,17,121,30,5,,,8,62,1,111,51,43,6,2,0,0,0,0,0,,8,,1,,,,,1,165500,,,2,43567,,,,,,,9,82000,4,29,5,326,,,,7,,,7,,,4,2532,,,27,8491,,,1,106,1126,8435,20697,1,2,,18,667,2185,205,268,453,2684,2190,410,253,663,1121,166464,1942345
2008,2009,,MN,St. Cloud,,,,,1,0,1,1,1,64,1,,48,113,109,222,6,,,1,4,49,59,490,136,53,10,73,0,0,0,0,0,,,,,1,,10,78,4,297129,,,12,1058,1,400,,,,,60,44392,8,56,11,723,,,,18,1,,18,2,4173,1,658,1,338,31,4719,,,,,5609,11234,26749,12,,3,17,760,1758,,50,245,1899,2092,554,214,768,1327,138084,555434
2008,2009,12/4/1982,OH,St. George's in Canton Romanian,,,,,1,0,1,1,,13,,,5,18,3,21,4,,,,,2,5,4,14,10,1,4,,0,,,,,4,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,31,42,75,,,,,,24,2,1,5,24,38,2,3,5,35,5675,
2008,2009,12/3/1983,OH,St. Josaphat in Parma,,,,,1,0,,,,29,6,,12,47,1,48,9,4,,5,1,8,3,3,38,31,,7,,0,,,,,4,,,,,2,,,,,,3,173,,,,,,,,,,,,,,,,8,,,8,,,,,,,,,,,,,43,120,171,,,,,,89,,5,,32,94,29,8,37,189,10685,
2008,2009,,MO,St. Louis,,,,,,1,,1,2,262,13,4,89,368,362,730,16,9,2,4,12,264,138,1632,191,160,22,9,0,0,0,0,0,,,,,1,,,,11,1747168,,,42,42411,4,1256,8,26391,9,1929,12,52479,,,,,2,54,62,4,2,51,109,2,15136,11,4975,18,9126,112,28303,7,1372,8,220,255,20719,80701,103,2,17,126,5005,5962,329,331,739,6528,6478,1415,718,2133,4045,538454,2162174
2008,2009,1/10/1966,NY,"St. Maron, Brooklyn",,,,1,1,0,1,1,,38,4,1,11,54,10,64,5,,,,,14,4,1,34,33,1,,,0,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,1,175,1,3,2,2,,,5,,,,,,,,,,,,,352,1653,2010,,,,,,412,9,25,44,320,409,89,17,106,244,30500,
2008,2009,1/1/1961,IL,St. Nicholas Chicago Ukrainian,,,,,1,0,1,1,,23,1,,3,27,12,39,12,,,5,2,12,,3,38,23,3,11,1,0,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,2,246,,,,,200,250,699,,,,2,30,250,,4,2,120,256,54,10,64,200,10500,
2008,2009,,MN,St. Paul and Minneapolis,,,1,1,,0,,,,232,6,2,96,336,90,426,37,6,,3,7,224,48,850,219,201,6,9,0,0,3,0,0,,5,4,1,,2,49,467,4,136980,11,153000,8,27000,2,1986,2,150,4,1250,17,5237,4,1050,5,13500,2,145,132,3,1,25,173,3,17323,10,8037,4,600,93,32000,3,500,,,16653,39500,114786,45,,17,115,477,8994,374,305,992,9464,8223,1528,841,2369,2580,625000,3250000
2008,2009,7/25/2002,CA,St. Peter (Chaldean),,,,,1,0,,,,12,1,,,13,5,18,,,,,3,3,,12,9,4,5,,,0,,,,,,,,,,,,,,,,2,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,2,,275,315,108,,108,69,45336,
2008,2009,6/17/1968,FL,St. Petersburg,,,,,1,0,,1,,90,5,2,55,152,100,252,78,2,,1,,108,47,225,75,64,10,0,0,0,0,0,0,,6,,,,1,58,,2,311050,7,35000,10,830,,,16,1350,5,139,64,20000,,,,,,,,25,,,25,1,12942,4,2159,2,991,26,8208,2,1018,2,110,2631,18312,46396,3,,6,23,858,4622,543,,535,5277,3969,752,408,1155,4046,426438,2884620
2008,2009,3/13/2001,,St. Thomas Syro-Malabar,,,,,1,0,,,,34,,,,34,8,42,,,,,,,,13,14,12,2,,,0,,,,,23,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,2259,3595,,,,,,254,22,20,29,369,571,54,9,63,29,85000,
2008,2009,1/26/1982,MI,St. Thomas the Apostle,,,,,1,0,,,,14,,,1,15,,15,,,,,,,,11,8,8,,,,0,,,,,,,,,,,,,,,,1,60,,,,,,,1,130,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,901,,14,,609,,336,6,342,194,120000,
2008,2009,4/20/1977,VI,"St. Thomas, Virgin Islands",,,,,,0,1,,,8,3,,2,13,4,17,,,,,,27,2,21,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,463,,,2,107,,,,2,,,2,,,2,229,,,3,660,,,,,139,481,1511,2,,1,1,84,183,35,3,12,191,143,43,27,70,151,30000,108612
2008,2009,8/8/1956,CT,Stamford-Ukrainian,,,,,1,0,1,,,30,,,7,37,17,54,25,1,,1,,10,1,33,51,46,5,4,,0,,,,,3,,,,,,,,,,,1,21,,,1,44,,,,,,,,,1,8,,3,,,11,,,1,100,,,2,200,,,,,330,919,1560,,,,2,20,170,,2,,115,178,71,9,80,364,16000,
2008,2009,1/1/1944,OH,Steubenville,,,,,1,0,1,,,46,7,,33,86,31,117,5,1,,,5,8,6,66,64,64,2,23,0,0,0,0,0,,2,,,5,1,2,12,1,242846,,,,,,,,,,,1,27558,1,185,,,1,4,,9,,,13,1,2434,3,530,,,13,1819,,,,,645,1878,7319,,,,6,175,516,79,82,677,728,790,123,114,237,712,39385,505232
2008,2009,1/13/1962,CA,Stockton,,,,,1,0,,,,47,3,,10,60,17,77,21,2,,,,47,4,63,34,30,4,0,0,0,0,,0,,12,,,,4,14,56,2,505113,1,9606,2,800,,,,,,,1,61866,,,,,,,,7,,,7,,,2,1563,,,11,3011,,,,,4675,17562,26818,3,,2,2,286,6419,386,141,428,4887,3315,700,128,828,1495,202604,1119711
2008,2009,5/3/1905,WI,Superior,,,,,1,0,1,,,39,,,26,65,7,72,4,2,,3,6,65,1,79,105,34,4,48,14,0,1,4,0,,,,,,,4,28,6,275896,2,116,13,498,,,2,248,,,7,2488,23,343,3,1290,,,,11,,,11,,,,,,,16,2485,,,,,2467,5583,10555,,,0,5,219,864,142,106,109,998,940,201,162,363,1124,80668,434412
2008,2009,,NY,Syracuse,,,,,1,0,1,,,154,12,,82,248,36,284,19,1,,1,,82,13,317,142,137,5,0,0,0,0,0,0,,11,,,17,,,,3,650000,1,2500,54,2200,10,921,1,173,3,78,8,56616,13,194,,,,,,9,1,14,23,1,3482,5,1691,1,750,29,5403,,,,,7396,22734,41479,1,,6,42,552,3428,135,134,352,3526,3445,873,382,1255,4136,284000,1173146
2008,2009,4/15/1910,OH,Toledo,,,,,1,0,2,,,115,3,1,63,182,31,213,10,2,1,6,4,200,7,558,129,87,9,27,0,0,5,0,0,,,,1,3,4,23,298,8,1141235,4,110466,7,2107,,,,,1,70,8,15142,,,7,1380,,,,23,,,23,2,2983,10,3379,4,2674,69,15981,2,394,1,62,5025,22062,52583,17,,1,43,1623,2705,642,329,427,3818,3562,727,537,1264,2381,309176,1466152
2008,2009,,NJ,Trenton,,,,,1,0,1,,,174,10,,58,242,40,282,30,2,,3,11,346,65,372,113,98,9,6,0,0,0,0,0,,6,,6,11,2,34,121,2,478500,1,4755,1,450,1,23,6,542,4,200,29,28250,1,175,,,,,,26,2,5,31,1,3579,8,6321,3,1166,40,13928,2,490,1,15,996,64991,91517,5,,12,75,1660,6057,63,569,175,7524,6674,1417,287,1704,4953,783285,2019789
2008,2009,,AZ,Tucson,,,,,1,0,,,,67,2,,38,107,73,180,54,4,,,,163,25,207,75,48,14,11,1,0,1,0,0,,46,,,,3,22,79,3,460800,1,42000,,,,,,,,,2,430000,,,1,2500,,,,12,,,12,,,,,6,2066,18,4681,3,675,,,2968,14188,24590,,,11,27,528,6112,305,249,555,5684,3798,678,177,855,2325,316272,1629614
2008,2009,2/7/1973,OK,Tulsa,,,,,1,0,1,,,50,8,,16,74,26,100,13,1,,,,61,20,70,78,44,4,27,1,0,0,0,0,2,,,,,,,,6,1121743,1,5500,5,401,,,,,2,50,6,70241,,,,,,,,,,,,,,1,845,2,651,9,2145,1,924,,,1612,4803,10980,5,,3,8,259,1413,222,121,240,1304,840,184,160,344,494,60505,1635064
2008,2009,12/12/1986,TX,Tyler,,,,,1,0,,,,51,9,,7,67,14,81,14,2,,1,2,90,3,53,44,34,10,0,0,0,0,0,0,,27,1,,,3,25,40,2,955000,,,,,,,,,,,9,25000,,,,,,,26,,,,26,,,1,214,,,5,834,,,,,968,5379,7421,,,,,105,2492,228,94,392,2012,3800,302,78,380,328,61210,1282726
2008,2009,12/3/1981,CA,Van Nuys- Byzantine,,,,,1,0,,,,19,3,,3,25,1,26,,,,,,11,2,3,19,18,1,,,0,,,,,1,,,,2,3,,,,,,,,,,,,,,,,,,1,28,,,,1,,,1,,,,,,,,,,,,,84,285,370,,,,,,66,,9,12,104,106,23,4,27,31,2613,
2008,2009,10/25/1984,FL,Venice,,,,,1,0,1,,,86,8,,28,122,74,196,84,,,,,92,16,96,57,41,14,2,0,0,0,0,0,,17,,1,,1,19,60,,,,,8,481,,,1,96,3,8833,18,48272,,,,,,,,21,,,21,1,420,3,1506,,,10,2953,,,2,111,444,9691,15146,1,,1,13,399,3560,278,339,4237,2981,2638,347,209,556,2339,206282,1959972
2008,2009,5/29/1982,TX,Victoria in Texas,,,,,1,0,,,,44,4,,7,55,5,60,10,1,,,,29,2,88,50,37,2,11,0,0,0,0,0,,17,,,,2,23,13,,,,,1,59,,,,,,,,,,,,,,,,7,,,7,,,2,178,1,412,11,2096,1,313,,,2691,5408,11105,,,,13,239,1508,107,58,159,1270,921,289,102,391,952,104823,200856
2008,2009,7/22/1939,DC,Washington,,2,1,,,3,1,1,1,196,16,2,80,294,384,678,133,7,,7,16,176,97,593,140,126,13,1,0,0,0,0,0,,9,1,,,1,17,,3,573051,5,91801,24,1917,1,211,7,263,19,507,27,161500,21,177,,,2,40,65,32,11,105,177,3,21238,2,850,16,9372,67,17256,12,1748,1,51,1823,22420,74935,22,,12,66,1929,4197,2206,704,453,5546,5406,1027,569,1596,2750,588922,2676920
2008,2009,,WV,Wheeling-Charleston,,,,,1,1,1,,,70,,,39,109,59,168,11,,,,11,48,11,168,111,61,17,33,0,0,0,0,0,,19,4,,1,6,27,,3,633117,,,4,800,1,17,2,200,,,13,70000,,,,,,,,12,,,12,1,1304,7,1697,,,25,4942,,,,,1300,5000,14255,,,2,5,479,872,116,147,147,1218,1066,144,217,361,1039,88974,1812035
2008,2009,,KS,Wichita,,,,,1,0,1,,,80,6,,34,120,2,122,5,3,,1,4,,,290,91,66,0,25,0,0,0,0,0,,,22,1,1,,11,38,7,458561,2,53600,7,1281,,,,,1,42,1,22823,1,206,,,,,,46,,,46,1,2435,4,2481,,,35,8351,,,,,2247,5976,21536,2,,,14,636,2315,163,210,310,2448,1585,454,277,731,919,115967,955946
2008,2009,,DE,Wilmington,,,,,1,0,1,,,89,9,,29,127,87,214,14,1,,2,,95,34,256,58,52,5,1,0,0,0,0,0,,19,,,,2,19,78,1,173768,1,150,6,403,1,10,3,170,3,61,15,194319,1,100,6,29753,,,,11,,,11,,,5,2947,3,1763,22,7895,5,1035,1,90,1564,10649,25954,1,,3,19,652,2611,98,148,300,2811,1995,410,212,622,1706,233000,1286143
2008,2009,,MN,Winona,,,,,2,0,,,1,57,5,,52,114,9,123,11,4,,,,17,20,356,114,48,1,59,0,0,0,4,0,,,2,,1,,5,54,2,86300,1,6360,11,663,,,3,17260,,,7,4748,,,1,99,1,3,45,4,,,7,1,1413,4,1191,,,21,3697,,,,,3975,6196,16479,,,,3,268,1943,53,60,264,1503,1641,285,239,524,1061,131280,570488
2008,2009,1/14/1950,MA,Worcester,,,,,1,0,2,3,,137,9,1,71,218,103,321,3,1,,1,7,87,72,346,123,107,3,13,0,0,0,0,0,,4,1,,6,2,11,74,1,229000,6,520,4,475,1,24,14,1500,7,400,7,63000,,,,,,,,17,,,17,3,8714,4,2135,5,1490,20,4776,4,517,1,35,6752,20128,44564,,,1,22,705,3057,117,75,175,3434,2808,524,101,625,3365,305622,784992
