Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abbts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,TotPr,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwResPstr:Tot,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,PrshwoResPrTot,Ms,PstrCenter,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,Coll/Univ:AvgEnroll,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnts,HS:D/Prsh/Prvt,"HS:D/Prsh/Prvt,TotEnroll",HS:AvgEnroll,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,ElSch:D/Prsh/Prvt,ElSch:D/Prsh/PrvtTotEnroll,ElSch:AvgEnroll,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Scholastics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Convrt,TotBapt,Mar,Dth,TotCath,TotPop
1997,1998,,Tucson,0,,0,,1,,,0,,83,9,,21,113,73,26,186,4,,,1,127,8,331,64,52,12,64,,,,,,,0,31,15,8,269,0,3,299790,1,33476,,,,,,,,,1,400000,,,1,2671,,,,8,,,8,,,,1,1412,2,184,3,1596,532,22,5128,2,312,24,5440,226.6666667,,,3153,14550,24747,5,,1,43,273,7009,367,681,5529,3281,0,0,1291,2314,323698,1277646
1997,1998,2/7/1973,Tulsa,0,,0,,1,,,0,,55,3,,19,77,20,6,97,,1,,5,47,5,123,58,43,5,48,9,,,,,,9,23,6,,14,34,2,533145,,,1,140,,,,,2,89,3,57604,,,,,,,,10,,,10,,,,1,889,1,363,2,1252,626,9,2210,2,1356,11,3566,324.1818182,,,1776,5584,12188,6,,4,7,300,1038,201,321,1021,758,0,0,412,469,54206,1478542
1997,1998,12/12/1986,Tyler,0,,0,,1,,,0,,22,1,,4,27,22,25,49,2,,3,4,34,2,65,33,24,9,33,,,,,,,0,25,3,1,6,11,4,195697,7,376638,,,,,,,,,1,120,,,,,,,,11,,,11,,,,1,121,,,1,121,121,4,729,,,4,729,182.25,,,1320,4496,6677,,,1,5,67,1433,239,271,1411,712,0,0,264,361,49326,1185155
1997,1998,12/3/1981,Van Nuys- Byzantine,,,,,1,,,,,13,2,1,3,19,4,,23,1,,,1,5,4,5,16,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,27,,,,4,,,4,,,,,,,,,,,,,,,,,,,,101,378,483,,,,,,84,11,21,112,134,,,15,25,2905,
1997,1998,10/25/1984,Venice,0,,0,,1,,,0,,66,3,,20,89,76,72,165,4,,1,,59,20,141,50,38,12,50,,,,,,,0,10,0,3,33,59,2,197439,8,72960,5,321,,,,,5,200,10,29809,,,,,,,,15,,,15,,,,3,1600,,,3,1600,533.3333333,9,3483,,,9,3483,387,,,2743,9512,17353,5,,1,20,295,2943,254,505,3733,2193,0,0,880,2116,174548,1385308
1997,1998,5/29/1982,Victoria,0,,0,,1,,,0,,44,3,1,8,56,10,10,66,,,,,21,1,131,50,40,5,45,5,,,,,,5,21,0,1,21,15,,,,,1,59,,,,,,,,,,,,,,,,9,,2,11,,,,2,166,1,425,3,591,197,12,2208,1,500,13,2708,208.3076923,,,2991,7167,13468,,,,13,213,1538,80,137,1619,1253,0,0,496,964,108562,255276
1997,1998,7/22/1939,Washington (Archdiocese),1,,1,,0,3,,1,2,236,23,1,76,336,565,131,901,6,5,2,11,242,149,829,139,123,16,139,,,,,,,0,8,1,3,31,303,3,461970,5,92338,10,956,1,382,5,770,8,1169,68,104216,44,217,10,23881,1,8,57,24,30,171,203,3,20363,6787.666667,1,700,16,7755,17,8455,497.3529412,78,22126,9,1538,87,23664,272,1,71,3064,25579,81399,30,3,16,122,2370,7011,585,693,6153,4826,0,0,2051,2878,495321,2388916
1997,1998,,Wheeling-Charleston,0,,0,,1,,1,0,,77,4,,42,123,58,9,181,1,,,,29,3,309,115,71,26,97,18,,,,,,18,29,18,4,31,24,3,293161,2,,5,,1,,,,,5,,,,,,,,,,13,,,13,1,1556,1556,7,1718,1,47,8,1765,220.625,26,5248,2,235,28,5483,195.8214286,,,1987,6649,17453,4,,,14,486,1283,340,294,1794,1536,0,0,664,1320,103069,1793477
1997,1998,,Wichita,0,,0,,1,,,0,,84,10,1,31,126,9,,135,2,,3,,2,0,385,93,68,1,69,24,,,,,,24,0,0,,15,13,5,466826,2,22670,2,244,,,,,1,44,1,14240,1,5,1,3940,,,,25,,,25,1,1857,1857,4,1950,,,4,1950,487.5,32,7481,,,32,7481,233.78125,,,3087,8194,22594,,,,32,499,2513,334,368,2344,1694,0,0,875,809,107337,911091
1997,1998,,Wilmington,0,,0,,1,,,0,,88,12,,28,128,91,16,219,0,,,1,46,33,287,55,49,3,52,1,,,,,2,3,21,10,,34,71,1,311000,2,200,4,355,4,127,1,161,1,400,18,323768,1,140,,,,,,6,,,6,,,,4,2858,3,1695,7,4553,650.4285714,25,9783,4,1018,29,10801,372.4482759,1,77,1171,8853,25461,21,,8,63,943,3051,201,320,2685,2055,0,0,1025,1428,166059,1089820
1997,1998,,Winona,0,,0,,0,,1,0,,72,7,,50,129,13,4,142,1,,,,3,22,496,118,63,3,66,47,,,5,,,52,1,2,,15,50,2,62617,1,4622,7,771,,,3,7845,3,145,5,10283,1,35,1,93,1,3,29,6,,,9,1,1462,1462,4,1195,,,4,1195,298.75,28,5429,,,28,5429,193.8928571,,,5339,12209,25643,11,,,22,322,1890,83,254,2189,2029,0,0,816,1129,148445,528303
1997,1998,1/14/1950,Worcester,0,,0,,1,1,,3,,174,20,,60,254,116,,370,,1,,,67,78,550,125,122,3,125,,,,,,,0,3,0,2,37,73,1,174000,,,7,25000,1,18,6,450,2,280,10,31000,,,1,177,1,5,,13,,,18,3,5537,1845.666667,4,2695,4,1260,8,3955,494.375,21,5707,2,593,23,6300,273.9130435,1,67,7400,21398,11675,5,,13,37,493,4786,174,253,4764,2870,0,0,1411,3836,301660,790700
1997,1998,6/23/1951,Yakima,0,,0,,1,,,0,,40,7,,12,59,11,6,70,4,,1,,25,3,53,41,32,3,35,6,,,,,,6,4,2,,18,20,3,315869,,,,,,,2,230,,,6,32376,,,,,,,,19,,,19,,,,,,,,,,,7,1950,,,7,1950,278.5714286,,,1802,4607,8378,,,,10,100,2963,119,156,1683,694,0,0,502,474,67336,461000
1997,1998,5/15/1943,Youngstown,0,,0,,1,,2,0,,120,9,1,70,200,31,1,231,1,,,,2,23,273,106,95,7,102,2,,,2,,,4,2,0,,23,52,2,384873,4,90623,5,418,,,3,199,7,662,7,81229,,,2,28,,,,9,,,9,1,1241,1241,6,2849,,,6,2849,474.8333333,45,12374,,,45,12374,274.9777778,,,3925,14339,34737,5,,,49,862,3523,369,795,3723,2881,0,0,1390,2996,257200,1224766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  995,093 ","  66,786 ","  78,573 ","  828,665 ","  580,465 ",  -   ,  -   ,"  295,039 ","  459,503 ","  57,517,069 ","  266,494,272 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  995,093 ","  66,786 ","  78,573 ","  828,665 ","  580,465 ",,,"  295,039 ","  459,503 ","  57,517,069 ","  266,464,272 "
