Year,Year_OCD,Year established,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abbts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,ExtPrDio,TotPr,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwResPstr:Tot,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,PrshwoResPrTot,Ms,PstrCenter,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,Coll/Univ:AvgEnroll,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnts,HS:D/Prsh/Prvt,"HS:D/Prsh/Prvt,TotEnroll",HS:AvgEnroll,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,ElSch:D/Prsh/Prvt,ElSch:D/Prsh/PrvtTotEnroll,ElSch:AvgEnroll,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Scholastics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Convrt,TotBapt,Mar,Dth,TotCath,TotPop
1997,1998,,Albany,0,,1,,1,,,0,,235,12,72,,319,120,1,439,2,1,2,3,95,90,957,187,153,15,168,15,,,4,,,19,34,43,,,1202,4,600000,15,35000,10,1600,,,7,89,17,1500,22,179500,8,200,9,530,,,,11,,,11,4,4650,1162.5,4,1823,3,1192,7,3015,430.7142857,38,8939,2,424,40,9363,234.075,,,10194,33052,60285,8,,19,98,861,5859,384,0,5774,4059,0,0,2183,5204,403403,1340388
1997,1998,,Alexandria,0,,0,,1,,,0,,38,5,,23,66,16,8,82,3,,2,,7,3,62,48,32,10,42,5,,,1,,,6,23,1,1,10,11,1,131845,1,312,2,164,,,,,,,16,125650,1,152,,,,,,12,,,12,,,,3,570,,,3,570,190,9,2546,,,9,2546,282.8888889,,,1746,3116,7990,,,2,20,182,788,84,133,760,568,0,0,272,674,48050,393880
1997,1998,1/28/1961,Allentown,0,,0,,1,,,0,,207,9,1,30,247,75,3,322,3,,3,,84,11,690,153,127,5,132,21,,,,,,21,12,0,,,0,3,672650,1,1641,11,677,,,50,1988,3,844,14,71535,2,38,,,,,,28,,,28,2,3508,1754,9,4140,,,9,4140,460,55,14410,,,55,14410,262,3,126,1732,16546,40490,23,,,98,905,3980,181,415,0,3445,0,0,1529,3195,259729,1084189
1997,1998,5/27/1901,Altoona-Johnstown,0,,0,,1,,1,0,,115,5,,34,154,61,,215,1,,3,2,18,8,155,112,86,14,100,12,,,,,,12,5,0,,,0,2,219121,,,3,241,,,,,,,2,57904,,,,,,,,9,,,9,2,3953,1976.5,3,1194,,,3,1194,398,31,5537,,,31,5537,178.6129032,,,4794,9283,24770,5,,2,19,495,1613,139,173,1885,2443,0,0,845,1665,117493,645521
1997,1998,8/25/1926,Amarillo,0,,0,,1,,1,0,,46,5,,14,65,6,1,71,1,,,,45,1,148,35,29,3,32,3,,,,,,3,13,0,,5,13,1,22300,1,730,1,56,,,6,493,2,550,4,35000,,,1,4,,,,16,,,16,,,,1,134,,,1,134,134,8,1097,,,8,1097,137.125,,,1792,3708,6747,,,,15,104,1122,114,147,1047,1066,0,0,217,305,47387,369914
1997,1998,2/9/1966,Anchorage (Archdiocese),0,,1,,0,,,0,1,12,1,1,6,20,10,8,30,,,,,12,1,44,20,11,3,14,,,,3,2,1,6,8,0,,9,17,1,287000,1,380,2,189,,,,,2,4172,5,13600,,,,,,,,3,,,3,,,,,,1,60,1,60,60,2,347,1,140,3,487,162.3333333,,,899,2630,4079,,,,6,43,562,67,69,610,326,0,0,159,121,28723,384209
1997,1998,8/13/1974,Arlington,0,,0,,1,,,0,,120,8,2,12,142,76,16,218,3,,3,,50,16,215,62,52,10,62,,,,,,,0,6,0,,,0,,,,,,,,,,,,,7,30991,,,,,,,,32,,,32,2,3065,1532.5,3,3393,1,150,4,3543,885.75,32,12740,2,535,34,13275,390.4411765,1,56,9235,16910,46116,7,1,1,69,840,5250,1953,0,7702,4997,0,0,1811,1382,326398,2115700
1997,1998,7/2/1956,Atlanta (Archdiocese),0,,1,1,0,,,1,1,99,4,,8,111,99,8,210,5,,6,,136,1,123,69,54,15,69,,,,,,,0,22,3,,15,147,2,132736,2,20202,5,150,,,2,77,1,70,12,46500,,,,,,,,70,,,70,,,,1,1023,1,1025,2,2048,1024,12,4497,2,1361,14,5858,418.4285714,,,4731,27342,40049,2,,,8,364,6069,469,980,4111,3086,0,0,1633,789,292300,4896392
1997,1998,1/1/1948,Austin,0,,0,,1,,,0,,103,9,1,12,125,57,,182,2,,,,101,40,115,105,72,23,95,,9,,,1,,10,30,1,2,24,78,4,341863,3,64000,1,242,,,4,187,1,250,1,210,1,1900,,,,,,11,,,11,1,3101,3101,1,206,3,403,4,609,152.25,16,3507,1,39,17,3546,208.5882353,,,5559,22635,35461,5,,,13,302,6710,560,931,5594,3368,0,0,1476,1514,234487,1915392
1997,1998,5/19/1903,Baker,0,,0,,1,,,0,,22,3,1,13,39,8,2,47,1,,1,,5,0,34,35,22,6,28,7,,,,,,7,29,0,,7,19,4,231609,,,1,130,,,3,270,,,,,,,,,,,,5,,,5,,,,,,,,,,,3,589,,,3,589,196.3333333,,,926,2492,4012,,,,4,42,985,146,142,766,348,0,0,253,275,34811,413900
1997,1998,,Baltimore (Archdiocese),1,,0,1,0,2,,0,,207,14,,71,292,250,6,542,,2,6,,175,73,1362,155,111,27,138,12,,,5,,,17,7,3,7,69,169,5,1079584,,,18,1769,3,612,9,2048,6,1548,29,895862,4,379,,,2,25,202,12,,,37,3,11150,3716.666667,9,3588,13,7236,22,10824,492,67,22915,6,2051,73,24966,342,5,336,4499,32905,84717,67,3,26,156,2615,8475,659,1237,8280,5716,0,0,2690,5188,487499,2845181
1997,1998,7/20/1961,Baton Rouge,0,,0,,1,,,0,,67,4,,17,88,45,11,166,1,1,1,,28,11,120,70,55,10,65,4,,,,1,,5,0,0,,20,68,1,230000,,,5,661,,,,,4,1159,6,101784,,,,,,,,10,,,10,1,961,961,6,2589,2,1542,8,4131,516.375,26,12391,,,26,12391,476.5769231,,,5882,10628,34003,1,,1,25,877,2870,192,359,2901,2384,0,0,1206,1649,209182,763545
1997,1998,9/29/1966,Beaumont,0,,0,,1,,,0,,37,5,,7,49,23,3,72,3,,,,31,3,61,44,28,16,44,,,,,,,0,9,2,1,38,26,3,373063,,,,,,,,,1,12,2,51955,,,,,,,,10,,,10,,,,1,678,,,1,678,678,7,1913,,,7,1913,273.2857143,,,1565,6107,10273,1,,2,23,198,1233,143,203,1415,983,0,0,377,792,86598,574240
1997,1998,,Belleville,0,,0,,1,,,0,,97,6,,45,148,38,2,186,1,,1,,14,10,265,131,90,3,93,33,2,,,3,,38,1,0,,,0,7,407412,,,4,376,,,4,566,1,182,3,41975,,,,,,,,10,,,10,,,,3,1651,,,3,1651,550.3333333,38,7552,,,38,7552,198.7368421,,,1875,8423,19511,,,,15,391,1711,274,207,1698,1817,0,0,713,1355,113051,855645
1997,1998,3/1/1977,Biloxi,0,,0,,1,,,0,,41,1,1,15,58,27,11,85,2,,,,21,34,38,44,35,7,42,2,,,,,,2,14,0,1,12,8,,,,,7,636,,,,,,,6,101377,,,1,3000,,,,6,,,6,,,,4,1232,1,548,5,1780,356,14,3226,,,14,3226,230.4285714,,,2174,4294,11480,,,7,19,325,794,406,216,1214,631,0,0,428,655,65524,715740
1997,1998,6/28/1969,Birmingham,0,,0,,1,,,1,3,53,3,2,15,73,44,,117,1,,,,25,22,172,60,40,14,54,,2,,2,2,,6,16,0,3,23,59,1,122764,1,880527,,,,,,,,,14,66964,,,,,,,,12,,2,14,,,,4,1416,1,111,5,1527,305.4,19,5045,1,195,20,5240,262,1,143,1766,5548,14238,4,,2,11,325,1336,213,445,1265,1003,0,0,457,480,71958,2644644
1997,1998,12/31/1909,Bismarck,0,,0,,1,,,1,2,49,5,,14,68,28,5,96,2,,2,3,54,27,162,65,46,7,53,11,1,,,,,12,39,0,1,13,24,6,283790,,,4,476,,,,,1,173,,,,,1,7,,,,21,,1,22,1,2016,2016,3,1230,,,3,1230,410,14,1950,,,14,1950,139.2857143,,,3094,7694,16006,6,,1,10,182,1208,98,151,1435,1376,0,0,440,697,66956,253552
1997,1998,,Boise,0,,0,,1,,,0,,60,7,,29,96,18,3,114,1,,,,29,9,106,63,50,5,55,7,,,1,,,8,32,17,3,10,33,5,586031,,,,,,,4,138,,,13,62771,,,,,,,,15,,,15,,,,1,738,,,1,738,738,13,2477,,,13,2477,190.5384615,,,3124,7064,13418,,,,3,166,2487,237,197,1898,1065,0,0,697,786,120000,1218000
1997,1998,,Boston,1,,0,,0,6,1,1,,618,73,,280,971,874,9,1845,9,,,,187,178,2873,388,348,32,380,8,,,,,,8,0,0,,78,47,10,846384,2,253,11,2619,1,441,10,1862,18,1308,46,155824,9,219,3,23560,3,54,115,,4,,54,9,20351,2261.222222,17,5739,19,9010,36,14749,409.6944444,119,36316,11,3560,130,39876,306.7384615,,,28563,125551,229144,14,,35,301,2734,29282,478,350,23721,15734,0,0,8896,18847,2002322,3764400
1997,1998,8/6/1953,Bridgeport,0,,0,,1,,,0,,191,16,2,53,262,76,7,338,7,,5,,77,2,522,88,84,4,88,,,,,,,0,2,0,1,48,76,2,200000,,,4,829,,,21,373,21,63,20,14271,,,2,21,1,16,,16,,,32,3,10905,3635,5,2476,3,1013,8,3489,436.125,33,10854,2,422,35,11276,322.1714286,,,2907,27068,55677,18,,1,44,717,6160,173,128,5186,3886,0,0,2273,3616,360918,833761
1997,1998,,Brooklyn,0,,0,,1,4,,0,,445,51,2,187,685,206,44,891,9,,5,,146,188,1321,222,196,23,219,3,,,,,,3,0,0,9,130,165,4,1033371,17,509521,6,1200,18,7340,20,2100,35,13419,90,71074,75,2714,17,2229,1,14,7,24,2,16,54,3,18970,6323.333333,4,2013,18,15990,22,18003,818.3181818,155,55048,3,478,158,55526,351.4303797,1,103,9850,49250,151756,6,,78,268,3290,22457,928,1165,15759,11383,0,0,4683,12018,1615117,4254609
1997,1998,7/10/1965,Brownsville,0,,0,,1,1,,0,,36,4,2,15,57,47,7,104,1,,,,83,16,127,63,24,27,51,1,,,,,11,12,46,1,4,24,121,,,2,265,2,1550,,,1,81,1,482,4,28135,,,2,1975,,,,8,,,8,,,,,,1,669,1,669,669,6,2035,2,552,8,2587,323.375,,,7066,24725,35055,,,3,20,215,5607,2615,486,6346,2468,0,0,1493,2407,748326,923859
1997,1998,,Buffalo,0,,0,,1,1,2,0,,325,11,1,111,448,199,6,647,6,,1,6,88,47,1472,266,215,15,230,35,,,1,,,36,10,0,,,0,7,989424,,,16,1702,,,2,203,3,337,4,2756,,,,,2,9,15,9,,,18,7,14765,2109.285714,,,17,6046,17,6046,355.6470588,88,22864,6,1743,94,24607,261.7765957,,,12741,40459,98636,22,,6,140,1818,8140,219,521,8314,6051,0,0,3043,7299,749655,1603544
1997,1998,,Burlington,0,,0,,1,,,0,,89,4,,47,140,48,2,188,,,,38,38,21,254,99,79,14,93,6,,,,,,6,39,1,,15,20,,,,,4,152,1,30,,,,,1,4971,,,1,11838,,,,10,,4,14,3,4005,1335,2,734,,,2,734,367,9,1816,2,560,11,2376,216,,,1118,5846,14093,1,,1,21,211,1878,82,136,1942,1233,0,0,749,1662,147624,588654
1997,1998,12/9/1937,Camden,0,,0,,1,,1,0,,221,29,7,65,322,48,16,370,3,,,31,125,15,375,125,120,5,125,,,,,,,0,7,24,3,40,32,1,228155,4,11164,5,1012,,,1,60,1,1000,12,8731,,,23,250282,,,,24,,,24,,,,8,4625,3,1169,11,5794,526.7272727,61,18157,,,61,18157,297.6557377,1,616,400,33830,58821,17,,4,128,1109,6980,571,432,6840,5388,0,0,1927,0,415717,1287805
1997,1998,,Charleston,0,,0,,1,,,1,1,67,6,1,24,98,33,6,131,4,,,,64,28,162,84,57,13,70,4,5,1,3,,1,14,27,11,7,26,39,3,399254,1,327,1,17,,,,,,,7,102880,,,,,,,,11,,,11,,,,2,1291,,,2,1291,645.5,25,6448,,,25,6448,257.92,,,2057,9928,19735,2,,,14,407,1991,244,392,2304,1878,0,0,669,783,116726,3699000
1997,1998,1/12/1972,Charlotte,0,,0,,1,,1,1,1,56,5,,21,82,55,6,137,2,,,,63,1,182,66,44,20,64,,,,2,,,2,24,4,1,16,92,1,69157,8,142685,1,122,,,4,381,2,83,,,1,65,1,70,,,,28,,,28,2,902,451,2,1159,,,2,1159,579.5,15,5708,,,15,5708,380.5333333,,,3936,12080,23813,2,,,7,372,2865,298,452,2579,1936,0,0,770,622,116539,3784559
1997,1998,,Cheyenne,0,,0,,1,,,0,,38,2,,11,51,9,2,60,,,,,8,1,31,36,30,5,35,1,,,,,,1,42,0,,15,46,,,,,2,94,,,5,250,1,100,10,10933,,,,,,,,5,,,5,,,,,,,,,,,7,1263,,,7,1263,180.4285714,,,1639,5853,8760,2,1,,2,94,995,168,286,1083,915,0,0,315,567,48911,481400
1997,1998,,Chicago (Archdiocese),1,,0,,,7,2,0,,595,29,6,311,941,811,75,1752,7,8,12,30,599,366,3263,378,313,53,366,9,,,2,1,,12,11,8,15,191,483,19,2799947,1,4500,30,6000,,,11,2100,20,11000,45,98000,9,1300,50,347000,3,324,147,4,1,85,413,6,40814,6802.333333,8,2501,39,30303,47,32804,697.9574468,273,100566,1,357,274,100923,368.3321168,7,600,8793,97405,281752,49,5,72,334,5816,39134,1982,1914,29417,19917,0,0,10564,18580,2349000,5729000
1997,1998,,Cincinnati (Archdiocese),0,,1,,,1,,0,,238,12,2,100,352,246,7,598,4,,2,,126,182,1439,235,165,32,197,38,,,,,,38,0,1,7,54,286,11,162504,2,284,11,1240,4,660,1,98,3,173,6,95450,1,17,5,900,1,25,1,6,,,31,4,19329,4832.25,18,12874,4,2842,22,15716,714.3636364,110,39712,2,1025,112,40737,363.7232143,,,5678,35105,116596,11,,26,129,3231,8377,1196,910,9399,8699,0,0,3348,4709,547000,2927300
1997,1998,,Cleveland,0,,0,,1,2,,1,,366,18,5,112,501,141,30,642,3,1,5,7,164,79,1617,237,212,16,228,6,1,1,1,,,9,1,2,3,110,148,6,635704,,,24,3198,1,236,7,1259,6,1334,21,457521,1,138,3,33431,2,52,1,1,,6,59,3,6309,2103,7,4436,6,10184,13,14620,1124.615385,133,49540,7,2469,140,52009,371.4928571,1,72,6889,45214,125172,15,,21,233,3196,11013,1057,903,12336,9620,0,0,4516,8876,831887,2821580
1997,1998,1/30/1984,Colorado Springs,0,,0,,1,,,0,,24,1,,9,34,19,5,53,4,,,,20,4,145,30,13,8,21,3,2,4,,,,9,9,0,,3,74,3,292014,2,113,2,103,,,,,,,,,,,,,,,,3,,3,6,,,,,,,,,,,4,1324,,,4,1324,331,,,2409,6524,10263,,,,1,78,1170,218,399,1311,645,0,0,358,254,84810,669303
1997,1998,,Columbus,0,,0,,1,,1,0,,139,8,,52,199,41,8,240,1,,2,12,62,8,398,108,95,8,103,4,,,1,,,5,6,0,1,28,101,4,907461,,,16,1011,,,2,331,1,499,13,323348,1,135,2,3197,1,9,94,3,,8,20,1,1949,1949,11,4771,,,11,4771,433.7272727,45,13804,1,207,46,14011,304.5869565,,,1619,13835,36205,4,,,39,994,3995,556,790,4164,3516,0,0,1300,1732,218796,2297396
1997,1998,3/23/1912,Corpus Christi,0,,0,,1,,1,1,1,77,9,1,25,112,57,5,169,3,6,1,2,67,18,274,86,51,21,72,10,4,,,,,14,59,10,7,35,48,4,405685,,,2,151,1,59,3,215,2,1120,8,27141,1,4,1,2120,1,1,,27,1,4,32,,,,1,550,1,423,2,973,486.5,22,3456,5,1120,27,4576,169.4814815,,,3983,15256,24820,3,,,69,383,5497,228,1025,5104,5646,0,0,1245,2310,362500,808146
1997,1998,,Covington,0,,0,,1,,1,0,,64,4,,49,117,1,,118,1,,,,18,6,440,48,41,,41,4,,,3,,,7,9,8,2,11,30,3,323402,,,3,576,2,78,1,81,,,4,81269,,,1,6936,,,,5,,,5,1,1505,1505,7,2450,2,791,9,3241,360.1111111,29,8049,2,498,31,8547,275.7096774,1,20,425,4267,18010,,,1,63,647,1435,216,145,1545,1620,0,0,593,844,83997,401127
1997,1998,12/31/1909,Crookston,0,,0,,1,,,0,,29,3,1,14,47,6,3,53,,,2,,8,2,182,73,22,5,27,37,1,,5,3,,46,0,1,2,18,48,3,53505,,,4,317,,,1,53,,,,,,,,,,,,6,,,6,,,,1,148,,,1,148,148,8,1188,1,80,9,1268,140.8888889,,,2458,3523,7403,,,,6,87,755,20,96,651,750,0,0,262,606,42807,236100
1997,1998,,Dallas,0,,0,,1,,1,1,,77,8,,20,105,81,26,186,5,,1,,146,5,160,65,54,11,65,,,,,,,0,7,0,2,32,126,1,43303,,,1,58,,,5,802,,,16,61225,,,,,1,10,,18,,,28,1,2897,2897,3,1269,4,1844,7,3113,444.7142857,30,10082,3,700,33,10782,326.7272727,1,101,4273,29143,50337,15,1,2,25,860,10644,711,656,7489,4565,0,0,1993,1210,544441,2815732
1997,1998,,Davenport,0,,0,,1,,1,0,,93,10,1,41,145,3,4,148,3,,,,48,1,250,90,59,1,60,28,,,,2,,30,0,1,,10,3,3,276000,,,3,597,,,,,,,,,,,,,1,3,1,5,,,8,2,3358,1679,7,1683,,,7,1683,240.4285714,45,4976,,,45,4976,110.5777778,,,3200,9600,22825,1,,,12,355,1645,217,219,2122,1957,0,0,783,1105,106460,726646
1997,1998,,Denver (Archdiocese),0,,1,,0,,,1,,119,5,1,36,161,133,12,294,5,,,,126,22,450,112,83,18,101,8,1,,,1,1,11,38,0,2,20,202,3,374673,3,490,11,1410,1,70,24,1890,2,75,4,7550,1,60,,,,,,21,2,16,37,1,10155,10155,2,579,3,1950,5,2529,505.8,36,10886,1,469,37,11355,306.8918919,,,3222,24069,51367,6,,8,35,660,9778,882,969,6905,4425,0,0,2153,2775,330662,2537500
1997,1998,8/12/1911,Des Moines,0,,0,,1,,,0,,87,4,1,24,116,10,3,126,3,,,6,61,8,119,87,58,3,61,25,1,,,,,26,1,0,5,12,5,3,302963,1,522056,1,201,,,,,1,200,4,37082,,,,,,,,4,,,4,1,440,440,2,1468,,,2,1468,734,15,4644,,,15,4644,309.6,,,2099,9822,18477,5,,1,11,302,1977,238,485,2054,1985,0,0,669,738,95596,671091
1997,1998,,Detroit (Archdiocese),1,,0,,,6,2,,,335,13,1,138,487,236,42,723,7,1,7,,143,97,2091,307,261,30,291,16,,,,,,16,5,6,6,140,443,11,1523477,8,9927,13,2017,8,1456,2,529,8,1998,11,17223,1,118,,,2,41,80,2,2,12,55,4,19526,4881.5,18,6268,14,7778,32,14046,438.9375,132,40030,6,1124,138,41154,298.2173913,,,7347,72206,154334,35,,21,154,2484,16907,1327,1846,16084,12508,0,0,6007,10324,1452100,4266650
1997,1998,5/19/1951,Dodge City,0,,0,,1,,1,0,,26,3,,20,49,2,5,51,,,,,4,0,116,51,26,2,28,19,2,2,,,,23,0,0,,5,5,3,120480,,,,,,,,,,,4,77895,,,,,,,,2,,,2,,,,,,,,,,,10,1251,,,10,1251,125.1,,,1609,4122,6984,,,,2,87,842,236,97,887,604,0,0,220,324,44504,215920
1997,1998,,Dubuque (Archdiocese),0,,1,1,0,,,1,4,163,6,1,93,263,36,1,299,4,,3,6,66,30,1040,212,128,1,129,74,3,,6,,,83,2,1,2,66,491,6,880423,3,374,5,382,,,1,61,,,,,,,,,1,3,3,19,1,112,134,3,4074,1358,8,3181,,,8,3181,397.625,54,12446,,,54,12446,230.4814815,,,5155,14932,40282,2,,1,45,976,3378,164,434,3677,2806,0,0,1589,2167,217856,923000
1997,1998,,Duluth,0,,0,,1,,,0,,55,4,,22,81,16,2,97,1,,1,3,22,1,179,94,49,11,60,34,,,,,,34,3,0,,2,11,2,158000,2,1500,2,305,,,,,,,,,,,,,,,,7,,,7,1,1749,1749,,,,,,,,13,1938,,,13,1938,149.0769231,,,4605,5385,13684,1,,,2,161,1190,52,228,1269,1241,0,0,563,1468,81878,416781
1997,1998,3/3/1914,El Paso,0,,0,,1,,,0,,65,2,,25,92,40,,132,3,,2,,15,17,243,58,40,15,55,2,,,1,,,3,22,0,,12,23,,,1,18870,2,97,,,1,73,1,67,5,75600,,,,,1,1,,3,2,18,22,,,,1,657,2,340,3,997,332.3333333,9,3410,3,850,12,4260,355,,,5062,12686,23027,9,,9,33,283,8473,127,256,5433,3642,0,0,1264,1816,591361,781608
1997,1998,,Erie,0,,0,,1,,1,0,,180,10,1,58,249,14,3,263,3,,1,3,4,2,550,127,106,7,113,14,,,,,,14,24,1,,23,29,1,223178,,,4,610,,,1,173,2,200,9,110067,,,1,623,1,15,,8,,,23,2,6177,3088.5,6,1773,2,1400,8,3173,396.625,42,10521,1,411,43,10932,254.2325581,,,7092,12658,40055,31,,,27,793,2497,326,264,2949,2574,0,0,1278,2643,230848,878400
1997,1998,11/11/1944,Evansville,0,,0,,1,,,0,,69,4,,31,104,10,,114,,,,,22,2,321,70,57,3,60,6,1,,3,,,10,0,6,,25,40,2,320428,1,60,3,249,,,1,432,,,15,24000,,,,,,,,11,,,11,,,,4,1702,1,133,5,1835,367,24,5947,,,24,5947,247.7916667,1,22,2017,7881,17713,2,,2,24,410,1524,147,173,1523,1506,0,0,595,907,88903,475953
1997,1998,8/8/1962,Fairbanks,0,,0,,1,,1,0,,4,1,,,5,23,5,28,,,,,41,4,15,48,9,4,13,13,2,1,5,14,,35,7,1,2,15,14,,,,,,,,,,,,,1,5900,,,,,,,,2,,,2,,,,1,225,,,1,225,225,1,270,,,1,270,270,,,657,1956,3110,,,,2,37,427,31,50,343,141,0,0,70,126,17095,141759
1997,1998,3/12/1904,Fall River,0,,0,,1,,,0,,134,3,1,43,181,103,,284,5,,3,21,56,31,385,111,98,10,108,3,,,,,,3,13,0,,14,52,1,169825,1,120,5,988,1,150,2,60,,,4,2400,,,,,,,,20,,,20,1,2715,2715,4,2550,,,4,2550,637.5,24,5791,1,158,25,5949,237.96,,,5642,33809,50685,11,,4,23,566,5391,114,132,5264,4300,0,0,2079,3950,356972,718000
1997,1998,,Fargo,0,,0,,1,,,0,,107,8,1,40,156,7,,163,9,3,2,,35,8,153,159,82,14,96,63,,,,,,63,0,0,1,12,44,8,77712,51,904,5,485,,,35,280,,,2,16071,,,9,270,1,13,7,29,,4,46,,,,1,318,,,1,318,318,13,2022,,,13,2022,155.5384615,,,4073,7652,14093,,,4,9,174,1052,48,224,1409,1748,0,0,556,857,79141,391000
1997,1998,,Fort Wayne-South Bend,0,,0,,1,1,2,0,,72,1,,28,101,178,,279,1,4,3,,32,225,658,89,65,24,89,,,,,,,0,0,2,,21,97,5,396192,1,20000,4,515,,,2,428,1,19,3,12919,,,,,,,,8,1,25,33,5,13805,2761,4,3405,,,4,3405,851.25,40,10875,,,40,10875,271.875,,,2483,10114,40715,2,,1,25,718,2679,390,456,3115,2954,0,0,1104,1565,162756,1156129
1997,1998,8/22/1969,Fort Worth,0,,0,,1,,,0,,45,3,1,9,58,50,9,108,1,,,,64,11,113,87,38,22,60,22,3,1,1,,,27,2,0,3,18,80,1,65000,1,1200,5,506,,,1,63,,,16,30621,,,,,,,,13,,,13,,,,4,1572,,,4,1572,393,15,4758,1,232,16,4990,311.875,,,5491,17983,30049,2,,8,20,636,4891,461,649,4080,2290,0,0,1137,982,200461,2264487
1997,1998,12/15/1967,Fresno,0,,0,,1,,,0,,83,1,,24,108,44,16,152,3,,2,1,7,10,109,84,69,8,77,6,1,,,,,7,40,0,10,109,175,3,576663,2,,1,124,,,,,1,100,5,277103,,,,,,,,17,,,17,,,,1,775,1,719,2,1494,747,23,5720,,,23,5720,248.6956522,,,7070,23268,37569,1,,4,28,245,17707,466,593,8484,3195,0,0,2319,2881,323743,2225050
1997,1998,12/16/1939,Gallup,0,,0,,1,,,0,,30,19,,9,58,31,8,89,,,,1,32,12,155,59,28,19,47,9,,,,,,9,41,38,2,30,13,,,,,1,42,,,,,2,200,4,22348,,,,,,,,2,,,2,,,,,,3,303,3,303,101,2,302,8,1320,10,1622,162.2,,,1030,3400,6357,,,,22,102,936,298,107,914,667,0,0,211,512,43824,355640
1997,1998,,Galveston-Houston,0,,0,,1,2,,0,,144,9,1,37,191,225,38,416,2,1,4,,256,19,517,151,95,55,150,1,,,,,,1,9,18,,,0,4,307364,6,68946,3,275,3,166,34,3184,4,1428,10,446647,,,,,1,15,32,20,5,20,55,1,2506,2506,2,410,6,3142,8,3552,444,47,12372,3,748,50,13120,262.4,,,14603,62835,96671,15,,3,58,1263,17053,1285,955,14793,7078,0,0,3791,3405,862369,4298663
1997,1998,12/17/1956,Gary,0,,0,,1,,1,0,,96,5,1,26,128,52,7,180,2,,,,25,20,126,78,72,3,75,3,,,,,,3,3,7,4,17,49,6,513939,,,3,478,3,128,1,200,1,711,7,10000,,,,,,,,7,1,7,14,1,1035,1035,3,2007,,,3,2007,669,30,8039,1,110,31,8149,262.8709677,,,693,10125,22023,6,,4,16,550,2345,210,262,2393,2048,0,0,888,1641,184106,759673
1997,1998,7/20/1971,Gaylord,0,,0,,1,,,0,,47,2,,24,73,16,8,89,3,,1,,12,2,66,81,45,12,57,19,,,5,,,24,0,0,1,16,40,3,222179,,,,,,,,,2,417,19,9008,,,,,,,,8,,,8,,,,4,657,,,4,657,164.25,18,2921,,,18,2921,162.2777778,,,1342,5227,10155,,,,8,207,1021,174,267,1357,1421,0,0,614,964,85533,458130
1997,1998,4/11/1917,Grand Island,0,,0,,1,,1,0,,48,3,,29,80,1,,81,,,,,,0,98,43,43,,43,,,,,,,0,40,0,,,0,,,2,136368,1,69,,,,,,,,,,,,,,,,3,,,3,,,,4,1086,,,4,1086,271.5,7,716,,,7,716,102.2857143,,,2421,5481,9707,,,,2,73,1152,111,143,1235,833,0,0,378,520,56523,290429
1997,1998,,Grand Rapids,0,,0,,1,1,1,0,,92,5,,32,129,21,12,150,2,,,,21,2,300,90,86,3,89,1,,,,,,1,12,2,1,26,78,2,773842,,,1,150,,,,,9,652,22,25500,1,75,2,1400,1,3,,7,,,10,1,2458,2458,4,1912,,,4,1912,478,41,8974,,,41,8974,218.8780488,,,2346,12649,,,,1,27,654,3188,350,0,3138,2406,0,0,1133,1443,145021,1167900
1997,1998,5/18/1904,Great Falls-Billings,0,,0,,1,,1,,1,36,7,,34,77,14,3,91,1,,,,3,0,79,54,32,12,44,5,,,4,1,,10,72,0,,25,40,2,24906,1,18400,,,,,8,476,,,3,81200,,,,,,,,4,,,4,1,1253,1253,1,391,1,154,2,545,272.5,8,1646,3,476,11,2122,192.9090909,,,2575,4906,11405,2,,,6,254,872,116,187,946,879,0,0,351,973,57165,392900
