Year,Year_OCD,Year established,Diocese,ST,Cd,Cd:Ret,ABp,ABp:Ret,Bp,Bp:Ret,AuxBp,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,DStdntOthSem,StdntOthDio,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Br,Tchrs:Schlstics,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2013,2014,9/29/1966,Beaumont,TX,,,,,1,,,,,31,1,,9,41,24,65,3,,,,,39,2,17,44,26,18,,,,,,,,7,,,,,,,3,411487,,,,,,,,,,,2,4962,,,,,,,4,,,,4,,,1,448,,,4,1088,,,,,1287,5017,7844,,,,1,119,1410,,106,,1168,1025,130,81,211,792,73672,628794
2013,2014,,Belleville,IL,,,,,1,1,,,,56,1,,44,101,39,140,14,,,,12,37,8,65,114,63,6,37,2,,3,2,,2,,,,,,,,5,519302,,,2,241,,,2,115,,,,,,,,,,,4,,,,4,,,3,1091,,,28,4203,,,,,316,4641,10255,5,,,6,1257,1000,100,104,200,1000,1000,186,128,314,900,90000,860658
2013,2014,3/1/1977,Biloxi,MS,,,,,1,1,,,,39,1,,15,55,22,77,8,,,1,11,38,10,36,42,27,12,3,,,,,,,9,,,,,5,12,,,,,7,475,,,,,,,7,465809,,,1,5292,,,7,,,,7,,,4,1233,1,340,10,2522,,,,,950,3363,8415,,3,,4,363,887,116,99,181,945,743,151,82,233,684,58257,811946
2013,2014,6/28/1969,Birmingham,AL,,,,,1,1,,1,1,72,1,,15,88,30,118,,1,2,,,67,31,112,54,36,19,2,2,,,1,,,19,,,,,12,95,4,723329,1,42500,1,20,,,,,1,20,20,94000,,,,,,,8,,,1,9,,,3,1289,2,190,17,4500,1,200,1,118,1796,8563,16665,4,1,,14,380,1828,509,190,474,1950,1915,210,123,333,560,92550,3035866
2013,2014,12/31/1909,Bismarck,ND,,,,,1,1,,1,,47,6,,20,73,19,92,16,6,,1,3,79,20,81,98,33,5,53,1,,,,,,,1,,,,5,65,4,401812,,,7,759,,,,,,,,,,,1,105,,,12,,,,12,1,2910,3,637,,,10,1700,,,,,967,4156,10382,3,,,5,217,984,64,81,186,888,964,211,116,327,714,58684,301124
2013,2014,,Boise,ID,,,,,1,,,,,43,5,,26,74,15,89,5,,,,6,80,4,69,52,35,2,13,2,,,,,,28,28,,,4,13,50,4,653946,,,,,,,4,160,,,19,441000,,,,,,,8,,,,8,,,1,725,,,13,2309,,,,,2570,5947,11559,,,,1,218,2271,228,222,299,2226,1345,358,126,484,767,175530,1595728
2013,2014,,Boston,MA,1,,,,,3,5,1,1,351,22,,297,670,471,1141,71,5,,5,12,270,135,1707,289,275,14,,,,,,,,,1,1,,,36,241,,,3,7511,16,2832,1,921,11,1110,21,1722,43,206000,,,3,35410,3,63,7,96,1,52,122,6,22289,2,832,30,14797,70,21440,10,2144,2,139,23536,88262,173561,10,22,,68,2977,12529,3329,,412,14064,11148,2370,700,3070,13249,1904863,4146381
2013,2014,8/6/1953,Bridgeport,CT,,,,,1,,,,,148,18,3,61,230,29,259,20,8,,4,,91,,294,83,73,3,7,,,,,,,1,1,,,,,,1,250000,2,25000,,,,,5,310,23,92,19,350000,,,5,350,1,32,17,,,,49,3,12778,5,2377,2,1196,30,7256,2,522,1,10,3150,43725,71063,13,,,14,719,3652,,122,137,4505,4271,776,87,863,3008,420000,933835
2013,2014,,Brooklyn,NY,,,,,1,3,3,,,250,19,1,212,482,158,640,117,8,,13,,218,98,769,186,165,20,1,,,,,,,,,,,,,262,,,30,27067,6,850,,,21,2500,25,8500,50,112574,120,1020,3500,28200,1,13,47,48,,,60,3,29406,19,13820,,,88,29322,1,212,,,3452,37502,113774,8,41,,79,2629,15502,989,582,315,12356,7434,1960,545,2505,8108,1403137,4838406
2013,2014,7/10/1965,Brownsville,TX,,,,,1,1,,,,63,6,,11,80,33,113,10,3,,1,,92,19,88,71,53,15,3,,,,,,,44,2,2,,2,6,48,,,1,153,1,214,,,1,14,,,6,98888,,,4,8072,,,17,,,,17,,,,,3,916,8,2318,3,790,,,7692,24433,36166,3,4,,11,285,7786,768,222,698,6967,3959,1172,49,1221,2691,1074477,1264091
2013,2014,,Buffalo,NY,,,,,1,2,1,,,170,5,,133,308,92,400,10,1,1,2,10,134,35,819,164,134,10,16,3,,1,,,,2,2,,,1,30,112,4,1397223,1,950,8,3523,,,2,85,3,5920,5,589846,2,192,1,14022,1,26,2,1,1,,28,7,17846,,,14,5168,46,10255,4,741,2,1210,6816,22284,64348,30,18,,54,2251,3717,187,185,249,4416,4399,955,403,1398,5912,630650,1540269
2013,2014,,Burlington,VT,,,,,,1,,,,43,2,,40,85,36,121,13,,,1,1,43,18,90,73,46,11,16,,,,,,,25,1,,,,,12,,,,,4,208,,,,,,,2,1827,,,,,,,9,,,,9,2,2767,2,483,,,9,1234,2,373,,,1422,4254,10542,6,,,1,434,658,77,70,74,840,723,218,102,320,1384,117000,625000
2013,2014,12/9/1937,Camden,NJ,,,,,1,1,,,,122,8,1,120,251,35,286,14,1,,,7,143,12,252,70,60,4,5,,,,,1,,4,,,,12,26,47,1,315649,2,18573,6,1613,,,4,474,,,7,186521,,,,,,,8,,,,8,,,6,4776,3,1461,29,8383,,,1,741,,24326,39695,19,6,,34,978,5018,505,465,245,5332,5026,787,255,1042,,511822,1443274
2013,2014,,Charleston,SC,,,,,1,,,1,,65,4,,16,85,48,133,32,2,1,1,,123,18,99,94,57,12,22,,1,2,,,,21,1,,1,2,9,61,3,533844,,,1,31,,,,,,,10,16786,,,,,,,10,,,,10,,,3,1226,2,710,28,4992,,,,,2383,13622,22943,,1,,13,608,2832,404,156,365,3198,2138,430,209,639,1297,186084,4723723
2013,2014,1/12/1972,Charlotte,NC,,,,,1,1,,1,1,85,6,,29,120,42,162,7,1,,,,129,7,129,73,61,12,,,,,,,,19,2,,,2,12,331,,,2,51200,2,268,,,,,4,638,3,19000,2,175,1,40,,,15,,,,15,1,1549,3,2031,,,16,5554,,,,,6425,22941,38515,3,,,6,556,5501,508,253,573,5738,3824,633,249,882,1067,184774,5011622
2013,2014,,Cheyenne,WY,,,,,1,1,,,,35,1,,19,55,3,58,10,,,2,,37,,15,34,26,2,3,,,,,,,37,,,,,2,47,,,,,2,100,1,242,,,,,4,31582,,,,,,,10,,,,10,,,,,,,7,954,,,,,804,3030,4798,,,,2,96,839,123,87,108,921,851,109,73,182,524,57248,576412
2013,2014,,Chicago,IL,1,,,,,2,6,,,570,14,2,183,769,680,1449,162,11,10,13,14,652,235,1677,356,281,53,22,,,,,,,11,8,,,4,99,460,17,2636603,2,17500,41,6304,2,3100,13,1858,6,853,100,912143,6,1505,6,2822,2,77,4,157,1,95,176,5,48986,6,925,30,22303,200,58256,7,2339,5,450,4209,87989,225633,19,36,,104,5583,29829,,1797,1172,26286,21395,4779,964,5743,12907,2203000,5955220
2013,2014,,Cincinnati,OH,,,1,1,,,1,,,168,4,,96,268,228,496,15,2,,2,20,212,114,774,213,126,21,66,,,,,,,,,,1,10,18,295,8,1595449,,,7,2515,1,101,1,256,,,11,141367,1,35,3,31456,1,25,19,26,,,44,4,20268,12,6192,11,7008,85,27081,8,2035,1,93,2101,21162,85984,11,6,,33,3251,5341,386,388,748,6376,6162,1257,561,1818,3848,454918,3000051
2013,2014,,Cleveland,OH,,,,,1,3,,1,1,260,7,3,113,383,92,475,13,5,,5,,206,51,949,185,169,10,8,,1,,,1,,1,1,,,6,44,219,5,713396,1,670,23,5411,1,236,7,11924,4,623,18,205260,2,231,1,35597,2,59,,2,,10,69,3,7225,5,2900,15,10019,90,30332,9,2491,1,124,2884,30806,86850,12,17,,75,3167,5869,480,321,870,7980,7230,1462,729,2191,7488,701219,2772156
2013,2014,1/30/1984,Colorado Springs,CO,,,,,1,1,,,,30,,,11,41,18,59,19,2,,2,,57,4,83,39,27,4,6,1,,,1,,,,4,,,,5,47,2,189000,3,225,3,225,,,,,,,1,240000,,,,,,,14,,1,13,27,,,,,1,308,6,1353,,,,,1799,5919,9406,,,,,91,1082,114,89,140,1348,1249,149,73,222,496,167502,1046889
2013,2014,,Columbus,OH,,,,,1,1,,,,96,5,,49,150,29,179,19,3,,2,,104,9,233,106,88,6,12,,,,,,,3,,,,1,14,78,7,474430,,,19,1471,1,3335,,,,,6,238501,,,,,1,37,1,154,,,38,2,3740,11,4535,,,40,10932,2,270,,,1043,13499,34057,18,,,9,1079,3190,232,405,397,3455,3730,459,360,819,1403,269126,2356877
2013,2014,3/23/1912,Corpus Christi,TX,,,,,1,2,,,,88,7,,25,120,25,145,9,1,,2,,97,7,153,69,48,7,14,,,,,,,32,,,,1,8,41,6,456586,8,46832,1,57,,,1,57,1,196,1,190301,,,,,,,12,,,,12,,,1,349,1,317,14,2355,2,494,,,3534,8685,15746,,,,8,41,2074,423,164,284,2462,1550,556,67,623,1747,398706,574137
2013,2014,,Covington,KY,,,,,1,,,,,51,2,,30,83,14,97,3,5,,5,,42,6,292,47,33,4,9,,,1,,,,6,,,,,8,3,5,853273,1,2438,4,932,1,192,1,54,1,1524,8,187505,,,1,1707,,,23,,,,23,1,1761,7,2488,2,755,27,6417,2,493,,,228,3433,15598,2,1,,17,770,988,287,186,90,1402,1323,273,126,399,838,91804,513971
2013,2014,12/31/1909,Crookston,MN,,,,,1,1,,,,30,3,,14,47,3,50,3,2,,,5,20,,65,66,25,2,39,,,,,,,,,,,,4,26,3,133261,,,3,624,,,1,49,,,,,,,,,,,7,,,,7,,,1,131,,,8,795,,,,,1256,2289,4478,,,,,84,525,,10,62,435,351,86,88,174,386,32936,259516
2013,2014,,Dallas,TX,,,,,1,1,1,1,1,68,6,,27,101,82,183,37,2,2,4,26,172,8,101,69,45,12,9,3,,,,,,,3,,,1,14,259,,,,,2,206,,,,,,,14,70519,,,,,2,27,35,61,1,10,72,1,2598,3,2391,4,2524,28,9376,2,312,1,152,7231,42053,66709,12,2,1,8,1777,13596,,856,369,12197,8625,1352,332,1684,1395,1236944,3923052
2013,2014,,Davenport,IA,,,,,1,1,,,,66,1,,30,97,3,100,5,1,,2,12,51,1,137,80,49,2,26,2,,,1,,,,,,,,,,3,415000,,,2,625,,,,,,,,,1,19,,,,,12,,,,12,1,3706,5,1029,,,13,3598,,,,,2349,6771,17465,,,,,324,1253,172,137,111,1524,1401,260,187,447,975,93824,763844
2013,2014,,Denver,CO,,,1,,,,,1,,127,8,2,58,195,110,305,23,8,1,7,,180,17,211,123,94,14,,,,,,,,19,,,,17,211,,4,361501,6,9303,7,1003,,,8,769,2,1158,13,62664,2,44,26,4438,2,57,11,56,,,68,2,13867,2,974,5,2939,37,8623,2,510,1,88,6803,18064,51936,13,2,,18,986,8607,583,419,626,8513,6448,1426,276,1702,3217,563441,3472884
2013,2014,8/12/1911,Des Moines,IA,,,,,1,1,,,,55,2,,26,83,9,92,10,3,,,,85,,50,81,47,6,28,,,,,,,,,,,,4,73,3,1562483,,,1,563,,,,,1,5115,7,21000,,,,,,,19,,,,19,1,831,2,1635,,,16,4720,,,,,3092,9895,20192,3,,,2,530,1716,117,114,318,2054,978,250,217,467,746,101558,837773
2013,2014,,Detroit,MI,,2,1,,,1,4,,,244,6,,112,362,190,552,42,4,,4,3,215,63,850,239,184,18,37,,,,,,,1,,14,21,7,38,486,10,1096788,4,2058,16,11967,,,2,200,8,935,42,67200,1,25,7,200,2,38,6,99,2,16,60,3,12608,10,3783,14,6720,65,20436,1,292,,,4751,45196,93846,26,11,,15,786,7765,423,484,950,9929,9515,1851,639,2490,8415,1271588,4263954
2013,2014,5/19/1951,Dodge City,KS,,,,,1,1,,,,18,,,12,30,4,34,11,,,,8,,,71,48,13,3,25,,,2,1,,3,,,,,,14,14,1,114218,1,19123,,,,,,,,,4,10455,,,,,,,5,,,,5,,,,,,,7,986,,,,,1474,3987,6452,,,,,87,911,110,25,60,901,738,126,45,171,333,48264,215895
2013,2014,,Dubuque,IA,,,1,2,,,,1,2,90,2,,84,176,32,208,4,,1,3,11,113,21,622,166,68,,83,5,,4,6,,,,1,1,2,,18,465,7,1387169,2,188,4,719,,,,,,,3,520,,,,,1,8,13,3,1,115,136,3,4573,7,2362,,,44,8976,,,,,4325,10840,31212,,,,5,907,1997,587,84,213,2593,2394,568,321,889,2081,200058,1000130
2013,2014,,Duluth,MN,,,,,1,1,,,,49,5,,20,74,6,80,5,3,,2,1,51,,89,84,39,3,42,1,,,,,,,,,7,,2,25,2,318011,,,4,890,,,1,85,,,,,,,,,,,11,,,,11,1,4240,,,,,11,1545,,,,,2283,2697,10776,,,,7,127,566,25,34,127,576,586,148,86,234,900,54771,446483
2013,2014,3/3/1914,El Paso,TX,,,,,1,,,,,43,3,,27,73,42,115,5,1,,1,,25,12,106,57,28,12,11,4,,1,1,,,19,,,,,,,,,1,56800,1,230,,,,,,,3,43135,,,,,1,3,10,,1,12,25,,,,,3,1197,8,2395,2,379,,,6736,9729,20461,,7,4,8,291,4094,523,137,218,4776,3678,723,53,776,1977,689032,877940
2013,2014,,Erie,PA,,,,,1,1,,,,123,5,,51,179,7,186,4,1,,,,63,,312,116,89,2,25,,,,,,,21,,,,,14,32,,,,,4,1501,,,1,225,3,188,23,55853,,,,,1,6,7,5,,,13,2,8392,6,1638,1,575,30,4720,1,249,,,4210,6287,26084,5,,,13,547,1300,44,92,80,1540,1665,280,220,500,2330,184000,855252
2013,2014,11/11/1944,Evansville,IN,,,,,1,1,,,,46,2,,22,70,5,75,,1,,,11,59,1,228,69,39,2,24,4,,,,,,,7,,,,10,90,2,671768,1,50,2,79,,,1,149,,,10,189673,,,,,,,11,,,,11,,,4,1418,,,24,5893,,,,,1581,4481,13384,,,,9,546,1123,,98,125,1133,1037,246,117,363,871,79504,510626
2013,2014,8/8/1962,Fairbanks,AK,,,,,,,,,,12,1,,3,16,7,23,6,,,,1,31,2,11,46,10,2,4,2,4,1,14,9,,,2,,,2,11,,,,,,,,,,,,,,1,1900,,,,,,,,,,,,,,1,191,,,1,239,,,,,257,761,1448,,,,,44,284,38,16,40,190,139,37,14,51,121,11008,164355
2013,2014,3/12/1904,Fall River,MA,,,,,1,,,,,86,6,,55,147,83,230,7,,,,15,96,15,139,85,68,9,8,,,,,,,11,,,3,,3,76,,,,,5,1133,1,650,1,40,2,65,5,43225,2,445,145,785,,,9,,,,9,1,2466,5,2773,,,21,4343,,,,,3531,19542,32664,,,,4,586,2492,93,56,77,3173,3171,750,145,895,3364,288845,823654
2013,2014,,Fargo,ND,,,,,1,,,,,79,9,,44,132,8,140,7,2,,,,45,,91,132,64,4,64,,,,,,,,,,,,3,79,8,155309,,,12,1963,,,,,1,85,3,1884,2,668,,,,,17,,,,17,1,251,1,314,,,12,1730,,,,,1639,5659,9610,1,,,2,209,1106,53,33,108,1037,1117,168,138,306,954,72889,393504
2013,2014,,Fort Wayne-South Bend,IN,,,,,1,,,,,62,,,18,80,268,348,18,1,3,1,,22,108,450,81,62,19,,,,,,,,,4,,,,7,102,2,251097,6,37771,6,1921,,,,,2,38,11,363164,,,2,11665,,,29,,1,43,72,5,17039,4,3212,,,37,9789,,,,,1693,7805,39610,,,,5,779,1792,262,176,351,2802,2525,509,256,765,1423,159812,1275094
2013,2014,8/22/1969,Fort Worth,TX,,,,,1,,,,,50,,1,22,73,51,122,,2,,,,,5,74,89,37,23,23,8,,,,,,2,,,,5,84,1122,,,,,5,897,,,,,,,,,,,,,,,31,,,,31,1,30,4,1301,,,19,4340,1,87,,,6927,21318,34034,,3,,10,486,6310,,380,,6723,3745,757,247,1004,1171,700000,3437062
2013,2014,12/15/1967,Fresno,CA,,,,,1,,,,,96,3,,41,140,36,176,20,1,1,,,60,1,96,89,58,7,23,1,,,,,,45,,,,1,55,63,3,585809,2,210,,,,,,,,,3,113613,,,,,,,17,,1,4,21,,,2,1168,,,19,4503,,,,,10266,26724,42682,1,,,13,303,16520,857,405,572,13514,6122,1712,209,1921,3893,1200000,2808697
2013,2014,12/16/1939,Gallup,NM,,,,,1,,,,,20,4,,13,37,12,49,14,,,1,,25,6,76,52,20,20,10,,,2,,,,22,,,,6,,,,,,,1,50,,,,,,,,,,,,,,,5,,,,5,,,,,1,128,11,1037,1,219,,,876,2176,4441,3,,,13,111,472,100,89,168,587,460,53,21,74,472,62000,475000
2013,2014,,Galveston-Houston,TX,1,,,1,,1,1,,,140,2,1,56,199,201,400,38,1,,3,29,400,10,438,146,105,38,3,,,,,,,7,18,1,,,,,3,233343,7,37746,4,544,4,892,36,3347,5,10920,10,725999,,,,,1,22,28,50,5,11,61,1,3589,,,10,4783,44,11973,6,2146,,,18234,66799,107585,7,1,7,24,1605,10048,11267,1952,1173,37399,11965,2672,672,3344,3826,1188876,6402824
2013,2014,12/17/1956,Gary,IN,,,,,1,,,,,61,3,1,31,96,37,133,5,,,1,7,69,12,66,68,54,3,11,,,,,,,4,6,,,1,10,58,6,1343192,,,2,222,2,148,2,500,2,700,7,10000,,,,,,,9,,,,9,1,1275,3,1335,1,38,17,5221,,,,,701,8431,17010,,,,4,398,1298,106,106,150,1914,1633,268,103,371,1470,185100,793759
2013,2014,7/20/1971,Gaylord,MI,,,,,,,,,,43,4,,16,63,6,69,19,3,,1,,18,,22,80,30,3,37,,,3,2,,,,,,,,4,45,3,350058,,,,,2,300,13,295,,,20,16335,,,,,,,16,,,,16,,,4,502,1,11,16,1852,,,,,711,2034,5126,,,,1,227,432,80,65,94,650,734,141,88,229,855,55893,505498
2013,2014,4/11/1917,Grand Island,NE,,,,,1,,,,,36,,,26,62,,62,9,,,1,,7,,50,36,29,6,1,,,,,,,33,,,,,13,21,,,2,176430,1,74,,,,,,,,,,,,,,,3,,,,3,,,4,519,,,6,1031,,,,,1830,3774,7157,,,,2,109,795,74,77,126,980,637,160,91,251,529,45744,307587
2013,2014,,Grand Rapids,MI,,,,,1,1,,,,65,1,,40,106,19,125,8,3,,,,38,1,350,82,72,6,,,,,2,,,4,,1,7,,,,2,1169560,,,3,950,,,1,411,10,9882,12,604700,,,1,900,,,20,,,,20,1,2042,3,1195,1,194,24,4028,1,241,,,2031,9327,19078,,,,1,364,2229,175,153,295,2600,2156,443,259,702,1431,191000,1283717
2013,2014,5/18/1904,Great Falls-Billings,MT,,,,,1,1,,,,29,1,,28,58,12,70,6,,,2,8,10,1,39,51,25,12,10,1,1,,3,,2,58,,,,1,14,46,2,538654,,,1,74,,,2,218,1,8,,,,,,,,,5,,,,5,1,1075,2,426,1,158,9,1467,3,435,,,584,1941,6091,2,,,4,362,561,122,58,136,627,652,61,62,123,810,40654,422344
2013,2014,,Green Bay,WI,,,,,1,2,,1,1,71,5,1,101,178,98,276,21,2,,2,9,142,14,480,157,67,12,51,15,,7,5,,,2,18,,,,7,7,8,1131685,,,14,986,,,4,158,3,9276,8,192785,,,,,,,23,,1,9,32,2,3407,5,1477,1,740,52,7732,,,,,5813,14300,33501,1,,,16,699,3487,,136,194,3241,2603,705,230,935,3068,333711,1011244
2013,2014,3/10/1951,Greensburg,PA,,,,,1,,,1,,71,,,38,109,104,213,5,3,1,,,2,32,198,78,57,4,17,,,,,,,,,1,8,,11,65,,,,,2,196,,,,,,,6,12434,1,87,,,,,6,,1,21,27,2,4074,2,600,,,13,2165,3,207,,,1401,7207,15681,11,,,7,318,1119,37,57,157,1315,417,282,179,461,2167,144169,665682
2013,2014,,Harrisburg,PA,,,,,1,,,,,91,3,,40,134,37,171,10,4,,2,,68,1,283,89,73,13,3,,,,,,,8,,,,1,16,77,1,278899,,,3,434,1,689,,,4,420,13,2455,,,,,,,37,,,,37,,,7,3268,,,36,7814,2,97,,,1409,14505,27130,,,,24,727,1794,477,325,390,2690,2357,366,281,647,2297,243227,2242629
