Year,Year_OCD,Year established,ST,Diocese,Cd,Cd:Ret,ABp,ABp:Ret,Bp,AuxBp,Bp:Ret,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,StdntOthDio,DStdntOthSem,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Schlstics,Tchrs:Br,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2007,2008,1/27/1981,CA,San Jose in California,,,,,1,0,1,,,80,6,1,59,146,207,353,16,2,1,2,3,17,65,353,49,41,8,0,0,0,0,0,0,,2,2,,,2,29,98,2,219093,1,64,1,140,,,1,170,,,1,50000,,,,,,,,20,,,20,1,8490,2,2256,4,4365,29,9880,2,307,,,3131,14240,42689,10,,1,37,984,8104,574,319,626,5706,3245,955,202,1157,1688,560000,1808056
2007,2008,,NM,Santa Fe,,,1,1,,0,,1,,80,1,,43,124,83,207,9,1,1,2,14,205,77,203,93,65,20,0,3,0,4,1,0,,216,4,,,1,31,69,,,1,5800,1,25,,,1,37,3,1993,5,367950,1,16,,,,,,22,5,13,35,1,2614,1,991,1,837,14,3900,,,,,5218,17693,31288,,,1,26,358,5569,356,240,466,5133,3509,942,179,1121,3024,307396,1397255
2007,2008,2/21/1962,CA,Santa Rosa in California,,,,,1,0,1,,,56,2,,18,76,8,84,12,1,,,,36,30,48,42,39,0,2,0,0,1,0,0,,18,8,,,,3,18,5,702226,,,1,50,1,119,,,,,12,247503,,,,,,,,4,,,4,,,2,832,4,1019,11,2505,2,122,,,1086,5276,10844,1,,3,5,267,3302,104,111,116,2403,994,562,146,708,999,165204,911678
2007,2008,,GA,Savannah,,,,,1,0,1,,,56,3,,19,78,22,100,12,4,,1,,38,4,98,55,39,14,0,0,0,0,0,0,,24,,1,,3,7,37,2,200000,,,,,1,22,,,,,15,25000,,,,,,,,15,,,15,,,2,576,3,1626,16,4264,,,,,843,5211,12535,,,5,13,483,1901,215,220,278,1491,1315,193,133,326,703,80005,2800000
2007,2008,,PA,Scranton,,,,,1,1,1,,,206,,23,84,313,60,373,18,2,,4,,63,8,557,178,173,5,5,0,0,0,0,0,,76,25,,6,2,20,25,5,515788,2,124619,4,610,5,815,9,407,9,1877,13,200116,1,155,,,,,,10,1,,10,4,12948,4,1844,2,896,24,7414,,,1,20,3701,16095,42928,4,,,49,677,3575,,98,186,4381,4823,933,397,1330,4868,316825,1095092
2007,2008,,WA,Seattle,,,1,1,,2,,1,1,130,3,,63,196,109,305,34,2,,3,21,122,19,452,142,98,13,20,0,0,1,10,0,,28,8,,,,,,8,1524975,11,13879,22,4387,,,4,387,6,97,96,65994,10,204,,,,,,32,,,32,2,9400,3,2495,6,3644,58,16190,2,583,,,7105,32003,71452,5,,7,4,1457,6988,1016,,617,6156,3484,901,500,1401,2718,577400,5064500
2007,2008,6/16/1986,LA,Shreveport,,,,,1,0,1,,,22,1,,14,37,12,49,2,,,,1,21,4,53,27,17,8,1,1,0,0,0,0,2,14,1,,,1,1,32,2,968,3,444194,1,190,,,2,151,2,289,19,30336,,,2,1335,,,,3,,,3,,,2,649,,,5,1226,,,,,502,1847,4227,,,,3,80,451,41,45,103,519,442,75,77,152,347,39724,792857
2007,2008,1/15/1902,IA,Sioux City,,,,,1,0,1,,,87,6,,50,143,2,145,,2,,2,5,38,,79,115,71,0,51,0,0,0,0,0,,,1,,,,6,39,3,205203,,,3,354,,,,,,,5,4377,,,,,,,,11,,,11,1,1138,8,1973,,,19,4125,,,,,1680,4418,13345,5,,,7,523,1656,12,117,338,1469,1402,329,238,567,1126,85516,464400
2007,2008,,SD,Sioux Falls,,,,,1,0,,1,1,85,2,,33,120,27,147,8,4,,2,6,32,9,318,150,67,10,68,4,1,0,0,0,3,,,,,1,17,64,11,550000,,,9,1500,,,,,1,15,17,65410,,,,,,,,27,,,27,2,1992,3,978,,,20,3704,,,,,6243,8146,21090,2,,1,3,338,1723,,65,230,1640,2327,320,340,660,1030,126196,524153
2007,2008,12/17/1913,WA,Spokane,,,,,1,0,,,1,46,7,1,38,92,74,166,5,4,1,1,,55,5,219,82,39,3,37,0,0,1,2,0,,2,1,,,,5,47,7,545222,,,2,205,1,29,1,241,3,2563,17,117452,2,12,13,647,1,2,8,,11,,13,1,6857,1,140,2,1056,15,3589,,,,,647,3593,15895,2,2,,1,248,1163,88,132,634,1447,1439,265,83,348,538,97000,768838
2007,2008,,IL,Springfield in Illinois,,,,,1,0,1,,,79,4,1,32,116,52,168,,1,,,18,23,30,743,125,71,7,50,1,0,3,0,0,,,,1,2,30,743,69,6,722458,,,1,98,1,28,1,116,,,,,1,105,,,,,,10,,,10,2,1936,5,3149,1,858,44,9540,,,,,2135,9374,27002,10,,4,46,859,1852,88,202,365,2179,2408,458,391,849,1513,161206,1118446
2007,2008,,MA,Springfield in Massachusetts,,,,,1,0,2,,,97,9,1,45,152,32,184,10,1,,3,6,72,13,389,116,94,6,16,1,0,0,0,0,,11,,,1,1,22,29,1,169202,2,8635,8,536,1,36,2,134,2,158,11,41003,,,2,1200,,,,22,,,22,1,1249,4,1422,,,20,4661,,,,,6653,15919,29926,,,,19,327,2648,130,98,141,2753,2403,581,161,742,3834,221596,817291
2007,2008,8/24/1956,MO,Springfield-Cape Girardeau,,,,,1,0,1,1,2,46,1,,19,66,57,123,11,2,1,,,13,51,86,66,45,6,12,1,0,2,0,0,,18,4,,,,19,23,7,1003252,,,1,388,,,1,46,,,,,,,,,,,,7,2,22,29,,,3,995,,,23,3673,,,,,1355,3698,9750,,,1,,291,1038,90,142,224,1344,1030,180,163,343,576,66082,1226079
2007,2008,,FL,St. Augustine,,,,,1,0,1,,,60,4,,35,99,20,119,29,3,,5,,48,2,111,51,44,5,2,0,0,0,0,0,,8,1,,,,,,1,127555,,,2,44291,,,,,,,9,84500,4,29,5,326,,,,9,,,9,,,4,2469,,,27,8673,,,1,110,1178,8256,20695,1,3,,21,784,2285,216,231,586,2485,2133,382,229,611,1068,164484,1905176
2007,2008,,MN,St. Cloud,,,,,1,0,1,1,1,68,1,,48,117,110,227,4,3,1,,,49,60,504,137,65,11,61,0,0,0,0,0,,,,,,,12,92,4,285986,,,12,1027,1,392,,,,,66,42829,8,56,11,723,,,,13,1,1,14,2,4167,1,670,1,337,31,4694,,,,,5775,11809,27446,9,,2,26,751,2216,,46,208,2180,2210,611,249,860,1316,146914,550373
2007,2008,12/4/1982,OH,St. George's in Canton Romanian,,,,,1,0,1,1,,12,,,5,17,3,20,5,,,,,2,5,4,14,,,,,0,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,12,50,64,,,,,,36,4,6,12,41,44,4,2,6,30,5000,
2007,2008,12/3/1983,OH,St. Josaphat in Parma,,,,,1,0,,,,30,4,,11,45,1,46,8,3,,,,10,3,4,38,,,,,0,,,,,4,,,,,2,,,,,,3,173,,,,,,,,,,,,,,,,7,,,7,,,,,,,1,98,,,,,68,273,446,,,,1,14,84,,1,,76,85,27,17,44,200,10776,
2007,2008,,MO,St. Louis,,,1,,,1,,1,2,266,15,7,75,363,369,732,14,4,2,9,12,253,136,1725,192,157,19,12,0,0,0,0,0,,,,,,,,,9,1996263,20,5243,39,42706,8,1921,5,26385,11,2664,14,42024,,,,,2,53,54,3,7,138,194,2,15136,12,5190,17,9126,113,31990,9,2568,8,725,323,21457,86709,30,,40,120,2000,6010,325,375,541,6425,6255,1580,653,2233,4193,476477,2205007
2007,2008,1/10/1966,NY,"St. Maron, Brooklyn",,,,1,1,0,1,1,,38,4,1,16,59,11,70,5,1,1,,,14,4,,34,,,,,0,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,1,175,1,2,2,3,,,5,,,,,,,,,,,,,442,1592,2039,,,,,,413,18,9,40,371,455,90,21,111,231,30000,
2007,2008,1/1/1961,IL,St. Nicholas Chicago Ukrainian,,,,,1,0,1,1,,23,1,,7,31,15,46,15,,,5,2,7,2,4,38,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,1,40,,,1,350,,,,,58,350,803,,,,2,28,220,,5,2,220,220,50,12,62,180,10000,
2007,2008,,MN,St. Paul and Minneapolis,,,2,,,0,,,,226,6,2,104,338,90,428,37,8,,7,,217,49,878,218,187,15,3,3,0,1,10,0,,5,4,,1,2,49,467,4,136980,11,151705,8,27000,2,2000,2,150,4,1201,17,5000,4,1000,5,13000,2,145,132,3,1,25,173,3,17323,10,8037,4,600,93,32000,3,500,,,16653,39500,114786,45,,17,115,477,9231,322,317,1032,9916,7804,1630,886,2516,3595,623000,3015000
2007,2008,7/25/2002,CA,St. Peter (Chaldean),,,,,1,0,,,,8,1,,,9,5,14,,,,,3,3,,12,8,,,,,0,,,,,,,,,,,,,,,,2,138,,,,,,,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,1,,255,338,102,3,105,71,40200,
2007,2008,6/17/1968,FL,St. Petersburg,,,,,1,0,,1,,94,5,2,31,132,98,230,82,,,2,,102,46,240,74,63,10,3,0,0,0,0,0,,6,1,1,,37,156,,2,201448,7,35000,9,950,,,12,2500,4,700,11,2500,,,,,,,,26,,,26,1,13970,4,2281,2,974,25,8479,2,1046,2,122,1976,18804,47498,6,,6,22,951,4856,624,,690,5049,4201,765,380,1145,4134,425323,2873802
2007,2008,3/13/2001,,St. Thomas Syro-Malabar,,,,,1,0,,,,40,,,,40,9,49,,,,,,,,16,12,,,,,0,,,,,31,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,2220,3042,,,,,,172,7,9,23,382,384,52,12,64,33,85000,
2007,2008,1/26/1982,MI,St. Thomas the Apostle,,,,,1,0,,,,14,,,1,15,,15,,,,,,,,11,8,,,,,0,,,,,,,,,,,,,,,,1,60,,,,,,,1,130,,,,,,,,6,,,6,,,,,,,,,,,,,,,6,,,,,,901,,14,,609,,336,6,342,194,120000,
2007,2008,4/20/1977,VI,"St. Thomas, Virgin Islands",,,,,,0,1,,,8,3,,2,13,4,17,,,,,,27,2,21,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,463,,,2,107,,,,2,,,2,,,2,229,,,3,660,,,,,139,481,1511,2,,1,1,84,183,35,3,12,191,143,43,27,70,151,30000,108612
2007,2008,8/8/1956,CT,Stamford-Ukrainian,,,,,1,0,2,,,29,1,,8,38,17,55,25,,,,,10,2,33,51,,,,,0,,,,,3,1,,,,,,,,,,1,21,,,1,44,,,,,,,,,1,9,4,4,,,13,,,1,100,,,2,202,,,,,330,919,1564,,,,5,20,169,,1,,111,174,65,7,72,327,16600,
2007,2008,1/1/1944,OH,Steubenville,,,,,1,0,2,,,52,9,,32,93,37,130,7,1,,,,8,6,60,69,68,0,0,0,0,0,0,0,,2,,1,,1,4,8,1,232063,,,,,,,,,,,1,27558,1,185,,,1,6,,6,,,12,1,2434,3,543,,,14,1709,,,,,545,1652,6895,,,,6,184,486,75,72,633,626,550,107,137,244,690,36467,509663
2007,2008,1/13/1962,CA,Stockton,,,,,1,0,1,,,48,4,,11,63,16,79,21,3,,,,47,5,57,34,30,4,0,0,0,0,0,0,,12,,,,3,17,67,2,279196,1,9077,2,482,,,,,,,1,61866,,,,,,,,9,,,9,,,2,1603,,,11,3187,,,,,1667,18928,25394,3,,2,1,315,6557,281,130,474,5259,2940,720,141,861,1588,207385,1299415
2007,2008,5/3/1905,WI,Superior,,,,,1,0,1,,,40,,,24,64,7,71,2,1,,2,1,58,2,91,105,41,3,53,3,0,1,4,0,,,,,,,29,29,6,283174,2,110,11,308,,,3,191,,,7,2433,23,230,3,1281,,,,12,,,12,,,,,,,16,2535,,,,,3024,6372,11943,,,1,5,210,1037,25,40,106,1077,1004,248,147,395,1106,77617,451295
2007,2008,,NY,Syracuse,,,,,1,0,1,,,158,10,,80,248,41,289,22,2,,1,,81,20,459,154,154,5,0,0,0,0,0,0,,9,,,4,,,,3,1234277,1,2500,54,2200,8,93,3,289,4,320,17,44660,19,730,,,,,,8,1,12,20,1,3500,5,2205,1,750,23,4772,,,,,7396,22734,41377,2,,5,33,659,3728,106,166,487,4311,3752,981,373,1354,4654,284257,1174887
2007,2008,4/15/1910,OH,Toledo,,,,,1,0,2,,,121,5,1,56,183,33,216,9,1,1,2,9,201,8,578,131,89,9,28,2,0,3,0,0,,,,,,6,28,341,7,1410104,4,1213,5,1652,,,,,,,12,16531,,,,,,,,22,,,22,2,2962,10,3402,4,2652,69,15227,4,531,1,62,5112,22108,52078,8,,,45,1677,2846,626,370,421,4021,3996,753,581,1334,2378,301134,1476035
2007,2008,,NJ,Trenton,,,,,1,0,1,,,178,11,,59,248,38,286,30,5,,3,11,380,65,384,118,105,10,3,0,0,0,0,0,,7,,,,2,39,84,2,477509,1,4040,1,450,1,22,6,542,4,198,29,28500,1,162,,,,,,23,,,23,1,3626,8,6403,3,1163,40,15238,2,490,1,15,1010,65402,93370,,,17,83,1669,5964,63,567,858,7245,6280,1509,288,1797,5035,783008,2015852
2007,2008,,AZ,Tucson,,,,,1,0,,,,65,2,,43,110,77,187,50,1,2,1,,142,25,207,75,50,14,7,1,0,2,0,0,,46,,1,,3,22,79,3,460800,1,42000,,,,,,,,,2,430000,,,1,2500,,,,8,,,8,,,,,6,2106,19,4934,3,730,,,2968,14188,24934,,,10,31,557,6260,327,227,255,5318,3528,726,146,872,2312,382123,1689676
2007,2008,2/7/1973,OK,Tulsa,,,,,1,0,,,,49,4,,19,72,24,96,9,3,,,11,64,18,61,78,41,4,33,0,0,0,0,0,,2,,,,,,,6,1339105,1,4200,5,500,,,,,2,70,6,3500,,,,,,,,18,,,18,,,1,900,1,600,10,2300,1,900,,,1350,5000,11068,,,8,5,348,1470,109,108,269,1299,787,242,145,387,512,59500,1600000
2007,2008,12/12/1986,TX,Tyler,,,,,1,0,,,,58,9,1,4,72,15,87,20,1,,2,36,54,3,55,44,41,8,0,0,0,0,0,0,,27,1,,,2,25,77,4,1125245,33,962000,,,,,,,,,9,25700,,,,,,,,25,,,25,,,1,211,,,4,853,,,,,1530,6533,9152,,,,,104,2551,155,78,227,1541,3088,265,84,349,331,60571,1342787
2007,2008,12/3/1981,CA,Van Nuys- Byzantine,,,,,1,0,1,,,18,4,,2,24,2,26,,2,,,6,11,2,3,19,,,,,0,,,,,1,,,,2,3,,,,,,,,,,,,,,,,,,1,28,,,,1,,,1,,,,,,,,,,,,,104,310,415,,,,,,62,,11,11,85,98,10,3,13,28,2795,
2007,2008,10/25/1984,FL,Venice,,,,,1,0,1,,,82,7,,27,116,69,185,78,,,,,92,16,98,56,41,14,0,0,0,0,0,0,,18,1,1,,3,39,74,,,,,7,392,,,1,96,2,8833,18,48272,,,,,,,,11,,,11,1,594,3,1578,,,9,3316,,,2,120,1124,11505,18248,5,,2,9,354,3391,451,156,498,3559,2798,427,219,646,2456,237363,1936876
2007,2008,5/29/1982,TX,Victoria in Texas,,,,,1,0,,,,43,3,,9,55,9,64,9,2,,,,29,1,91,50,35,4,10,0,0,1,0,0,,17,,,,,23,15,,,,,1,59,,,,,,,,,,,,,,,,5,,,5,,,2,165,1,382,11,1974,1,305,,,2653,5406,10890,,,,15,239,1438,99,72,222,1339,1032,304,111,415,970,104247,208931
2007,2008,7/22/1939,DC,Washington,,2,1,,,2,1,,3,198,14,2,76,290,382,672,127,5,5,7,6,251,82,590,140,122,18,0,0,0,0,0,0,,9,1,,,1,41,,3,556912,4,79801,24,1917,1,225,7,257,19,13410,27,145363,21,101,,,2,37,63,36,12,89,162,3,15108,2,733,16,9379,71,19778,9,1700,1,60,6355,19795,73070,22,,12,99,2951,4377,1902,715,564,5621,5253,1009,591,1600,2636,589072,2683050
2007,2008,,WV,Wheeling-Charleston,,,,,1,0,2,,,75,,,37,112,59,171,13,4,,,,49,11,177,122,55,21,27,0,1,8,0,0,,22,4,,,6,27,,3,689505,,,,,1,17,2,199,,,9,55451,,,,,,,,11,,,11,1,1420,7,1697,1,41,25,4942,1,88,,,1304,5001,14504,,,2,9,455,992,197,212,205,1381,1539,182,275,457,1346,88974,1818470
2007,2008,,KS,Wichita,,,,,1,0,1,,,79,7,,38,124,2,126,6,4,,3,,,,295,91,66,0,25,0,0,0,0,0,,,21,,,,8,70,7,473616,2,54900,7,1275,,,,,1,42,1,39215,1,206,,,,,,38,,,38,1,2200,4,2468,,,35,8338,,,,,2509,6733,22286,2,,,18,634,2547,151,242,477,2312,2422,441,311,752,952,117177,951971
2007,2008,,DE,Wilmington,,,,,1,0,,,1,88,10,,28,126,93,219,12,3,,1,,92,37,256,58,52,4,1,0,0,0,0,0,,17,,1,,,16,61,1,182900,1,150,5,375,2,10,4,391,3,422,12,179664,1,100,5,18309,,,,14,,,14,,,5,3005,3,1775,24,8359,5,1042,1,92,1499,8369,24155,15,,7,33,1105,2843,131,140,339,2870,2413,457,241,698,1634,233000,1270734
2007,2008,,MN,Winona,,,,,1,0,1,1,,60,2,,49,111,7,118,7,1,,,,21,21,365,115,51,1,56,0,0,0,7,0,,,2,,,,5,59,2,87900,1,5344,11,646,,,3,10557,,,7,5315,,,1,123,1,8,41,8,,,16,1,1350,4,1085,,,21,3337,,,,,4090,6498,16376,2,,,5,471,1917,,72,214,1626,1906,386,256,642,1141,131280,570488
2007,2008,1/14/1950,MA,Worcester,,,,,1,0,2,3,,142,9,1,72,224,106,330,1,,1,,2,81,73,351,123,109,3,12,0,0,0,0,0,,4,1,,1,2,11,74,1,267000,5,520,6,475,1,24,14,1500,7,400,7,63000,,,,,,,,10,,,10,3,8540,4,2268,3,1292,20,4776,1,351,1,35,6371,20496,44139,,,1,22,714,3054,121,95,180,3620,2862,516,115,631,3208,308282,783262
2007,2008,6/23/1951,WA,Yakima,,,,,1,0,,,,40,12,,20,72,10,82,,1,,1,,26,4,40,41,36,1,4,0,0,0,0,0,,3,1,,,4,40,16,,,1,76232,,,,,2,204,,,5,49389,,,,,,,,12,,,12,,,,,1,190,6,1708,,,,,1755,5698,9363,,,2,3,109,2933,183,92,166,2417,981,356,109,465,454,71885,645300
2007,2008,5/15/1943,OH,Youngstown,,,,,1,0,,,,103,4,,58,165,17,182,9,1,,1,,62,13,206,115,92,3,20,0,0,0,0,0,,2,,,,,24,96,4,51378,24,1204917,9,1321,,,1,90,5,529,14,50768,,,,,,,,15,,,15,1,2703,6,2464,,,36,6932,2,359,,,1324,13099,26896,4,,,11,606,1924,209,177,389,2490,2945,491,332,823,2791,215467,1217220
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  989,714 ","  55,134 ","  42,901 ","  78,310 ","  813,801 ","  611,345 ",,,"  201,567 ","  436,085 ","  64,085,724 ","  298,679,172 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  989,714 ",,"  42,901 ","  78,310 ","  813,801 ","  611,345 ",,,"  201,567 ","  436,085 ","  64,085,724 ","  298,679,172 "
