Year,Year_OCD,Year established,Diocese,ST,Cd,Cd:Ret,ABp,ABp:Ret,Bp,Bp:Ret,AuxBp,Abts,Abts:Ret,Pr:DADio,Pr:AOtDio,Pr:DioForMsn,Pr:Ret/Sk/Abs,TotDPr,TotRPr,TotPriests,ExtPrDio,Ord:DPr,Ord:RPr,Ord:TrDeac,Ord:PrmDeac,PrmDeacDioTot,TotBr,TotSis,Prsh,PrshwResPstrD,PrshwResPstrR,PrshwoResPstr:Pr,PrshwoResPstr:Deac,PrshwoResPstr:Br,PrshwoResPstr:Sis,PrshwoResPstr:Lay,PrshwoResPstr:Tm,Vacant,Ms,PstrCenter,NewPrsh,ClsdPrsh,ProfMnstry:Br,ProfMnstry:Sis,ProfMnstry:LayMin,Hsp,Hsp:TotAssist,HCCntr,HCCntr:TotAssist,HmAged,HmAged:TotAssist,ResCrChld,ResCrChld:TotAssist,DyCr/XDyCrCntr,DyCr/XDyCr:TotAssist,SpHms,SpHms:TotAssist,SpCntrSocSvcs,SpCntrSocSvs:TotAssist,ResCrDis,ResCrDis:TotAssist,OthInst,OthInst:TotAssist,Sem:D,StdntDio,DStdntOthSem,StdntOthDio,Sem:R,StdntR,TotSemnr,Coll/Univ,Coll/Univ:TotStdnt,HS:D/Prsh,HS:D/Prsh:TotStdnt,HS:Prvt,HS:Prvt:TotStdnt,ElSch:D/Prsh,ElSch:D/Prsh:TotStdnt,ElSch:Prvt,ElSch:Prvt:TotStdnt,NResSchDis,NResSchDis:TotStdnt,RE:HSStdnt,RE:ElStdnt,RE:TotStdnt,Tchrs:Pr,Tchrs:Br,Tchrs:Schlstics,Tchrs:Sis,Tchrs:LayTchrs,InfBapt,MinorBapt,AdltBapt,RcvdFullComm,FirstComm,Conf,Mar:Cath,Mar:Inter,TotMar,Dth,TotCath,TotPop
2012,2013,,Baltimore,MD,,1,1,,,1,2,,,174,20,,50,244,196,440,63,4,,2,14,159,55,803,145,90,28,21,3,,,3,,,8,,,7,4,27,205,5,1903577,4,4697,28,6168,6,1821,6,974,6,961,28,411616,1,501,1,2593,2,20,10,225,,,30,4,11158,7,3311,13,7340,41,15357,7,1110,1,112,3057,22768,64243,47,13,,54,3032,5456,,465,413,5681,4935,882,421,1303,4303,489109,3170447
2012,2013,7/20/1961,Baton Rouge,LA,,,,,1,,,,,53,,,19,72,26,98,8,3,1,1,,66,15,90,67,34,8,25,,,,1,,,,,,1,1,5,91,3,625123,,,7,742,,,,,5,322,8,253132,,,,,,,14,,,,14,1,1757,6,2099,2,2057,23,11011,,,,,3874,8056,28868,,2,,5,1026,2097,146,122,390,2252,2105,458,154,612,1635,198828,976018
2012,2013,9/29/1966,Beaumont,TX,,,,,1,,,,,29,1,,15,45,23,68,4,1,,,9,40,2,18,44,26,18,,,,,,,,7,,,,,3,44,3,411282,,,,,,,,,,,3,5259,,,,,,,5,,,,5,,,1,423,,,4,1107,,,,,1615,6157,9307,1,,,1,133,1339,,134,,1268,887,162,85,247,774,77672,620434
2012,2013,,Belleville,IL,,,,,1,1,,,,63,1,,43,107,38,145,14,1,,,,25,4,139,114,65,12,30,2,,3,1,,,,,1,4,4,76,78,5,536202,,,2,235,,,2,115,,,,,,,,,,,3,,,,3,,,3,1086,,,28,4039,,,,,343,4887,10358,5,,,6,1059,2100,95,119,203,1452,1551,282,153,435,1189,93795,860658
2012,2013,3/1/1977,Biloxi,MS,,,,,1,1,,,,38,1,,14,53,24,77,7,1,,1,31,32,12,36,42,28,12,2,,,,,,,9,,,,,8,12,,,,,7,475,,,,,,,7,486459,,,1,5205,,,7,,,,7,,,4,1125,1,352,10,2729,,,,,1104,3346,8663,,4,,4,331,869,143,123,176,1054,846,146,91,237,648,62941,800165
2012,2013,6/28/1969,Birmingham,AL,,,,,1,1,,1,1,63,1,,19,83,29,112,,1,2,2,,51,22,116,54,36,19,2,,,,1,,,19,,,,1,6,95,4,689500,1,39500,,,,,,,1,20,20,93000,,,,,,,13,,,3,16,,,3,1271,2,328,17,4355,1,187,1,118,1425,7062,14762,4,1,,14,376,1993,242,200,420,1939,1611,263,148,411,579,90727,2939674
2012,2013,12/31/1909,Bismarck,ND,,,,,1,1,,1,,41,5,,22,68,18,86,13,2,1,6,3,78,17,83,98,34,11,52,1,,,,,,,1,,,,5,61,4,378204,,,6,774,,,,,,,4,600,,,1,105,,,14,,,,14,1,2895,3,638,,,10,1724,,,,,1572,4652,11495,3,,,6,195,970,71,55,114,883,1036,191,116,307,774,61862,290738
2012,2013,,Boise,ID,,,,,1,,,,,46,4,,28,78,15,93,5,9,,,1,75,5,71,52,35,2,14,1,,,1,,,28,28,,,5,4,50,4,527721,,,,,,,4,160,,,19,434000,,,,,,,9,,,,9,,,1,690,,,13,2329,,,,,2467,5571,11066,,,,1,211,2530,226,188,316,2551,1425,398,100,498,817,174348,1584985
2012,2013,,Boston,MA,1,,,,,3,6,,1,359,29,4,315,703,475,1178,55,6,,1,10,280,139,1765,288,272,16,,,,,,,,1,,1,1,,36,241,,,3,7511,16,2832,1,921,11,1110,21,1722,43,206000,,,3,35403,3,65,6,100,1,24,95,6,22289,3,713,27,15010,72,22479,9,2368,2,139,24363,80868,163294,10,30,,106,3732,13222,2434,369,465,16849,14208,2818,699,3517,14991,1906372,4138274
2012,2013,8/6/1953,Bridgeport,CT,,,,,,,,,,154,13,3,56,226,32,258,21,1,,6,6,112,,325,82,70,2,10,1,,,,,,1,1,1,6,,343,,1,240000,2,25000,,,,,5,325,23,92,19,350000,,,5,350,1,32,17,,,,49,3,12162,5,2341,2,1196,32,7622,2,522,1,16,3150,43725,70783,13,,,14,845,4195,,170,590,5274,5190,990,75,1065,2725,410834,925899
2012,2013,,Brooklyn,NY,,,,,1,4,4,,,246,28,1,215,490,162,652,92,6,,10,,211,106,800,186,162,23,1,,,,,,,,,2,4,,,58,,,30,20885,6,850,,,25,2800,50,8500,50,105550,130,1050,2520,28108,1,17,44,50,,,61,3,30755,19,14458,,,97,30755,3,363,,,2815,39630,118857,17,42,,111,2658,14980,890,560,49,10753,8428,2018,240,2258,7837,1400000,4780493
2012,2013,7/10/1965,Brownsville,TX,,,,,1,1,,,,71,4,,17,92,28,120,9,4,,3,,90,16,92,69,51,15,3,,,,,,,45,2,,,3,7,53,,,1,125,1,189,,,1,16,,,6,157034,,,4,7322,,,20,,,,20,,,,,3,916,8,2247,3,861,,,8420,28830,41294,4,2,,12,236,7993,780,171,800,7612,3868,116,55,171,2693,1074477,1264091
2012,2013,,Buffalo,NY,,,,,1,1,1,,,174,9,,131,314,98,412,10,3,,1,5,126,36,852,164,130,10,20,2,,1,,1,,2,2,,1,1,33,94,4,1398465,1,950,8,3523,,,2,85,3,4841,5,581158,2,192,1,12702,1,20,2,1,1,1,23,7,17902,,,15,5207,47,10496,5,758,2,1206,8526,22443,66561,35,18,,61,1841,3679,182,172,247,4554,4406,1095,395,1490,5923,631409,1542113
2012,2013,,Burlington,VT,,,,,1,1,,,,47,1,,43,91,32,123,20,1,,,,49,23,95,73,45,9,19,,,,,,,27,1,1,3,,1,16,,,,,4,199,,,,,,,2,4353,,,,,,,11,,,,11,2,2800,2,452,,,9,1294,2,354,,,1422,4254,10587,4,,,1,348,682,91,84,118,832,823,224,102,326,1358,118000,625000
2012,2013,12/9/1937,Camden,NJ,,,,,1,1,,,,126,8,1,137,272,39,311,15,1,,,10,150,10,264,71,64,3,4,,,,,1,,4,,22,34,,,47,1,283706,2,18625,6,1953,,,4,1159,7,4196,12,36792,,,2,187058,,,10,,,,10,,,7,3932,3,1560,32,7394,,,1,332,,,,15,2,,43,1077,5047,,,,5039,4582,801,239,1040,,518219,1461315
2012,2013,,Charleston,SC,,,,,1,1,,1,,63,5,,18,86,47,133,34,2,,1,,127,20,110,95,49,14,30,,1,1,,,1,21,1,2,1,5,22,86,3,511294,,,1,32,,,,,,,10,18985,,,,,,,11,,,,11,,,2,1119,2,683,28,5260,,,,,1889,12527,21489,,2,179,23,411,2701,337,180,358,3448,2433,424,251,675,1276,192422,4679230
2012,2013,1/12/1972,Charlotte,NC,,,,,1,1,,1,1,89,1,,36,126,41,167,5,3,,2,,119,7,129,73,64,12,,,,,,,,19,2,,,1,14,326,,,2,51200,2,268,,,,,4,638,3,19091,2,173,1,40,,,16,,,,16,1,1710,3,1997,,,16,5751,,,,,6286,22583,38343,2,1,,22,933,6028,528,311,697,5643,4063,574,308,882,1078,180130,4967591
2012,2013,,Cheyenne,WY,,,,,1,1,,,,35,1,,21,57,5,62,9,1,,,17,39,,15,33,26,3,2,,,,,,,38,,,,,3,30,,,,,2,103,1,242,,,,,4,15542,,,,,,,8,,,,8,,,,,,,7,931,,,,,822,2898,4659,,,,2,91,857,108,75,155,945,783,133,84,217,494,55777,563626
2012,2013,,Chicago,IL,1,,,,,4,6,,,566,15,2,206,789,697,1486,162,14,4,10,9,660,254,1739,356,278,55,23,,,,,,,11,8,1,2,4,102,464,17,2806775,2,17500,40,5839,2,3150,9,1812,6,649,100,904177,6,1520,5,1625,2,75,2,130,1,97,174,5,49322,7,911,33,23103,204,58575,7,2238,5,450,6662,89201,230636,18,47,,79,6334,31277,,1597,974,28297,21737,5048,982,6030,12911,2321000,5950693
2012,2013,,Cincinnati,OH,,,1,1,,,1,,,171,3,,95,269,228,497,15,4,1,2,,196,116,819,214,127,20,67,,,,,,,,,,,108,70,466,9,1614462,,,13,4030,1,117,1,308,,,9,98070,1,39,3,47734,1,28,17,25,,,45,4,20303,12,6180,11,7101,85,27435,8,1997,1,97,4237,21267,88662,11,7,,38,2747,5523,383,412,656,6538,6686,1249,639,1888,4069,471457,3000267
2012,2013,,Cleveland,OH,,,,,1,3,1,1,1,263,7,3,121,394,83,477,11,3,3,3,,208,51,978,185,171,6,3,,1,1,,2,,1,1,,,6,51,242,5,715125,1,530,23,5705,1,222,4,229,4,564,18,172896,2,237,1,30466,2,49,,2,,14,63,3,7224,6,2980,15,9893,92,30814,10,2457,1,119,3195,31747,88492,18,14,,99,3048,6099,402,385,1092,8113,7176,1552,837,2389,7684,698450,2775879
2012,2013,1/30/1984,Colorado Springs,CO,,,,,1,1,,,,29,,,10,39,16,55,18,,,2,1,57,3,98,39,28,4,6,1,,,1,,,,4,,2,,2,75,2,188891,3,227,3,227,,,,,,,1,240000,,,,,,,12,,1,9,21,,,,,1,330,5,1096,,,,,1855,6103,9405,,,,1,97,1139,146,85,183,1472,1609,185,62,247,503,165213,1032580
2012,2013,,Columbus,OH,,,,,1,1,,,,100,6,,46,152,30,182,22,1,,,12,118,11,230,106,83,4,19,,,,,,,3,,,,,11,96,6,1081472,7,635868,18,1675,1,1093,4,7446,4,11539,8,312616,,,,,1,29,3,155,,,32,2,4023,11,4663,,,42,11580,,,,,964,13104,34366,16,,,8,1047,3361,253,310,372,3714,3944,491,337,828,1437,266776,2336923
2012,2013,3/23/1912,Corpus Christi,TX,,,,,1,2,,,,100,6,,25,131,25,156,21,3,,1,23,102,4,160,69,41,5,23,,,,,,,32,,,,1,11,56,6,492881,9,84859,1,54,,,1,58,1,250,1,216196,,,,,,,11,,,,11,,,1,370,1,296,13,2181,2,520,,,4124,9074,16576,,,,8,89,2083,399,159,246,2564,1504,514,52,566,1836,397500,572000
2012,2013,,Covington,KY,,,,,1,1,,,,50,1,,30,81,16,97,3,1,,6,,34,6,292,47,36,2,7,,,1,1,,,6,,,,,5,19,5,854246,1,643,3,869,2,270,1,70,1,1450,8,134814,,,2,5720,,,28,,,,28,1,1832,7,2476,2,781,27,6447,2,522,,,180,3878,16144,1,1,,19,720,963,212,195,100,1362,1360,248,133,381,722,92456,513971
2012,2013,12/31/1909,Crookston,MN,,,,,1,1,,,,31,3,1,10,45,3,48,2,,,1,,15,,71,66,25,2,39,,,,,,,,,,,,6,27,3,133261,,,3,624,,,1,49,,,,,,,,,,,10,,,,10,,,1,131,,,8,1152,,,,,1432,2298,5023,,,,,104,541,,11,76,336,357,89,83,172,376,34410,260616
2012,2013,,Dallas,TX,,,,,1,1,2,1,1,65,5,,35,105,79,184,34,4,3,3,,144,12,104,69,44,13,10,3,,,,,,5,5,,,3,8,229,,,,,2,217,,,1,141,,,4,70519,,,2,9177,2,37,32,57,1,6,75,1,1951,3,2381,4,2362,28,9471,2,464,1,150,8069,41196,66119,17,2,2,11,1185,15142,,767,465,11843,7623,1364,334,1698,1448,1165582,3847430
2012,2013,,Davenport,IA,,,,,1,1,,,,67,1,,29,97,3,100,5,2,,1,,39,1,154,80,49,2,27,2,,,,,,,,,,,,,3,427398,,,2,552,,,,,,,,,1,19,,,,,11,,,,11,1,3671,5,974,,,13,3465,,,,,2100,7370,17591,,,,1,346,1314,35,142,138,1534,1443,247,220,467,1019,95727,763844
2012,2013,,Denver,CO,,,1,,,,,1,,124,9,1,56,190,103,293,23,4,,6,8,186,17,211,123,108,15,,,,,,,,20,,4,,17,211,,4,347969,7,27892,7,1003,,,9,1358,2,1158,12,42818,2,52,26,4188,2,58,19,59,,,77,2,14905,2,968,5,2919,36,8596,2,532,1,85,7283,23478,58843,6,1,,17,933,9244,575,471,599,8406,6180,1291,248,1539,2566,557049,3352228
2012,2013,8/12/1911,Des Moines,IA,,,,,1,1,,,,55,2,,27,84,9,94,8,,,3,,85,,50,81,48,5,28,,,,,,,,,,,,4,53,3,1562483,,,1,435,,,,,1,5115,7,25000,,,,,,,18,,,,18,1,844,2,1589,,,15,4824,,,,,2300,10142,19717,,,,3,342,1522,110,115,222,1875,1660,285,161,446,669,103430,837773
2012,2013,,Detroit,MI,,2,1,,,1,4,,,244,4,,124,372,194,566,45,4,,4,9,211,48,858,260,192,26,42,,,,,,,1,,1,1,6,48,456,10,1069528,,,24,12515,,,9,965,14,1235,42,67200,,,6,200,2,38,7,95,2,24,69,3,13337,10,3836,14,6580,65,20913,1,272,,,4595,47633,97235,27,11,,34,2115,8084,444,603,1008,10569,9973,1762,650,2412,8456,1310915,4248127
2012,2013,5/19/1951,Dodge City,KS,,,,,1,2,,,,17,1,,14,32,5,37,8,,,,,8,,73,48,13,3,26,,,2,1,,3,1,,,,,16,16,1,110192,1,12450,,,,,,,,,4,9627,,,,,,,4,,,,4,,,,,,,7,908,,,,,1478,3739,6129,,,,,85,1007,76,48,64,928,760,127,64,191,356,45513,217486
2012,2013,,Dubuque,IA,,,1,2,,,,1,1,91,1,,91,183,30,213,3,1,,,,103,23,658,167,68,,90,2,,4,3,,,,1,,1,,20,450,7,1185003,2,236,4,723,,,,,,,3,480,,,,,1,8,6,4,1,117,131,3,4616,7,2353,,,46,9292,,,,,4487,11218,32097,,,,7,904,2590,93,116,260,2706,2437,583,362,945,2079,200588,998638
2012,2013,,Duluth,MN,,,,,1,,,,,50,2,,26,78,8,86,7,6,,3,5,51,,97,91,37,5,48,1,,,,,,,,,,,4,28,2,300576,,,5,785,,,1,85,,,,,,,,,,,11,,,1,12,1,4144,,,,,12,1587,,,,,2773,2933,11449,1,,,5,136,592,38,34,112,654,633,155,93,248,894,56417,446956
2012,2013,3/3/1914,El Paso,TX,,,,,,,,,,41,3,,29,73,43,116,6,,,1,,26,12,118,57,32,3,8,2,,1,1,,,19,,,,,1,1,,,2,56919,1,230,,,,,,,3,43138,,,,,1,,13,,1,13,26,,,,,3,1164,8,2453,2,404,,,7588,10638,22273,,7,4,8,310,4769,491,154,289,4733,3910,715,68,783,2191,689549,877940
2012,2013,,Erie,PA,,,,,1,1,,,,125,5,,57,187,8,195,5,1,,1,,62,,313,117,89,2,25,1,,,,,,20,,,,,15,11,1,330950,,,4,1441,,,1,210,3,240,29,53610,,,,,1,12,5,6,,,17,2,8306,6,1664,1,617,30,4760,1,241,,,4638,6970,27213,7,,,6,560,1350,50,110,70,1720,1800,335,245,580,2400,187500,836222
2012,2013,11/11/1944,Evansville,IN,,,,,1,1,,,,45,2,,25,72,6,78,,2,,1,,48,,238,69,39,3,24,4,,1,,,,,8,,,,6,43,2,590103,1,55,3,128,,,1,211,,,10,180641,,,,,,,11,,,,11,,,4,1438,,,24,5907,,,,,1815,4831,14002,,,,12,556,1085,,84,121,1118,1161,270,132,402,870,82492,510752
2012,2013,8/8/1962,Fairbanks,AK,,,,,1,,,,,7,1,,2,10,7,17,5,1,,,1,25,2,12,46,10,2,4,2,4,1,14,9,,,2,,,2,12,,,,,,,,,,,,,,1,1900,,,,,,,,,,,,,,1,188,,,1,251,,,,,710,1855,3004,,,,,43,249,35,18,34,208,87,42,19,61,144,13939,164355
2012,2013,3/12/1904,Fall River,MA,,,,,1,,,,,91,6,,51,148,84,232,8,1,,,,81,14,147,89,71,10,8,,,,,,,8,,1,2,,8,68,,,,,5,1131,1,400,1,30,2,61,4,42223,2,422,142,729,,,8,,,,8,1,2620,5,2848,,,21,4471,,,,,3715,20978,34640,8,,,10,685,2800,97,70,163,3328,3232,737,170,907,3291,302484,824551
2012,2013,,Fargo,ND,,,,,1,,,,,78,9,,44,131,9,140,9,4,,2,,45,,114,132,64,4,64,,,,,,,,,,,,4,89,8,160970,,,12,2016,,,,,1,45,3,2808,2,668,,,,,17,,,,17,1,300,1,316,,,12,1578,,,,,1676,5689,9576,1,,,5,199,1094,47,25,125,1001,1026,176,149,325,860,73657,393194
2012,2013,,Fort Wayne-South Bend,IN,,,,,1,1,,,,62,,,16,78,196,274,17,2,1,1,,20,107,456,81,62,19,,,,,,,,,4,,,,15,101,2,250611,6,67287,6,1953,,,,,2,59,11,313272,,,2,10000,,,26,,2,42,68,5,17010,4,3185,,,41,10701,,,,,1279,8217,40460,,,,5,721,2650,236,197,489,2899,2695,562,289,851,721,159812,1275094
2012,2013,8/22/1969,Fort Worth,TX,,,,,,,,,,48,3,1,16,68,54,122,19,2,,,,105,5,71,89,37,23,21,8,,,,,,2,,1,,5,72,1110,,,,,5,897,,,,,,,,,,124000,,,,,28,,,,28,1,34,4,1310,,,17,4365,1,110,,,6947,32402,45196,,2,,1,49,7082,,336,,6370,3620,757,247,1004,1408,680000,3356669
2012,2013,12/15/1967,Fresno,CA,,,,,1,,,,,106,2,,30,138,39,177,31,3,1,1,,66,1,102,89,54,8,24,1,2,,,,,44,,,,1,102,70,3,625279,2,216,,,,,,,,,3,25000,,,,,,,17,,1,,17,,,2,1180,,,20,4524,,,,,11192,26315,43228,1,,,18,254,16935,781,428,501,12068,6384,1729,258,1987,3613,1074944,2845903
2012,2013,12/16/1939,Gallup,NM,,,,,1,,,,,28,3,,14,45,18,63,,,,,2,25,7,87,52,23,12,12,1,1,3,,,,22,,,,7,,,,,,,1,50,,,,,1,25,,,,,,,,,5,,,,5,,,1,37,1,127,11,955,1,223,,,871,2172,4390,,,,12,135,589,122,93,114,742,511,108,35,143,527,62000,475000
2012,2013,,Galveston-Houston,TX,1,,,1,,1,1,,,139,4,1,60,204,205,409,40,6,,1,,386,12,449,146,104,38,3,,,,,,,7,18,,,,,,3,221837,7,58269,4,469,4,927,38,3498,5,10885,10,715250,,,,,1,21,30,59,5,11,62,1,3711,,,9,4762,44,11701,6,2132,,,17801,68029,108198,7,,4,27,1200,9883,12099,2216,833,21677,11183,2559,733,3292,3965,1181398,6249904
2012,2013,12/17/1956,Gary,IN,,,,,1,,,,,61,3,1,33,98,35,133,7,2,,,,64,11,74,68,53,4,1,,,,,,,4,6,,,1,5,44,6,1240743,,,2,222,2,127,2,500,2,700,7,10000,,,,,,,11,,,,11,1,1275,3,1305,1,27,17,5203,,,,,801,8412,17034,,,,5,363,1440,115,75,196,1970,1702,302,101,403,1510,184000,795668
2012,2013,7/20/1971,Gaylord,MI,,,,,1,,,,,38,2,,24,64,6,70,20,1,,3,9,22,,27,80,26,3,40,,,3,2,,,,,,,,4,42,3,346695,,,,,2,300,11,324,,,20,16332,,,,,,,13,,,,13,,,4,495,,,16,1882,,,,,611,2278,5279,,,,,181,501,60,64,160,758,838,152,88,240,846,60471,508658
2012,2013,4/11/1917,Grand Island,NE,,,,,1,,,,,39,,,23,62,,62,7,1,,,1,7,,56,36,30,5,1,,,,,,,33,,,,,15,18,,,2,178134,1,50,,,,,,,,,,,,,,,5,,,,5,,,4,493,,,6,1059,,,,,1872,3737,7166,,,,2,108,826,85,59,163,907,650,168,101,269,475,50262,307587
2012,2013,,Grand Rapids,MI,,,,,1,1,,,,,62,,39,101,23,124,6,,,,2,37,1,370,82,69,7,4,,,,,2,,4,1,,6,,,,2,935560,,,3,900,,,,,10,11227,13,655151,,,1,1000,,,21,,,,21,1,2281,3,1221,1,474,26,1695,1,259,,,1786,10460,18197,,,,2,381,2231,164,181,429,2445,2091,461,239,700,1336,182000,1283717
2012,2013,5/18/1904,Great Falls-Billings,MT,,,,,1,1,,,,29,2,,32,63,12,75,5,,,1,,9,,45,46,28,8,5,1,,,3,,1,58,,,,1,34,35,2,447892,,,1,74,,,2,350,1,8,,,,,,,,,4,,,,4,1,1075,2,426,1,156,9,1483,3,556,,,600,1616,5916,2,,,4,356,525,82,46,144,510,527,64,68,132,637,36261,450673
2012,2013,,Green Bay,WI,,,,,1,1,1,1,1,74,7,1,96,178,105,283,15,2,,2,5,133,28,454,157,61,14,50,11,,9,12,,,2,18,,,,38,146,8,1128749,,,14,995,,,3,123,4,9337,8,179439,,,,,,,27,,1,5,32,2,3407,5,1456,1,761,54,8184,,,,,5919,13132,32891,,,,8,699,3353,,138,176,3535,2741,797,329,1126,3050,323790,1011845
2012,2013,3/10/1951,Greensburg,PA,,,,,1,1,,1,,68,,,38,106,67,173,2,,2,,,2,32,198,85,58,5,22,,,,,,,,,,,,12,64,,,,,2,193,,,,,,,6,13158,1,90,,,,,8,,1,22,30,2,3860,2,644,,,14,2279,3,255,,,1850,7102,16020,5,4,,7,356,1125,26,1151,191,1447,633,353,228,581,2121,151221,658434
2012,2013,,Harrisburg,PA,,,,,1,,,,,92,4,,37,133,33,166,10,1,,5,,66,1,319,89,73,13,3,,,,,,,8,,,,1,16,77,1,264926,,,3,546,1,671,,,4,332,16,2670,,,,,,,41,,,,41,,,7,3272,,,34,7944,2,90,,,1060,15021,27428,,,,34,794,1771,499,285,323,2593,2536,371,303,674,2199,234822,2236085
